CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,PlanDist_0,CounterExamples_1,Specificity_1,PRev_1,Pos_1,VarDist_1,RuleDist_1,PlanDist_1,CounterExamples_2,Specificity_2,PRev_2,Pos_2,VarDist_2,RuleDist_2,PlanDist_2,CounterExamples_3,Specificity_3,PRev_3,Pos_3,VarDist_3,RuleDist_3,PlanDist_3,CounterExamples_4,Specificity_4,PRev_4,Pos_4,VarDist_4,RuleDist_4,PlanDist_4,
6,44.3333,0.994482,0,-1,86,-1,9,66.25,0.75429,1,-1,79.1818,-1,3,114.5,-1,0,-1,90.7273,-1,5,19,-1,0,-1,84,-1,4,68.5,-1,0,-1,86.7273,-1,
6,44.3333,0.890934,0,-1,86,-1,9,66.25,-1,0,-1,79.1818,-1,3,114.5,-1,0,-1,90.7273,-1,6,13,0.26685,1,-1,83.6364,-1,4,68.5,-1,0,-1,86.7273,-1,
6,44.3333,1,0,-1,86,-1,10,85,0.841369,1,-1,79.1818,-1,3,114.5,-1,0,-1,90.7273,-1,6,13,0.846693,0,-1,83.6364,-1,4,68.5,-1,0,-1,86.7273,-1,
6,44.3333,-1,0,-1,86,-1,10,85,0.879686,0,-1,79.1818,-1,4,132.667,-1,1,-1,87.1818,-1,6,13,-1,0,-1,83.6364,-1,5,93.6667,-1,1,-1,82.6364,-1,
6,44.3333,-1,0,-1,86,-1,10,85,-1,0,-1,79.1818,-1,4,132.667,-1,0,-1,87.1818,-1,6,13,0.955955,0,-1,83.6364,-1,5,93.6667,-1,0,-1,82.6364,-1,
6,44.3333,-1,0,-1,86,-1,10,85,-1,0,-1,79.1818,-1,4,132.667,-1,0,-1,87.1818,-1,6,13,0.99271,0,-1,83.6364,-1,5,93.6667,-1,0,-1,82.6364,-1,
6,44.3333,-1,0,-1,86,-1,10,85,0.885251,0,-1,79.1818,-1,4,132.667,-1,0,-1,87.1818,-1,6,13,-1,0,-1,83.6364,-1,5,93.6667,-1,0,-1,82.6364,-1,
6,44.3333,-1,0,-1,86,-1,10,85,-1,0,-1,79.1818,-1,4,132.667,-1,0,-1,87.1818,-1,6,13,-1,0,-1,83.6364,-1,5,93.6667,-1,0,-1,82.6364,-1,
6,44.3333,1,0,-1,86,-1,10,85,0.911991,0,-1,79.1818,-1,5,128.333,0.33269,1,-1,86.7273,-1,6,13,-1,0,-1,83.6364,-1,5,93.6667,-1,0,-1,82.6364,-1,
6,44.3333,-1,0,0.888889,86,0.85,10,85,-1,0,0.918889,79.1818,1,5,128.333,-1,0,0.994444,86.7273,1,6,13,0.998922,0,0.924444,83.6364,1,5,93.6667,-1,0,0.892222,82.6364,1,
6,44.3333,1,0,-1,86,-1,10,85,-1,0,-1,79.1818,-1,5,128.333,-1,0,-1,86.7273,-1,6,13,-1,0,-1,83.6364,-1,5,93.6667,-1,0,-1,82.6364,-1,
6,44.3333,-1,0,-1,86,-1,10,85,-1,0,-1,79.1818,-1,5,128.333,-1,0,-1,86.7273,-1,6,13,-1,0,-1,83.6364,-1,5,93.6667,-1,0,-1,82.6364,-1,
6,44.3333,-1,0,-1,86,-1,10,85,-1,0,-1,79.1818,-1,6,137,-1,1,-1,82.9091,-1,6,13,-1,0,-1,83.6364,-1,5,93.6667,-1,0,-1,82.6364,-1,
6,44.3333,-1,0,-1,86,-1,10,85,-1,0,-1,79.1818,-1,6,137,0.806316,0,-1,82.9091,-1,6,13,-1,0,-1,83.6364,-1,5,93.6667,-1,0,-1,82.6364,-1,
7,66,-1,1,-1,81.6364,-1,10,85,-1,0,-1,79.1818,-1,6,137,0.840563,0,-1,82.9091,-1,6,13,-1,0,-1,83.6364,-1,5,93.6667,-1,0,-1,82.6364,-1,
7,66,1,0,-1,81.6364,-1,10,85,0.277277,0,-1,79.1818,-1,6,137,0.821178,0,-1,82.9091,-1,6,13,-1,0,-1,83.6364,-1,5,93.6667,-1,0,-1,82.6364,-1,
7,66,1,0,-1,81.6364,-1,10,85,-1,0,-1,79.1818,-1,7,111,0.94753,1,-1,80.2727,-1,6,13,-1,0,-1,83.6364,-1,5,93.6667,-1,0,-1,82.6364,-1,
8,80.2,-1,1,-1,77.7273,-1,11,61.2,0.963752,1,-1,79.1818,-1,7,111,0.937381,0,-1,80.2727,-1,6,13,-1,0,-1,83.6364,-1,6,69.3333,0.943875,1,-1,80.2727,-1,
8,80.2,1,0,-1,77.7273,-1,11,61.2,-1,0,-1,79.1818,-1,7,111,-1,0,-1,80.2727,-1,6,13,0.999917,0,-1,83.6364,-1,6,69.3333,-1,0,-1,80.2727,-1,
8,80.2,1,0,-1,77.7273,-1,11,61.2,-1,0,-1,79.1818,-1,7,111,0.327758,0,-1,80.2727,-1,6,13,-1,0,-1,83.6364,-1,6,69.3333,-1,0,-1,80.2727,-1,
8,80.2,1,0,-1,77.7273,-1,11,61.2,0.738662,0,-1,79.1818,-1,7,111,0.267941,0,-1,80.2727,-1,6,13,-1,0,-1,83.6364,-1,7,87,-1,1,-1,75.9091,-1,
9,62.4,-1,1,-1,75.0909,-1,11,61.2,-1,0,-1,79.1818,-1,7,111,-1,0,-1,80.2727,-1,6,13,-1,0,-1,83.6364,-1,7,87,0.206454,0,-1,75.9091,-1,
9,62.4,-1,0,-1,75.0909,-1,11,61.2,0.998616,0,-1,79.1818,-1,7,111,-1,0,-1,80.2727,-1,6,13,0.999973,0,-1,83.6364,-1,8,71.25,0.860114,1,-1,73.5455,-1,
9,62.4,-1,0,-1,75.0909,-1,11,61.2,0.639731,0,-1,79.1818,-1,7,111,-1,0,-1,80.2727,-1,6,13,-1,0,-1,83.6364,-1,9,71,0.882989,1,-1,73.4545,-1,
9,62.4,-1,0,-1,75.0909,-1,11,61.2,-1,0,-1,79.1818,-1,7,111,0.267941,0,-1,80.2727,-1,6,13,0.999988,0,-1,83.6364,-1,9,71,0.313262,0,-1,73.4545,-1,
9,62.4,1,0,-1,75.0909,-1,12,77.6667,-1,1,-1,75.5455,-1,7,111,-1,0,-1,80.2727,-1,7,11.5,-1,1,-1,83.3636,-1,9,71,0.128346,0,-1,73.4545,-1,
9,62.4,1,0,-1,75.0909,-1,12,77.6667,-1,0,-1,75.5455,-1,7,111,-1,0,-1,80.2727,-1,7,11.5,-1,0,-1,83.3636,-1,9,71,1,0,-1,73.4545,-1,
9,62.4,1,0,-1,75.0909,-1,12,77.6667,0.923798,0,-1,75.5455,-1,7,111,-1,0,-1,80.2727,-1,7,11.5,-1,0,-1,83.3636,-1,9,71,-1,0,-1,73.4545,-1,
9,62.4,-1,0,-1,75.0909,-1,12,77.6667,-1,0,-1,75.5455,-1,7,111,-1,0,-1,80.2727,-1,7,11.5,-1,0,-1,83.3636,-1,9,71,-1,0,-1,73.4545,-1,
9,62.4,1,0,-1,75.0909,-1,12,77.6667,-1,0,-1,75.5455,-1,7,111,-1,0,-1,80.2727,-1,7,11.5,-1,0,-1,83.3636,-1,9,71,-1,0,-1,73.4545,-1,
9,62.4,0.996779,0,-1,75.0909,-1,12,77.6667,-1,0,-1,75.5455,-1,7,111,-1,0,-1,80.2727,-1,7,11.5,-1,0,-1,83.3636,-1,9,71,0.291394,0,-1,73.4545,-1,
9,62.4,-1,0,-1,75.0909,-1,13,71.8333,0.998924,1,-1,75.5455,-1,7,111,-1,0,-1,80.2727,-1,7,11.5,-1,0,-1,83.3636,-1,9,71,-1,0,-1,73.4545,-1,
9,62.4,-1,0,-1,75.0909,-1,13,71.8333,-1,0,-1,75.5455,-1,7,111,-1,0,-1,80.2727,-1,7,11.5,0.118769,0,-1,83.3636,-1,9,71,0.0930584,0,-1,73.4545,-1,
9,62.4,-1,0,-1,75.0909,-1,13,71.8333,0.761331,0,-1,75.5455,-1,7,111,-1,0,-1,80.2727,-1,7,11.5,0.926647,0,-1,83.3636,-1,10,90.75,0.121005,1,-1,76.9091,-1,
10,39.6,-1,1,-1,71.3636,-1,13,71.8333,0.961717,0,-1,75.5455,-1,7,111,-1,0,-1,80.2727,-1,7,11.5,-1,0,-1,83.3636,-1,11,99.6,-1,1,-1,76.9091,-1,
11,36.2,-1,1,-1,70.3636,-1,13,71.8333,0.995595,0,-1,75.5455,-1,7,111,0.267941,0,-1,80.2727,-1,7,11.5,-1,0,-1,83.3636,-1,11,99.6,-1,0,-1,76.9091,-1,
11,36.2,-1,0,-1,70.3636,-1,13,71.8333,0.960672,0,-1,75.5455,-1,7,111,-1,0,-1,80.2727,-1,7,11.5,-1,0,-1,83.3636,-1,11,99.6,-1,0,-1,76.9091,-1,
11,36.2,-1,0,-1,70.3636,-1,13,71.8333,0.775654,0,-1,75.5455,-1,7,111,-1,0,-1,80.2727,-1,7,11.5,-1,0,-1,83.3636,-1,11,99.6,-1,0,-1,76.9091,-1,
11,36.2,-1,0,-1,70.3636,-1,13,71.8333,0.998085,0,-1,75.5455,-1,7,111,0.267941,0,-1,80.2727,-1,8,58.6667,-1,1,-1,79.3636,-1,11,99.6,-1,0,-1,76.9091,-1,
11,36.2,-1,0,0.866667,70.3636,0.9,13,71.8333,-1,0,0.908889,75.5455,1,7,111,-1,0,0.994444,80.2727,1,9,58.3333,0.973926,1,0.892222,79.2727,1,12,69,0.998371,1,0.885556,73.9091,0.95,
11,36.2,-1,0,-1,70.3636,-1,13,71.8333,-1,0,-1,75.5455,-1,7,111,-1,0,-1,80.2727,-1,9,58.3333,0.114593,0,-1,79.2727,-1,13,67,0.956528,1,-1,73.7273,-1,
11,36.2,-1,0,-1,70.3636,-1,13,71.8333,0.786639,0,-1,75.5455,-1,7,111,-1,0,-1,80.2727,-1,10,56,0.960679,1,-1,78.6364,-1,14,77.6667,-1,1,-1,69,-1,
11,36.2,-1,0,-1,70.3636,-1,13,71.8333,0.772036,0,-1,75.5455,-1,8,95,-1,1,-1,77.0909,-1,10,56,-1,0,-1,78.6364,-1,15,71.5,-1,1,-1,68.9091,-1,
12,16.6,0.907939,1,-1,67.6364,-1,13,71.8333,-1,0,-1,75.5455,-1,8,95,-1,0,-1,77.0909,-1,10,56,-1,0,-1,78.6364,-1,15,71.5,0.192367,0,-1,68.9091,-1,
12,16.6,0.319755,0,-1,67.6364,-1,13,71.8333,-1,0,-1,75.5455,-1,9,94.75,0.761185,1,-1,77,-1,10,56,-1,0,-1,78.6364,-1,15,71.5,1,0,-1,68.9091,-1,
12,16.6,0.999917,0,-1,67.6364,-1,13,71.8333,-1,0,-1,75.5455,-1,9,94.75,-1,0,-1,77,-1,10,56,0.11817,0,-1,78.6364,-1,16,70.8333,-1,1,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,13,71.8333,-1,0,-1,75.5455,-1,9,94.75,-1,0,-1,77,-1,10,56,0.117813,0,-1,78.6364,-1,16,70.8333,-1,0,-1,68.8182,-1,
12,16.6,1,0,-1,67.6364,-1,13,71.8333,-1,0,-1,75.5455,-1,9,94.75,-1,0,-1,77,-1,10,56,1,0,-1,78.6364,-1,16,70.8333,1,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,13,71.8333,-1,0,-1,75.5455,-1,9,94.75,-1,0,-1,77,-1,10,56,1,0,-1,78.6364,-1,16,70.8333,-1,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,13,71.8333,-1,0,-1,75.5455,-1,9,94.75,-1,0,-1,77,-1,10,56,-1,0,-1,78.6364,-1,16,70.8333,-1,0,-1,68.8182,-1,
12,16.6,1,0,-1,67.6364,-1,13,71.8333,-1,0,-1,75.5455,-1,9,94.75,0.991449,0,-1,77,-1,10,56,-1,0,-1,78.6364,-1,16,70.8333,1,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,13,71.8333,0.267941,0,-1,75.5455,-1,9,94.75,-1,0,-1,77,-1,10,56,1,0,-1,78.6364,-1,16,70.8333,1,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,13,71.8333,0.792734,0,-1,75.5455,-1,9,94.75,0.994469,0,-1,77,-1,10,56,-1,0,-1,78.6364,-1,16,70.8333,1,0,-1,68.8182,-1,
12,16.6,1,0,-1,67.6364,-1,13,71.8333,0.998525,0,-1,75.5455,-1,9,94.75,-1,0,-1,77,-1,10,56,1,0,-1,78.6364,-1,16,70.8333,1,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,13,71.8333,-1,0,-1,75.5455,-1,9,94.75,0.214621,0,-1,77,-1,10,56,1,0,-1,78.6364,-1,16,70.8333,-1,0,-1,68.8182,-1,
12,16.6,1,0,-1,67.6364,-1,13,71.8333,0.961113,0,-1,75.5455,-1,9,94.75,0.34668,0,-1,77,-1,10,56,-1,0,-1,78.6364,-1,16,70.8333,1,0,-1,68.8182,-1,
12,16.6,1,0,-1,67.6364,-1,13,71.8333,0.99738,0,-1,75.5455,-1,9,94.75,0.996729,0,-1,77,-1,10,56,1,0,-1,78.6364,-1,16,70.8333,1,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,13,71.8333,0.998865,0,-1,75.5455,-1,9,94.75,0.996573,0,-1,77,-1,10,56,1,0,-1,78.6364,-1,16,70.8333,0.992396,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,13,71.8333,-1,0,-1,75.5455,-1,9,94.75,-1,0,-1,77,-1,10,56,1,0,-1,78.6364,-1,16,70.8333,-1,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,13,71.8333,-1,0,-1,75.5455,-1,9,94.75,0.998434,0,-1,77,-1,10,56,-1,0,-1,78.6364,-1,16,70.8333,1,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,13,71.8333,0.805675,0,-1,75.5455,-1,9,94.75,-1,0,-1,77,-1,10,56,-1,0,-1,78.6364,-1,16,70.8333,0.144894,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,14,67.8333,0.963636,1,-1,75.5455,-1,9,94.75,0.166288,0,-1,77,-1,10,56,1,0,-1,78.6364,-1,16,70.8333,0.998162,0,-1,68.8182,-1,
12,16.6,1,0,-1,67.6364,-1,14,67.8333,0.997794,0,-1,75.5455,-1,9,94.75,0.0880487,0,-1,77,-1,10,56,1,0,-1,78.6364,-1,16,70.8333,1,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,14,67.8333,0.999134,0,-1,75.5455,-1,9,94.75,0.998584,0,-1,77,-1,10,56,1,0,-1,78.6364,-1,16,70.8333,1,0,-1,68.8182,-1,
12,16.6,1,0,-1,67.6364,-1,14,67.8333,0.804265,0,-1,75.5455,-1,9,94.75,0.998828,0,-1,77,-1,10,56,-1,0,-1,78.6364,-1,16,70.8333,-1,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,14,67.8333,0.999138,0,-1,75.5455,-1,9,94.75,0.99903,0,-1,77,-1,10,56,-1,0,-1,78.6364,-1,16,70.8333,-1,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,14,67.8333,-1,0,-1,75.5455,-1,9,94.75,-1,0,-1,77,-1,10,56,-1,0,-1,78.6364,-1,16,70.8333,0.0901194,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,14,67.8333,0.81626,0,-1,75.5455,-1,10,67,0.704402,1,-1,74.7273,-1,10,56,-1,0,-1,78.6364,-1,16,70.8333,0.978238,0,-1,68.8182,-1,
12,16.6,1,0,-1,67.6364,-1,14,67.8333,0.998547,0,-1,75.5455,-1,10,67,-1,0,-1,74.7273,-1,10,56,-1,0,-1,78.6364,-1,16,70.8333,0.11564,0,-1,68.8182,-1,
12,16.6,-1,0,0.866667,67.6364,0.9,14,67.8333,-1,0,0.908889,75.5455,1,11,33.75,-1,1,0.917778,71.2727,1,10,56,1,0,0.875556,78.6364,1,16,70.8333,0.976532,0,0.833333,68.8182,0.9,
12,16.6,-1,0,-1,67.6364,-1,14,67.8333,0.818501,0,-1,75.5455,-1,11,33.75,-1,0,-1,71.2727,-1,10,56,-1,0,-1,78.6364,-1,16,70.8333,0.990202,0,-1,68.8182,-1,
12,16.6,1,0,-1,67.6364,-1,14,67.8333,0.805352,0,-1,75.5455,-1,11,33.75,-1,0,-1,71.2727,-1,10,56,-1,0,-1,78.6364,-1,16,70.8333,0.0873885,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,14,67.8333,-1,0,-1,75.5455,-1,11,33.75,-1,0,-1,71.2727,-1,10,56,-1,0,-1,78.6364,-1,16,70.8333,1,0,-1,68.8182,-1,
12,16.6,-1,0,-1,67.6364,-1,14,67.8333,0.822076,0,-1,75.5455,-1,11,33.75,-1,0,-1,71.2727,-1,10,56,-1,0,-1,78.6364,-1,16,70.8333,-1,0,-1,68.8182,-1,
