CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,PlanDist_0,CounterExamples_1,Specificity_1,PRev_1,Pos_1,VarDist_1,RuleDist_1,PlanDist_1,CounterExamples_2,Specificity_2,PRev_2,Pos_2,VarDist_2,RuleDist_2,PlanDist_2,CounterExamples_3,Specificity_3,PRev_3,Pos_3,VarDist_3,RuleDist_3,PlanDist_3,CounterExamples_4,Specificity_4,PRev_4,Pos_4,VarDist_4,RuleDist_4,PlanDist_4,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
0,-nan(ind),-1,0,-1,100,-1,1,166,-1,1,-1,96.3636,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
0,-nan(ind),-1,0,-1,100,-1,2,163.5,-1,1,-1,92.6364,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
0,-nan(ind),-1,0,-1,100,-1,2,163.5,-1,0,-1,92.6364,-1,1,173,-1,1,-1,97.0909,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
0,-nan(ind),-1,0,-1,100,-1,2,163.5,-1,0,-1,92.6364,-1,1,173,-1,0,-1,97.0909,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
0,-nan(ind),-1,0,-1,100,-1,3,105.5,-1,1,-1,90,-1,1,173,-1,0,-1,97.0909,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
1,137,-1,1,-1,96.0909,-1,3,105.5,-1,0,-1,90,-1,1,173,-1,0,-1,97.0909,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
1,137,-1,0,-1,96.0909,-1,3,105.5,0.61722,0,-1,90,-1,2,6,0.891398,1,-1,91.3636,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
2,13,-1,1,-1,92,-1,4,100.5,0.665764,1,-1,89.2727,-1,2,6,-1,0,-1,91.3636,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
2,13,-1,0,-1,92,-1,4,100.5,-1,0,-1,89.2727,-1,2,6,-1,0,-1,91.3636,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
3,75,-1,1,-1,87.7273,-1,4,100.5,-1,0,-1,89.2727,-1,2,6,-1,0,-1,91.3636,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
4,95.6667,-1,1,-1,87.7273,-1,4,100.5,-1,0,-1,89.2727,-1,2,6,-1,0,-1,91.3636,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
5,58.3333,-1,1,-1,84.4545,-1,5,99.5,-1,1,-1,89.1818,-1,3,5,0.812709,1,-1,91.2727,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
5,58.3333,-1,0,-1,84.4545,-1,5,99.5,-1,0,-1,89.1818,-1,3,5,-1,0,-1,91.2727,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
5,58.3333,-1,0,-1,84.4545,-1,5,99.5,-1,0,-1,89.1818,-1,3,5,-1,0,-1,91.2727,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
6,18,0.994726,1,-1,84.1818,-1,6,120,-1,1,-1,85.3636,-1,3,5,-1,0,-1,91.2727,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
7,12,0.90685,1,-1,83.6364,-1,6,120,-1,0,-1,85.3636,-1,3,5,-1,0,-1,91.2727,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
7,12,-1,0,-1,83.6364,-1,6,120,-1,0,-1,85.3636,-1,3,5,-1,0,-1,91.2727,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
8,6.33333,-1,1,-1,82.3636,-1,6,120,-1,0,-1,85.3636,-1,3,5,-1,0,-1,91.2727,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
8,6.33333,-1,0,-1,82.3636,-1,6,120,0.822894,0,-1,85.3636,-1,3,5,-1,0,-1,91.2727,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
8,6.33333,-1,0,-1,82.3636,-1,6,120,-1,0,-1,85.3636,-1,3,5,-1,0,-1,91.2727,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
8,6.33333,-1,0,0.901111,82.3636,0.9,6,120,-1,0,1,85.3636,1,4,4,0.897348,1,0.924444,91.1818,1,0,-nan(ind),-1,0,1,100,1,0,-nan(ind),-1,0,1,100,1,
8,6.33333,-1,0,-1,82.3636,-1,6,120,-1,0,-1,85.3636,-1,4,4,-1,0,-1,91.1818,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
8,6.33333,-1,0,-1,82.3636,-1,6,120,-1,0,-1,85.3636,-1,4,4,0.268214,0,-1,91.1818,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
8,6.33333,0.608436,0,-1,82.3636,-1,6,120,-1,0,-1,85.3636,-1,5,88.5,-1,1,-1,87.9091,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
8,6.33333,0.970685,0,-1,82.3636,-1,7,116.667,-1,1,-1,85.0909,-1,5,88.5,-1,0,-1,87.9091,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
8,6.33333,-1,0,-1,82.3636,-1,7,116.667,-1,0,-1,85.0909,-1,6,25.5,0.932686,1,-1,85,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
8,6.33333,-1,0,-1,82.3636,-1,7,116.667,-1,0,-1,85.0909,-1,6,25.5,-1,0,-1,85,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
8,6.33333,-1,0,-1,82.3636,-1,7,116.667,-1,0,-1,85.0909,-1,6,25.5,0.230941,0,-1,85,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
8,6.33333,0.97756,0,-1,82.3636,-1,7,116.667,-1,0,-1,85.0909,-1,6,25.5,0.209222,0,-1,85,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
8,6.33333,0.989941,0,-1,82.3636,-1,7,116.667,0.287248,0,-1,85.0909,-1,7,15,0.613007,1,-1,83.4545,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
8,6.33333,-1,0,-1,82.3636,-1,7,116.667,0.296145,0,-1,85.0909,-1,7,15,0.692253,0,-1,83.4545,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
8,6.33333,-1,0,-1,82.3636,-1,7,116.667,-1,0,-1,85.0909,-1,7,15,-1,0,-1,83.4545,-1,0,-nan(ind),-1,0,-1,100,-1,0,-nan(ind),-1,0,-1,100,-1,
8,6.33333,-1,0,-1,82.3636,-1,7,116.667,-1,0,-1,85.0909,-1,7,15,-1,0,-1,83.4545,-1,0,-nan(ind),-1,0,-1,100,-1,1,134,-1,1,-1,95.4545,-1,
8,6.33333,-1,0,-1,82.3636,-1,7,116.667,-1,0,-1,85.0909,-1,7,15,0.150754,0,-1,83.4545,-1,0,-nan(ind),-1,0,-1,100,-1,1,134,-1,0,-1,95.4545,-1,
8,6.33333,1,0,-1,82.3636,-1,7,116.667,-1,0,-1,85.0909,-1,7,15,0.372289,0,-1,83.4545,-1,0,-nan(ind),-1,0,-1,100,-1,2,50,-1,1,-1,93.6364,-1,
8,6.33333,-1,0,-1,82.3636,-1,7,116.667,-1,0,-1,85.0909,-1,8,9.5,-1,1,-1,83,-1,0,-nan(ind),-1,0,-1,100,-1,2,50,-1,0,-1,93.6364,-1,
9,39,-1,1,-1,82.3636,-1,7,116.667,-1,0,-1,85.0909,-1,8,9.5,-1,0,-1,83,-1,0,-nan(ind),-1,0,-1,100,-1,2,50,-1,0,-1,93.6364,-1,
9,39,-1,0,-1,82.3636,-1,7,116.667,-1,0,-1,85.0909,-1,8,9.5,-1,0,-1,83,-1,0,-nan(ind),-1,0,-1,100,-1,2,50,-1,0,-1,93.6364,-1,
9,39,-1,0,-1,82.3636,-1,7,116.667,-1,0,-1,85.0909,-1,8,9.5,0.123414,0,-1,83,-1,0,-nan(ind),-1,0,-1,100,-1,2,50,-1,0,-1,93.6364,-1,
9,39,-1,0,-1,82.3636,-1,7,116.667,-1,0,-1,85.0909,-1,8,9.5,0.48586,0,-1,83,-1,0,-nan(ind),-1,0,-1,100,-1,2,50,-1,0,-1,93.6364,-1,
9,39,-1,0,-1,82.3636,-1,8,129,0.288482,1,-1,85.0909,-1,8,9.5,0.311845,0,-1,83,-1,0,-nan(ind),-1,0,-1,100,-1,2,50,-1,0,-1,93.6364,-1,
9,39,0.982064,0,-1,82.3636,-1,8,129,-1,0,-1,85.0909,-1,8,9.5,0.18694,0,-1,83,-1,0,-nan(ind),-1,0,-1,100,-1,2,50,-1,0,-1,93.6364,-1,
9,39,-1,0,-1,82.3636,-1,8,129,0.896071,0,-1,85.0909,-1,9,9,0.287961,1,-1,82.9091,-1,0,-nan(ind),-1,0,-1,100,-1,3,94,-1,1,-1,89.6364,-1,
9,39,-1,0,-1,82.3636,-1,8,129,0.895129,0,-1,85.0909,-1,9,9,-1,0,-1,82.9091,-1,0,-nan(ind),-1,0,-1,100,-1,3,94,-1,0,-1,89.6364,-1,
9,39,-1,0,-1,82.3636,-1,8,129,0.958326,0,-1,85.0909,-1,9,9,-1,0,-1,82.9091,-1,0,-nan(ind),-1,0,-1,100,-1,4,49,0.781406,1,-1,87.5455,-1,
9,39,-1,0,-1,82.3636,-1,8,129,0.180685,0,-1,85.0909,-1,9,9,-1,0,-1,82.9091,-1,1,157,-1,1,-1,96.6364,-1,4,49,-1,0,-1,87.5455,-1,
9,39,-1,0,-1,82.3636,-1,8,129,0.996892,0,-1,85.0909,-1,9,9,-1,0,-1,82.9091,-1,1,157,-1,0,-1,96.6364,-1,4,49,-1,0,-1,87.5455,-1,
9,39,-1,0,-1,82.3636,-1,8,129,-1,0,-1,85.0909,-1,9,9,-1,0,-1,82.9091,-1,1,157,-1,0,-1,96.6364,-1,4,49,-1,0,-1,87.5455,-1,
9,39,-1,0,-1,82.3636,-1,9,102,0.998056,1,-1,85.0909,-1,9,9,0.307458,0,-1,82.9091,-1,1,157,-1,0,-1,96.6364,-1,4,49,-1,0,-1,87.5455,-1,
10,38.5,0.992611,1,-1,82.2727,-1,9,102,-1,0,-1,85.0909,-1,9,9,-1,0,-1,82.9091,-1,1,157,-1,0,-1,96.6364,-1,5,42.5,-1,1,-1,86.7273,-1,
10,38.5,0.909382,0,0.9,82.2727,0.9,10,114.8,-1,1,1,81.9091,1,9,9,0.415682,0,0.871111,82.9091,0.95,1,157,-1,0,0.998889,96.6364,1,6,29.5,0.786417,1,0.956667,85.3636,1,
10,38.5,0.986119,0,-1,82.2727,-1,10,114.8,-1,0,-1,81.9091,-1,9,9,0.0696037,0,-1,82.9091,-1,1,157,-1,0,-1,96.6364,-1,6,29.5,-1,0,-1,85.3636,-1,
10,38.5,-1,0,-1,82.2727,-1,10,114.8,-1,0,-1,81.9091,-1,9,9,0.118626,0,-1,82.9091,-1,1,157,-1,0,-1,96.6364,-1,6,29.5,-1,0,-1,85.3636,-1,
10,38.5,-1,0,-1,82.2727,-1,10,114.8,0.839087,0,-1,81.9091,-1,9,9,0.699907,0,-1,82.9091,-1,1,157,-1,0,-1,96.6364,-1,6,29.5,-1,0,-1,85.3636,-1,
10,38.5,-1,0,-1,82.2727,-1,11,93.8,0.749587,1,-1,79.3636,-1,9,9,-1,0,-1,82.9091,-1,1,157,-1,0,-1,96.6364,-1,6,29.5,-1,0,-1,85.3636,-1,
10,38.5,0.491896,0,-1,82.2727,-1,11,93.8,-1,0,-1,79.3636,-1,9,9,0.11609,0,-1,82.9091,-1,1,157,-1,0,-1,96.6364,-1,7,29,0.835631,1,-1,85.2727,-1,
10,38.5,0.981871,0,-1,82.2727,-1,12,82.2,0.601979,1,-1,76.1818,-1,9,9,0.243564,0,-1,82.9091,-1,2,6,-1,1,-1,91.3636,-1,7,29,-1,0,-1,85.2727,-1,
10,38.5,-1,0,-1,82.2727,-1,12,82.2,-1,0,-1,76.1818,-1,9,9,0.325123,0,-1,82.9091,-1,2,6,-1,0,-1,91.3636,-1,7,29,-1,0,-1,85.2727,-1,
10,38.5,-1,0,-1,82.2727,-1,12,82.2,-1,0,-1,76.1818,-1,9,9,0.319466,0,-1,82.9091,-1,2,6,-1,0,-1,91.3636,-1,8,28,0.904477,1,-1,85.0909,-1,
10,38.5,-1,0,-1,82.2727,-1,12,82.2,-1,0,-1,76.1818,-1,9,9,-1,0,-1,82.9091,-1,2,6,-1,0,-1,91.3636,-1,8,28,0.233376,0,-1,85.0909,-1,
10,38.5,0.450908,0,-1,82.2727,-1,13,96.1667,0.757695,1,-1,76.1818,-1,9,9,-1,0,-1,82.9091,-1,2,6,-1,0,-1,91.3636,-1,8,28,0.928365,0,-1,85.0909,-1,
10,38.5,0.985772,0,-1,82.2727,-1,13,96.1667,0.279403,0,-1,76.1818,-1,9,9,0.0875983,0,-1,82.9091,-1,2,6,0.482679,0,-1,91.3636,-1,8,28,1,0,-1,85.0909,-1,
10,38.5,0.991976,0,-1,82.2727,-1,14,76.1667,0.99898,1,-1,76.1818,-1,9,9,0.287212,0,-1,82.9091,-1,3,81.5,-1,1,-1,87.6364,-1,8,28,-1,0,-1,85.0909,-1,
10,38.5,0.423715,0,-1,82.2727,-1,14,76.1667,-1,0,-1,76.1818,-1,9,9,-1,0,-1,82.9091,-1,3,81.5,-1,0,-1,87.6364,-1,8,28,-1,0,-1,85.0909,-1,
10,38.5,0.993032,0,-1,82.2727,-1,14,76.1667,-1,0,-1,76.1818,-1,9,9,-1,0,-1,82.9091,-1,3,81.5,-1,0,-1,87.6364,-1,8,28,0.946266,0,-1,85.0909,-1,
11,8,-1,1,-1,82.2727,-1,14,76.1667,-1,0,-1,76.1818,-1,9,9,-1,0,-1,82.9091,-1,3,81.5,-1,0,-1,87.6364,-1,8,28,0.958563,0,-1,85.0909,-1,
11,8,0.996211,0,-1,82.2727,-1,14,76.1667,-1,0,-1,76.1818,-1,9,9,-1,0,-1,82.9091,-1,3,81.5,0.268637,0,-1,87.6364,-1,8,28,0.2058,0,-1,85.0909,-1,
11,8,-1,0,-1,82.2727,-1,14,76.1667,0.193279,0,-1,76.1818,-1,10,62.3333,-1,1,-1,79.3636,-1,4,30,0.915886,1,-1,85.6364,-1,8,28,0.994714,0,-1,85.0909,-1,
11,8,-1,0,-1,82.2727,-1,14,76.1667,0.606205,0,-1,76.1818,-1,11,87.5,-1,1,-1,75.5455,-1,4,30,-1,0,-1,85.6364,-1,8,28,-1,0,-1,85.0909,-1,
12,6,-1,1,-1,82.1818,-1,14,76.1667,0.654791,0,-1,76.1818,-1,11,87.5,-1,0,-1,75.5455,-1,4,30,-1,0,-1,85.6364,-1,8,28,-1,0,-1,85.0909,-1,
12,6,-1,0,-1,82.1818,-1,14,76.1667,-1,0,-1,76.1818,-1,11,87.5,-1,0,-1,75.5455,-1,4,30,-1,0,-1,85.6364,-1,8,28,-1,0,-1,85.0909,-1,
12,6,0.582113,0,-1,82.1818,-1,14,76.1667,-1,0,-1,76.1818,-1,11,87.5,-1,0,-1,75.5455,-1,4,30,-1,0,-1,85.6364,-1,8,28,0.998552,0,-1,85.0909,-1,
12,6,1,0,-1,82.1818,-1,14,76.1667,-1,0,-1,76.1818,-1,12,87.25,0.959464,1,-1,75.4545,-1,4,30,-1,0,-1,85.6364,-1,8,28,-1,0,-1,85.0909,-1,
13,32.2,-1,1,-1,77.8182,-1,14,76.1667,-1,0,-1,76.1818,-1,12,87.25,-1,0,-1,75.4545,-1,4,30,0.26685,0,-1,85.6364,-1,8,28,-1,0,-1,85.0909,-1,
14,32,-1,1,-1,77.8182,-1,14,76.1667,-1,0,-1,76.1818,-1,12,87.25,-1,0,-1,75.4545,-1,5,26.5,-1,1,-1,85,-1,8,28,-1,0,-1,85.0909,-1,
15,31.8,0.974659,1,-1,77.7273,-1,14,76.1667,-1,0,-1,76.1818,-1,12,87.25,0.116141,0,-1,75.4545,-1,5,26.5,-1,0,-1,85,-1,8,28,0.991478,0,-1,85.0909,-1,
15,31.8,-1,0,-1,77.7273,-1,14,76.1667,0.118568,0,-1,76.1818,-1,12,87.25,0.549839,0,-1,75.4545,-1,6,15.5,0.582084,1,-1,84,-1,8,28,-1,0,-1,85.0909,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,0.990981,1,-1,76.1818,-1,12,87.25,0.270875,0,-1,75.4545,-1,6,15.5,-1,0,-1,84,-1,8,28,-1,0,-1,85.0909,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,-1,0,-1,76.1818,-1,12,87.25,0.267395,0,-1,75.4545,-1,6,15.5,0.80344,0,-1,84,-1,8,28,0.116166,0,-1,85.0909,-1,
15,31.8,-1,0,-1,77.7273,-1,15,69.6667,0.330694,0,-1,76.1818,-1,12,87.25,-1,0,-1,75.4545,-1,6,15.5,-1,0,-1,84,-1,8,28,1,0,-1,85.0909,-1,
15,31.8,-1,0,0.871111,77.7273,0.8,15,69.6667,0.51009,0,0.938889,76.1818,1,12,87.25,-1,0,0.838889,75.4545,0.95,7,61.3333,-1,1,0.941111,80,1,8,28,0.999869,0,0.916667,85.0909,1,
15,31.8,-1,0,-1,77.7273,-1,15,69.6667,0.999612,0,-1,76.1818,-1,12,87.25,-1,0,-1,75.4545,-1,8,61,-1,1,-1,79.9091,-1,8,28,-1,0,-1,85.0909,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,0.499379,0,-1,76.1818,-1,12,87.25,0.267395,0,-1,75.4545,-1,8,61,0.916319,0,-1,79.9091,-1,8,28,1,0,-1,85.0909,-1,
15,31.8,-1,0,-1,77.7273,-1,15,69.6667,0.998212,0,-1,76.1818,-1,12,87.25,-1,0,-1,75.4545,-1,8,61,0.205091,0,-1,79.9091,-1,8,28,-1,0,-1,85.0909,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,-1,0,-1,76.1818,-1,12,87.25,0.267395,0,-1,75.4545,-1,9,57.3333,0.382944,1,-1,79,-1,8,28,-1,0,-1,85.0909,-1,
15,31.8,-1,0,-1,77.7273,-1,15,69.6667,-1,0,-1,76.1818,-1,12,87.25,0.267395,0,-1,75.4545,-1,9,57.3333,0.156273,0,-1,79,-1,8,28,-1,0,-1,85.0909,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,-1,0,-1,76.1818,-1,12,87.25,-1,0,-1,75.4545,-1,9,57.3333,0.156355,0,-1,79,-1,8,28,-1,0,-1,85.0909,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,0.506634,0,-1,76.1818,-1,12,87.25,0.267395,0,-1,75.4545,-1,9,57.3333,0.600794,0,-1,79,-1,8,28,-1,0,-1,85.0909,-1,
15,31.8,-1,0,-1,77.7273,-1,15,69.6667,0.999917,0,-1,76.1818,-1,12,87.25,0.267395,0,-1,75.4545,-1,9,57.3333,0.626519,0,-1,79,-1,8,28,-1,0,-1,85.0909,-1,
15,31.8,-1,0,-1,77.7273,-1,15,69.6667,-1,0,-1,76.1818,-1,13,102.4,-1,1,-1,71.6364,-1,9,57.3333,-1,0,-1,79,-1,8,28,0.0689777,0,-1,85.0909,-1,
15,31.8,-1,0,-1,77.7273,-1,15,69.6667,-1,0,-1,76.1818,-1,13,102.4,-1,0,-1,71.6364,-1,9,57.3333,-1,0,-1,79,-1,8,28,1,0,-1,85.0909,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,-1,0,-1,76.1818,-1,13,102.4,-1,0,-1,71.6364,-1,10,80.75,-1,1,-1,75.1818,-1,8,28,-1,0,-1,85.0909,-1,
15,31.8,-1,0,-1,77.7273,-1,15,69.6667,-1,0,-1,76.1818,-1,13,102.4,-1,0,-1,71.6364,-1,10,80.75,0.991033,0,-1,75.1818,-1,8,28,1,0,-1,85.0909,-1,
15,31.8,0.615024,0,-1,77.7273,-1,15,69.6667,0.493784,0,-1,76.1818,-1,13,102.4,0.267941,0,-1,71.6364,-1,10,80.75,-1,0,-1,75.1818,-1,8,28,0.115174,0,-1,85.0909,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,0.502194,0,-1,76.1818,-1,13,102.4,-1,0,-1,71.6364,-1,11,54.75,-1,1,-1,72.9091,-1,8,28,1,0,-1,85.0909,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,0.684132,0,-1,76.1818,-1,13,102.4,0.267941,0,-1,71.6364,-1,11,54.75,-1,0,-1,72.9091,-1,8,28,0.115302,0,-1,85.0909,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,0.999166,0,-1,76.1818,-1,13,102.4,0.267941,0,-1,71.6364,-1,11,54.75,-1,0,-1,72.9091,-1,8,28,1,0,-1,85.0909,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,0.48919,0,-1,76.1818,-1,13,102.4,-1,0,-1,71.6364,-1,11,54.75,-1,0,-1,72.9091,-1,8,28,0.0690174,0,-1,85.0909,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,0.999625,0,-1,76.1818,-1,13,102.4,-1,0,-1,71.6364,-1,11,54.75,-1,0,-1,72.9091,-1,8,28,1,0,-1,85.0909,-1,
15,31.8,0.124325,0,-1,77.7273,-1,15,69.6667,0.487158,0,-1,76.1818,-1,13,102.4,0.0972221,0,-1,71.6364,-1,11,54.75,-1,0,-1,72.9091,-1,8,28,-1,0,-1,85.0909,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,0.999983,0,-1,76.1818,-1,13,102.4,0.0916926,0,-1,71.6364,-1,11,54.75,0.129386,0,-1,72.9091,-1,9,26.5,-1,1,-1,84.8182,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,-1,0,-1,76.1818,-1,14,88.6,0.824239,1,-1,69.8182,-1,11,54.75,0.0653794,0,-1,72.9091,-1,9,26.5,-1,0,-1,84.8182,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,0.48235,0,-1,76.1818,-1,14,88.6,-1,0,-1,69.8182,-1,11,54.75,0.996297,0,-1,72.9091,-1,10,5.5,-1,1,-1,82.2727,-1,
15,31.8,-1,0,-1,77.7273,-1,15,69.6667,0.489385,0,-1,76.1818,-1,14,88.6,0.411212,0,-1,69.8182,-1,11,54.75,-1,0,-1,72.9091,-1,10,5.5,-1,0,-1,82.2727,-1,
15,31.8,-1,0,-1,77.7273,-1,15,69.6667,0.853631,0,-1,76.1818,-1,14,88.6,-1,0,-1,69.8182,-1,11,54.75,-1,0,-1,72.9091,-1,10,5.5,1,0,-1,82.2727,-1,
15,31.8,0.0876483,0,-1,77.7273,-1,15,69.6667,0.878494,0,-1,76.1818,-1,14,88.6,-1,0,-1,69.8182,-1,11,54.75,-1,0,-1,72.9091,-1,10,5.5,0.995994,0,-1,82.2727,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,0.954986,0,-1,76.1818,-1,14,88.6,-1,0,-1,69.8182,-1,11,54.75,-1,0,-1,72.9091,-1,10,5.5,0.303923,0,-1,82.2727,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,0.989132,0,-1,76.1818,-1,14,88.6,-1,0,-1,69.8182,-1,11,54.75,-1,0,-1,72.9091,-1,11,5,1,1,-1,82.1818,-1,
15,31.8,-1,0,-1,77.7273,-1,15,69.6667,0.999997,0,-1,76.1818,-1,14,88.6,-1,0,-1,69.8182,-1,11,54.75,0.999676,0,-1,72.9091,-1,11,5,-1,0,-1,82.1818,-1,
15,31.8,1,0,-1,77.7273,-1,15,69.6667,0.477348,0,-1,76.1818,-1,14,88.6,-1,0,-1,69.8182,-1,11,54.75,-1,0,-1,72.9091,-1,11,5,-1,0,-1,82.1818,-1,
15,31.8,-1,0,0.871111,77.7273,0.8,15,69.6667,0.999832,0,0.938889,76.1818,1,14,88.6,-1,0,0.838889,69.8182,0.95,11,54.75,-1,0,0.878889,72.9091,1,11,5,-1,0,0.783333,82.1818,0.85,
15,31.8,-1,0,-1,77.7273,-1,15,69.6667,0.478689,0,-1,76.1818,-1,14,88.6,0.267123,0,-1,69.8182,-1,11,54.75,-1,0,-1,72.9091,-1,11,5,-1,0,-1,82.1818,-1,
15,31.8,-1,0,-1,77.7273,-1,15,69.6667,0.999999,0,-1,76.1818,-1,14,88.6,0.267123,0,-1,69.8182,-1,11,54.75,0.999802,0,-1,72.9091,-1,11,5,-1,0,-1,82.1818,-1,
15,31.8,-1,0,-1,77.7273,-1,15,69.6667,0.473702,0,-1,76.1818,-1,14,88.6,0.0885289,0,-1,69.8182,-1,11,54.75,-1,0,-1,72.9091,-1,11,5,-1,0,-1,82.1818,-1,
15,31.8,-1,0,-1,77.7273,-1,15,69.6667,0.497522,0,-1,76.1818,-1,14,88.6,0.267123,0,-1,69.8182,-1,11,54.75,0.999819,0,-1,72.9091,-1,11,5,-1,0,-1,82.1818,-1,
