CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,PlanDist_0,CounterExamples_1,Specificity_1,PRev_1,Pos_1,VarDist_1,RuleDist_1,PlanDist_1,CounterExamples_2,Specificity_2,PRev_2,Pos_2,VarDist_2,RuleDist_2,PlanDist_2,CounterExamples_3,Specificity_3,PRev_3,Pos_3,VarDist_3,RuleDist_3,PlanDist_3,CounterExamples_4,Specificity_4,PRev_4,Pos_4,VarDist_4,RuleDist_4,PlanDist_4,CounterExamples_5,Specificity_5,PRev_5,Pos_5,VarDist_5,RuleDist_5,PlanDist_5,CounterExamples_6,Specificity_6,PRev_6,Pos_6,VarDist_6,RuleDist_6,PlanDist_6,CounterExamples_7,Specificity_7,PRev_7,Pos_7,VarDist_7,RuleDist_7,PlanDist_7,CounterExamples_8,Specificity_8,PRev_8,Pos_8,VarDist_8,RuleDist_8,PlanDist_8,CounterExamples_9,Specificity_9,PRev_9,Pos_9,VarDist_9,RuleDist_9,PlanDist_9,
12,17.4,0.701227,0,-1,32.8571,-1,10,13.6,-1,0,-1,5.85714,-1,10,21.8,-1,1,-1,8.57143,-1,8,20.8,-1,0,-1,20.4286,-1,16,9,0.285966,0,-1,32.2857,-1,12,16.6,0.975742,0,-1,7.57143,-1,6,32.8,-1,0,-1,23.4286,-1,7,22.5,-1,0,-1,59.8571,-1,7,29.25,-1,0,-1,22.8571,-1,15,10.5,0.168597,1,-1,3.57143,-1,
12,17.4,-1,0,-1,32.8571,-1,10,13.6,0.839883,0,-1,5.85714,-1,10,21.8,-1,0,-1,8.57143,-1,8,20.8,-1,0,-1,20.4286,-1,17,9,0.722399,1,-1,32.2857,-1,12,16.6,-1,0,-1,7.57143,-1,6,32.8,-1,0,-1,23.4286,-1,8,26.5,0.724108,1,-1,61,-1,7,29.25,0.130439,0,-1,22.8571,-1,15,10.5,-1,0,-1,3.57143,-1,
12,17.4,-1,0,0.96,32.8571,1,11,13.2,-1,1,0.78,5.85714,0.947368,10,21.8,-1,0,0.815,8.57143,1,8,20.8,-1,0,0.5375,20.4286,0.894737,17,9,0.354455,0,0.6875,32.2857,0.947368,12,16.6,0.921911,0,0.875,7.57143,1,6,32.8,-1,0,0.9625,23.4286,1,9,10,0.300836,1,0.975,59.4286,1,7,29.25,-1,0,1,22.8571,1,15,10.5,-1,0,0.76,3.57143,0.842105,
12,17.4,0.53546,0,-1,32.8571,-1,11,13.2,0.874686,0,-1,5.85714,-1,10,21.8,-1,0,-1,8.57143,-1,8,20.8,0.988315,0,-1,20.4286,-1,17,9,0.736117,0,-1,32.2857,-1,12,16.6,-1,0,-1,7.57143,-1,6,32.8,-1,0,-1,23.4286,-1,9,10,-1,0,-1,59.4286,-1,7,29.25,-1,0,-1,22.8571,-1,15,10.5,-1,0,-1,3.57143,-1,
13,16,0.393874,1,-1,32.4286,-1,11,13.2,0.946159,0,-1,5.85714,-1,10,21.8,0.825203,0,-1,8.57143,-1,8,20.8,-1,0,-1,20.4286,-1,17,9,-1,0,-1,32.2857,-1,12,16.6,0.855877,0,-1,7.57143,-1,6,32.8,-1,0,-1,23.4286,-1,9,10,-1,0,-1,59.4286,-1,7,29.25,-1,0,-1,22.8571,-1,15,10.5,-1,0,-1,3.57143,-1,
13,16,0.477225,0,-1,32.4286,-1,11,13.2,0.751675,0,-1,5.85714,-1,10,21.8,-1,0,-1,8.57143,-1,8,20.8,0.947746,0,-1,20.4286,-1,17,9,-1,0,-1,32.2857,-1,12,16.6,0.882403,0,-1,7.57143,-1,6,32.8,-1,0,-1,23.4286,-1,9,10,-1,0,-1,59.4286,-1,7,29.25,0.119411,0,-1,22.8571,-1,15,10.5,0.302841,0,-1,3.57143,-1,
13,16,0.30799,0,-1,32.4286,-1,12,18.1667,0.825927,1,-1,5.85714,-1,11,21.4,-1,1,-1,8.57143,-1,8,20.8,-1,0,-1,20.4286,-1,18,8,0.820023,1,-1,31.7143,-1,12,16.6,0.798049,0,-1,7.57143,-1,6,32.8,0.995731,0,-1,23.4286,-1,9,10,0.848315,0,-1,59.4286,-1,7,29.25,-1,0,-1,22.8571,-1,15,10.5,-1,0,-1,3.57143,-1,
13,16,-1,0,0.8925,32.4286,1,12,18.1667,0.143748,0,0.78,5.85714,0.947368,11,21.4,-1,0,0.815,8.57143,0.947368,8,20.8,0.979572,0,0.5375,20.4286,0.894737,19,8,0.820382,1,0.6,31.7143,0.842105,12,16.6,0.346226,0,0.875,7.57143,1,6,32.8,0.319564,0,0.9625,23.4286,1,9,10,-1,0,0.975,59.4286,1,7,29.25,-1,0,1,22.8571,1,15,10.5,0.911924,0,0.76,3.57143,0.842105,
13,16,-1,0,-1,32.4286,-1,12,18.1667,0.907507,0,-1,5.85714,-1,11,21.4,0.305469,0,-1,8.57143,-1,8,20.8,0.991147,0,-1,20.4286,-1,20,15.75,-1,1,-1,19.4286,-1,12,16.6,0.945508,0,-1,7.57143,-1,6,32.8,0.977033,0,-1,23.4286,-1,9,10,-1,0,-1,59.4286,-1,8,21.75,0.0861477,1,-1,21.2857,-1,15,10.5,0.63747,0,-1,3.57143,-1,
14,15.8,0.465438,1,-1,32.2857,-1,12,18.1667,-1,0,-1,5.85714,-1,11,21.4,0.835575,0,-1,8.57143,-1,8,20.8,-1,0,-1,20.4286,-1,20,15.75,0.917112,0,-1,19.4286,-1,12,16.6,0.894713,0,-1,7.57143,-1,6,32.8,-1,0,-1,23.4286,-1,9,10,-1,0,-1,59.4286,-1,8,21.75,-1,0,-1,21.2857,-1,15,10.5,0.186698,0,-1,3.57143,-1,
14,15.8,0.942261,0,-1,32.2857,-1,12,18.1667,-1,0,-1,5.85714,-1,12,14.6,0.358545,1,-1,5.14286,-1,8,20.8,0.973913,0,-1,20.4286,-1,20,15.75,0.0185809,0,-1,19.4286,-1,12,16.6,-1,0,-1,7.57143,-1,6,32.8,-1,0,-1,23.4286,-1,9,10,-1,0,-1,59.4286,-1,8,21.75,-1,0,-1,21.2857,-1,15,10.5,0.752161,0,-1,3.57143,-1,
14,15.8,-1,0,-1,32.2857,-1,12,18.1667,-1,0,-1,5.85714,-1,12,14.6,-1,0,-1,5.14286,-1,8,20.8,0.973913,0,-1,20.4286,-1,20,15.75,0.797704,0,-1,19.4286,-1,12,16.6,0.884056,0,-1,7.57143,-1,6,32.8,-1,0,-1,23.4286,-1,9,10,-1,0,-1,59.4286,-1,9,21,0.342662,1,-1,21.2857,-1,15,10.5,-1,0,-1,3.57143,-1,
14,15.8,0.790425,0,0.89,32.2857,1,12,18.1667,-1,0,0.78,5.85714,0.947368,13,19.6667,-1,1,0.8075,5.14286,0.947368,9,14.8,-1,1,0.485,18.4286,0.842105,20,15.75,-1,0,0.6,19.4286,0.842105,12,16.6,-1,0,0.875,7.57143,1,6,32.8,-1,0,0.9625,23.4286,1,9,10,-1,0,0.975,59.4286,1,9,21,0.42582,0,0.9825,21.2857,1,16,14.5714,0.38476,1,0.76,3.57143,0.842105,
14,15.8,-1,0,-1,32.2857,-1,12,18.1667,-1,0,-1,5.85714,-1,13,19.6667,0.375446,0,-1,5.14286,-1,9,14.8,0.701354,0,-1,18.4286,-1,21,8.75,-1,1,-1,18,-1,12,16.6,0.879012,0,-1,7.57143,-1,7,26.6,0.91903,1,-1,20.8571,-1,10,9.5,0.506332,1,-1,59.2857,-1,9,21,0.690394,0,-1,21.2857,-1,16,14.5714,0.978486,0,-1,3.57143,-1,
14,15.8,-1,0,-1,32.2857,-1,12,18.1667,-1,0,-1,5.85714,-1,14,19.1667,0.298133,1,-1,5.14286,-1,9,14.8,0.983021,0,-1,18.4286,-1,22,8.75,0.957693,1,-1,18,-1,12,16.6,-1,0,-1,7.57143,-1,7,26.6,-1,0,-1,20.8571,-1,10,9.5,-1,0,-1,59.2857,-1,9,21,0.94198,0,-1,21.2857,-1,16,14.5714,-1,0,-1,3.57143,-1,
14,15.8,0.311724,0,-1,32.2857,-1,12,18.1667,0.960089,0,-1,5.85714,-1,14,19.1667,0.874845,0,-1,5.14286,-1,9,14.8,0.541643,0,-1,18.4286,-1,22,8.75,0.925617,0,-1,18,-1,12,16.6,-1,0,-1,7.57143,-1,7,26.6,0.864445,0,-1,20.8571,-1,10,9.5,0.326321,0,-1,59.2857,-1,10,20.5,0.758898,1,-1,20.7143,-1,16,14.5714,0.267423,0,-1,3.57143,-1,
14,15.8,0.262456,0,-1,32.2857,-1,12,18.1667,-1,0,-1,5.85714,-1,15,17.3333,0.95702,1,-1,5.14286,-1,9,14.8,0.993067,0,-1,18.4286,-1,22,8.75,-1,0,-1,18,-1,12,16.6,-1,0,-1,7.57143,-1,7,26.6,-1,0,-1,20.8571,-1,10,9.5,0.319951,0,-1,59.2857,-1,10,20.5,-1,0,-1,20.7143,-1,17,10.5714,0.4406,1,-1,3.42857,-1,
14,15.8,0.249617,0,0.89,32.2857,1,12,18.1667,-1,0,0.78,5.85714,0.947368,15,17.3333,-1,0,0.805,5.14286,0.947368,10,7.8,-1,1,0.4475,16.8571,0.789474,22,8.75,0.641089,0,0.5875,18,0.789474,12,16.6,0.899442,0,0.875,7.57143,1,7,26.6,-1,0,0.6175,20.8571,0.894737,10,9.5,0.163108,0,0.95,59.2857,1,10,20.5,0.706293,0,0.975,20.7143,1,17,10.5714,-1,0,0.725,3.42857,0.842105,
14,15.8,0.189553,0,-1,32.2857,-1,12,18.1667,-1,0,-1,5.85714,-1,15,17.3333,-1,0,-1,5.14286,-1,10,7.8,-1,0,-1,16.8571,-1,22,8.75,0.893906,0,-1,18,-1,12,16.6,0.923588,0,-1,7.57143,-1,7,26.6,-1,0,-1,20.8571,-1,11,7,0.229864,1,-1,58.4286,-1,11,14.75,0.859108,1,-1,18.1429,-1,18,9.71429,0.517467,1,-1,3,-1,
14,15.8,0.156084,0,-1,32.2857,-1,13,14.5,-1,1,-1,4.71429,-1,15,17.3333,0.645821,0,-1,5.14286,-1,11,7.2,-1,1,-1,16.8571,-1,23,8.75,0.669461,1,-1,18,-1,12,16.6,-1,0,-1,7.57143,-1,7,26.6,-1,0,-1,20.8571,-1,11,7,0.735981,0,-1,58.4286,-1,11,14.75,0.872057,0,-1,18.1429,-1,18,9.71429,0.905482,0,-1,3,-1,
14,15.8,0.142861,0,-1,32.2857,-1,13,14.5,0.754868,0,-1,4.71429,-1,15,17.3333,0.623829,0,-1,5.14286,-1,11,7.2,-1,0,-1,16.8571,-1,24,8.75,0.746508,1,-1,18,-1,12,16.6,-1,0,-1,7.57143,-1,8,26,0.20202,1,-1,20.8571,-1,11,7,0.565161,0,-1,58.4286,-1,11,14.75,-1,0,-1,18.1429,-1,18,9.71429,0.9472,0,-1,3,-1,
15,15.4,0.106681,1,-1,32.1429,-1,13,14.5,-1,0,-1,4.71429,-1,15,17.3333,0.852086,0,-1,5.14286,-1,11,7.2,0.936942,0,-1,16.8571,-1,24,8.75,0.564928,0,-1,18,-1,12,16.6,-1,0,-1,7.57143,-1,8,26,-1,0,-1,20.8571,-1,11,7,-1,0,-1,58.4286,-1,11,14.75,0.548543,0,-1,18.1429,-1,18,9.71429,0.933172,0,-1,3,-1,
15,15.4,0.325262,0,0.8775,32.1429,1,14,14.3333,-1,1,0.59,4.57143,0.894737,15,17.3333,-1,0,0.805,5.14286,0.947368,11,7.2,0.987652,0,0.4475,16.8571,0.631579,25,8.75,0.513234,1,0.5875,18,0.842105,13,11.2,0.794488,1,0.8675,5.85714,1,8,26,0.805748,0,0.6175,20.8571,0.736842,11,7,-1,0,0.95,58.4286,1,11,14.75,0.699459,0,0.955,18.1429,1,18,9.71429,0.973651,0,0.4425,3,0.473684,
16,19.6667,0.52356,1,-1,7.57143,-1,14,14.3333,0.944035,0,-1,4.57143,-1,15,17.3333,-1,0,-1,5.14286,-1,11,7.2,0.555196,0,-1,16.8571,-1,25,8.75,0.373838,0,-1,18,-1,14,9.6,-1,1,-1,5.14286,-1,8,26,0.820825,0,-1,20.8571,-1,11,7,-1,0,-1,58.4286,-1,11,14.75,-1,0,-1,18.1429,-1,18,9.71429,0.975774,0,-1,3,-1,
16,19.6667,0.823449,0,-1,7.57143,-1,14,14.3333,-1,0,-1,4.57143,-1,15,17.3333,0.634991,0,-1,5.14286,-1,11,7.2,0.977997,0,-1,16.8571,-1,26,7.5,0.549931,1,-1,16.8571,-1,14,9.6,-1,0,-1,5.14286,-1,8,26,-1,0,-1,20.8571,-1,11,7,-1,0,-1,58.4286,-1,11,14.75,0.640533,0,-1,18.1429,-1,18,9.71429,0.942462,0,-1,3,-1,
16,19.6667,0.317897,0,-1,7.57143,-1,14,14.3333,-1,0,-1,4.57143,-1,15,17.3333,0.863482,0,-1,5.14286,-1,11,7.2,-1,0,-1,16.8571,-1,26,7.5,-1,0,-1,16.8571,-1,15,15.8333,0.407767,1,-1,5.14286,-1,8,26,0.875907,0,-1,20.8571,-1,12,7,0.407013,1,-1,58.4286,-1,11,14.75,-1,0,-1,18.1429,-1,18,9.71429,0.990179,0,-1,3,-1,
16,19.6667,0.891491,0,-1,7.57143,-1,14,14.3333,-1,0,-1,4.57143,-1,15,17.3333,0.128282,0,-1,5.14286,-1,11,7.2,0.964264,0,-1,16.8571,-1,26,7.5,0.396138,0,-1,16.8571,-1,15,15.8333,0.790518,0,-1,5.14286,-1,8,26,0.58271,0,-1,20.8571,-1,12,7,-1,0,-1,58.4286,-1,11,14.75,-1,0,-1,18.1429,-1,19,9.14286,-1,1,-1,2.71429,-1,
16,19.6667,0.220876,0,0.8775,7.57143,1,14,14.3333,-1,0,0.59,4.57143,0.894737,15,17.3333,0.403794,0,0.805,5.14286,0.947368,11,7.2,0.994091,0,0.4475,16.8571,0.631579,26,7.5,0.249482,0,0.525,16.8571,0.631579,15,15.8333,0.833728,0,0.79,5.14286,1,8,26,-1,0,0.6175,20.8571,0.736842,12,7,-1,0,0.95,58.4286,1,11,14.75,0.674923,0,0.955,18.1429,1,19,9.14286,0.995806,0,0.275,2.71429,0.368421,
16,19.6667,0.810209,0,-1,7.57143,-1,14,14.3333,-1,0,-1,4.57143,-1,16,17.1667,0.76226,1,-1,5,-1,11,7.2,0.999166,0,-1,16.8571,-1,26,7.5,0.15411,0,-1,16.8571,-1,15,15.8333,0.739301,0,-1,5.14286,-1,8,26,-1,0,-1,20.8571,-1,12,7,-1,0,-1,58.4286,-1,11,14.75,-1,0,-1,18.1429,-1,19,9.14286,-1,0,-1,2.71429,-1,
16,19.6667,0.613487,0,-1,7.57143,-1,14,14.3333,0.177903,0,-1,4.57143,-1,16,17.1667,-1,0,-1,5,-1,11,7.2,0.999854,0,-1,16.8571,-1,26,7.5,0.124498,0,-1,16.8571,-1,15,15.8333,0.255912,0,-1,5.14286,-1,8,26,0.844807,0,-1,20.8571,-1,12,7,0.730478,0,-1,58.4286,-1,11,14.75,0.621222,0,-1,18.1429,-1,19,9.14286,-1,0,-1,2.71429,-1,
16,19.6667,0.0324354,0,-1,7.57143,-1,14,14.3333,0.921806,0,-1,4.57143,-1,16,17.1667,0.169229,0,-1,5,-1,11,7.2,0.999951,0,-1,16.8571,-1,26,7.5,0.126035,0,-1,16.8571,-1,15,15.8333,0.0447881,0,-1,5.14286,-1,8,26,0.654928,0,-1,20.8571,-1,12,7,-1,0,-1,58.4286,-1,11,14.75,-1,0,-1,18.1429,-1,19,9.14286,0.991527,0,-1,2.71429,-1,
16,19.6667,0.221998,0,-1,7.57143,-1,14,14.3333,0.139988,0,-1,4.57143,-1,16,17.1667,0.145027,0,-1,5,-1,12,7,-1,1,-1,16.7143,-1,27,13.4,0.0940698,1,-1,16.8571,-1,15,15.8333,0.973635,0,-1,5.14286,-1,8,26,-1,0,-1,20.8571,-1,13,18.3333,-1,1,-1,33.8571,-1,11,14.75,-1,0,-1,18.1429,-1,19,9.14286,0.996714,0,-1,2.71429,-1,
16,19.6667,0.666147,0,0.8775,7.57143,1,14,14.3333,0.908225,0,0.59,4.57143,0.894737,16,17.1667,0.891416,0,0.71,5,1,12,7,0.743069,0,0.4375,16.7143,0.631579,27,13.4,-1,0,0.525,16.8571,0.631579,15,15.8333,0.837375,0,0.79,5.14286,1,8,26,-1,0,0.6175,20.8571,0.736842,13,18.3333,-1,0,0.95,33.8571,1,11,14.75,-1,0,0.955,18.1429,1,19,9.14286,0.993904,0,0.275,2.71429,0.368421,
16,19.6667,0.0206742,0,-1,7.57143,-1,14,14.3333,-1,0,-1,4.57143,-1,16,17.1667,-1,0,-1,5,-1,12,7,0.98483,0,-1,16.7143,-1,27,13.4,0.762012,0,-1,16.8571,-1,16,10.8333,0.350545,1,-1,4.57143,-1,8,26,-1,0,-1,20.8571,-1,13,18.3333,0.37848,0,-1,33.8571,-1,11,14.75,0.487692,0,-1,18.1429,-1,19,9.14286,0.998485,0,-1,2.71429,-1,
16,19.6667,0.0256655,0,-1,7.57143,-1,14,14.3333,-1,0,-1,4.57143,-1,16,17.1667,-1,0,-1,5,-1,12,7,0.919153,0,-1,16.7143,-1,27,13.4,0.338145,0,-1,16.8571,-1,16,10.8333,0.616341,0,-1,4.57143,-1,8,26,-1,0,-1,20.8571,-1,14,18.3333,0.589099,1,-1,33.8571,-1,11,14.75,-1,0,-1,18.1429,-1,19,9.14286,-1,0,-1,2.71429,-1,
16,19.6667,0.700465,0,-1,7.57143,-1,14,14.3333,-1,0,-1,4.57143,-1,16,17.1667,-1,0,-1,5,-1,12,7,0.88943,0,-1,16.7143,-1,28,9.2,0.622258,1,-1,16.8571,-1,16,10.8333,0.875727,0,-1,4.57143,-1,8,26,-1,0,-1,20.8571,-1,15,18.3333,0.761933,1,-1,33.8571,-1,11,14.75,0.545106,0,-1,18.1429,-1,19,9.14286,-1,0,-1,2.71429,-1,
16,19.6667,0.0228559,0,-1,7.57143,-1,14,14.3333,0.243932,0,-1,4.57143,-1,16,17.1667,0.778018,0,-1,5,-1,12,7,0.120077,0,-1,16.7143,-1,28,9.2,0.775434,0,-1,16.8571,-1,16,10.8333,0.454643,0,-1,4.57143,-1,8,26,-1,0,-1,20.8571,-1,16,18.3333,0.511281,1,-1,33.8571,-1,11,14.75,-1,0,-1,18.1429,-1,19,9.14286,0.827735,0,-1,2.71429,-1,
16,19.6667,0.35718,0,0.8775,7.57143,1,14,14.3333,0.89402,0,0.59,4.57143,0.894737,16,17.1667,0.109125,0,0.71,5,1,12,7,0.577379,0,0.4375,16.7143,0.631579,28,9.2,0.936964,0,0.5025,16.8571,0.578947,16,10.8333,0.305308,0,0.7725,4.57143,0.947368,8,26,-1,0,0.6175,20.8571,0.736842,17,18.3333,0.53704,1,0.95,33.8571,1,12,14.5,0.579259,1,0.9425,18,1,19,9.14286,-1,0,0.275,2.71429,0.368421,
16,19.6667,0.827572,0,-1,7.57143,-1,14,14.3333,0.916355,0,-1,4.57143,-1,16,17.1667,0.920445,0,-1,5,-1,12,7,0.97448,0,-1,16.7143,-1,28,9.2,0.876837,0,-1,16.8571,-1,16,10.8333,0.887368,0,-1,4.57143,-1,8,26,-1,0,-1,20.8571,-1,17,18.3333,0.678423,0,-1,33.8571,-1,12,14.5,-1,0,-1,18,-1,19,9.14286,0.996404,0,-1,2.71429,-1,
16,19.6667,-1,0,-1,7.57143,-1,14,14.3333,0.361667,0,-1,4.57143,-1,16,17.1667,0.122701,0,-1,5,-1,12,7,0.998429,0,-1,16.7143,-1,28,9.2,-1,0,-1,16.8571,-1,17,10.8333,-1,1,-1,4.57143,-1,8,26,0.637658,0,-1,20.8571,-1,17,18.3333,-1,0,-1,33.8571,-1,12,14.5,-1,0,-1,18,-1,19,9.14286,-1,0,-1,2.71429,-1,
16,19.6667,0.765852,0,-1,7.57143,-1,14,14.3333,0.271547,0,-1,4.57143,-1,16,17.1667,0.114191,0,-1,5,-1,12,7,0.0290777,0,-1,16.7143,-1,28,9.2,-1,0,-1,16.8571,-1,17,10.8333,-1,0,-1,4.57143,-1,8,26,0.680395,0,-1,20.8571,-1,17,18.3333,0.653792,0,-1,33.8571,-1,12,14.5,0.283345,0,-1,18,-1,19,9.14286,-1,0,-1,2.71429,-1,
17,14,0.734247,1,-1,4.71429,-1,14,14.3333,0.826833,0,-1,4.57143,-1,16,17.1667,0.914509,0,-1,5,-1,12,7,0.834325,0,-1,16.7143,-1,29,9.2,0.844609,1,-1,16.8571,-1,17,10.8333,-1,0,-1,4.57143,-1,8,26,0.680395,0,-1,20.8571,-1,18,17.6667,0.467507,1,-1,33.8571,-1,12,14.5,0.376705,0,-1,18,-1,19,9.14286,0.999996,0,-1,2.71429,-1,
18,13.5,0.478421,1,0.5225,4.57143,0.789474,14,14.3333,-1,0,0.59,4.57143,0.894737,16,17.1667,0.710401,0,0.71,5,1,12,7,-1,0,0.4375,16.7143,0.631579,29,9.2,0.875061,0,0.5025,16.8571,0.578947,17,10.8333,0.921811,0,0.7725,4.57143,0.947368,9,29.8333,-1,1,0.6175,20.8571,0.736842,19,6,-1,1,0.93,30.4286,1,12,14.5,0.813586,0,0.9425,18,1,19,9.14286,-1,0,0.275,2.71429,0.368421,
18,13.5,0.465276,0,-1,4.57143,-1,14,14.3333,-1,0,-1,4.57143,-1,16,17.1667,0.0196676,0,-1,5,-1,12,7,0.556617,0,-1,16.7143,-1,29,9.2,-1,0,-1,16.8571,-1,18,10.6667,-1,1,-1,4.42857,-1,10,29.6667,0.83809,1,-1,20.7143,-1,19,6,-1,0,-1,30.4286,-1,12,14.5,-1,0,-1,18,-1,19,9.14286,0.228028,0,-1,2.71429,-1,
18,13.5,0.855506,0,-1,4.57143,-1,14,14.3333,0.944344,0,-1,4.57143,-1,16,17.1667,0.122665,0,-1,5,-1,12,7,0.752928,0,-1,16.7143,-1,29,9.2,0.750415,0,-1,16.8571,-1,18,10.6667,0.948895,0,-1,4.42857,-1,11,29.6667,0.711791,1,-1,20.7143,-1,19,6,0.263715,0,-1,30.4286,-1,12,14.5,-1,0,-1,18,-1,19,9.14286,0.990943,0,-1,2.71429,-1,
18,13.5,0.89183,0,-1,4.57143,-1,14,14.3333,-1,0,-1,4.57143,-1,16,17.1667,0.662515,0,-1,5,-1,12,7,0.830842,0,-1,16.7143,-1,30,7.8,0.458897,1,-1,16.8571,-1,18,10.6667,0.502553,0,-1,4.42857,-1,12,25,-1,1,-1,18.7143,-1,19,6,0.198079,0,-1,30.4286,-1,13,20.6,-1,1,-1,5.85714,-1,19,9.14286,-1,0,-1,2.71429,-1,
18,13.5,0.934009,0,-1,4.57143,-1,15,10.1667,-1,1,-1,4.57143,-1,16,17.1667,-1,0,-1,5,-1,12,7,0.77859,0,-1,16.7143,-1,30,7.8,0.344042,0,-1,16.8571,-1,18,10.6667,0.297848,0,-1,4.42857,-1,12,25,-1,0,-1,18.7143,-1,19,6,0.132332,0,-1,30.4286,-1,14,16.8,0.868444,1,-1,5.14286,-1,19,9.14286,-1,0,-1,2.71429,-1,
18,13.5,-1,0,0.5225,4.57143,0.789474,15,10.1667,0.977227,0,0.56,4.57143,0.736842,16,17.1667,-1,0,0.71,5,1,13,6.4,0.0980535,1,0.4375,16.7143,0.631579,30,7.8,0.765875,0,0.36,16.8571,0.789474,18,10.6667,0.924171,0,0.7725,4.42857,0.947368,12,25,-1,0,0.4175,18.7143,0.526316,19,6,-1,0,0.93,30.4286,1,14,16.8,0.404138,0,0.935,5.14286,1,19,9.14286,-1,0,0.275,2.71429,0.368421,
18,13.5,-1,0,-1,4.57143,-1,15,10.1667,0.462671,0,-1,4.57143,-1,16,17.1667,0.0897858,0,-1,5,-1,13,6.4,0.381205,0,-1,16.7143,-1,30,7.8,0.871272,0,-1,16.8571,-1,18,10.6667,0.272998,0,-1,4.42857,-1,12,25,-1,0,-1,18.7143,-1,19,6,0.0898679,0,-1,30.4286,-1,15,12.8,0.67494,1,-1,3.71429,-1,19,9.14286,-1,0,-1,2.71429,-1,
18,13.5,-1,0,-1,4.57143,-1,15,10.1667,0.992786,0,-1,4.57143,-1,16,17.1667,0.0897858,0,-1,5,-1,13,6.4,0.976891,0,-1,16.7143,-1,31,7.8,0.96997,1,-1,16.8571,-1,18,10.6667,0.766963,0,-1,4.42857,-1,12,25,-1,0,-1,18.7143,-1,19,6,0.0865248,0,-1,30.4286,-1,15,12.8,-1,0,-1,3.71429,-1,19,9.14286,0.963993,0,-1,2.71429,-1,
18,13.5,-1,0,-1,4.57143,-1,15,10.1667,0.879152,0,-1,4.57143,-1,17,17.1667,0.634127,1,-1,5,-1,13,6.4,0.887722,0,-1,16.7143,-1,31,7.8,0.977069,0,-1,16.8571,-1,18,10.6667,0.795005,0,-1,4.42857,-1,12,25,-1,0,-1,18.7143,-1,19,6,0.063922,0,-1,30.4286,-1,15,12.8,-1,0,-1,3.71429,-1,19,9.14286,-1,0,-1,2.71429,-1,
18,13.5,-1,0,-1,4.57143,-1,15,10.1667,0.517897,0,-1,4.57143,-1,18,17.1667,-1,1,-1,5,-1,13,6.4,0.797406,0,-1,16.7143,-1,31,7.8,0.935748,0,-1,16.8571,-1,19,15.8571,-1,1,-1,4.42857,-1,12,25,0.954948,0,-1,18.7143,-1,19,6,-1,0,-1,30.4286,-1,15,12.8,-1,0,-1,3.71429,-1,19,9.14286,-1,0,-1,2.71429,-1,
18,13.5,-1,0,0.5225,4.57143,0.789474,15,10.1667,0.986821,0,0.56,4.57143,0.736842,18,17.1667,-1,0,0.71,5,1,13,6.4,-1,0,0.4375,16.7143,0.631579,31,7.8,0.927731,0,0.36,16.8571,0.789474,19,15.8571,0.153151,0,0.7725,4.42857,0.947368,12,25,0.911431,0,0.4175,18.7143,0.526316,19,6,-1,0,0.93,30.4286,1,16,12.6,0.295822,1,0.655,3.57143,1,19,9.14286,0.961102,0,0.275,2.71429,0.368421,
18,13.5,-1,0,-1,4.57143,-1,15,10.1667,0.886541,0,-1,4.57143,-1,19,15,-1,1,-1,5,-1,13,6.4,-1,0,-1,16.7143,-1,31,7.8,0.88239,0,-1,16.8571,-1,19,15.8571,0.568092,0,-1,4.42857,-1,12,25,0.896246,0,-1,18.7143,-1,19,6,0.019307,0,-1,30.4286,-1,16,12.6,0.535034,0,-1,3.57143,-1,20,7.71429,0.666469,1,-1,1.85714,-1,
18,13.5,0.908964,0,-1,4.57143,-1,15,10.1667,0.98842,0,-1,4.57143,-1,19,15,0.930101,0,-1,5,-1,13,6.4,-1,0,-1,16.7143,-1,31,7.8,-1,0,-1,16.8571,-1,20,10.8571,0.673137,1,-1,3.85714,-1,12,25,0.8802,0,-1,18.7143,-1,19,6,0.019307,0,-1,30.4286,-1,16,12.6,0.876367,0,-1,3.57143,-1,20,7.71429,-1,0,-1,1.85714,-1,
18,13.5,-1,0,-1,4.57143,-1,15,10.1667,-1,0,-1,4.57143,-1,19,15,0.551471,0,-1,5,-1,13,6.4,0.909505,0,-1,16.7143,-1,31,7.8,0.327932,0,-1,16.8571,-1,20,10.8571,0.497676,0,-1,3.85714,-1,12,25,0.907057,0,-1,18.7143,-1,19,6,-1,0,-1,30.4286,-1,17,18.6667,0.134578,1,-1,3.57143,-1,20,7.71429,0.971391,0,-1,1.85714,-1,
18,13.5,-1,0,-1,4.57143,-1,15,10.1667,-1,0,-1,4.57143,-1,19,15,0.585042,0,-1,5,-1,13,6.4,-1,0,-1,16.7143,-1,31,7.8,0.891807,0,-1,16.8571,-1,20,10.8571,0.936029,0,-1,3.85714,-1,12,25,-1,0,-1,18.7143,-1,19,6,-1,0,-1,30.4286,-1,17,18.6667,-1,0,-1,3.57143,-1,20,7.71429,0.910692,0,-1,1.85714,-1,
