CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,PlanDist_0,CounterExamples_1,Specificity_1,PRev_1,Pos_1,VarDist_1,RuleDist_1,PlanDist_1,CounterExamples_2,Specificity_2,PRev_2,Pos_2,VarDist_2,RuleDist_2,PlanDist_2,CounterExamples_3,Specificity_3,PRev_3,Pos_3,VarDist_3,RuleDist_3,PlanDist_3,CounterExamples_4,Specificity_4,PRev_4,Pos_4,VarDist_4,RuleDist_4,PlanDist_4,CounterExamples_5,Specificity_5,PRev_5,Pos_5,VarDist_5,RuleDist_5,PlanDist_5,CounterExamples_6,Specificity_6,PRev_6,Pos_6,VarDist_6,RuleDist_6,PlanDist_6,CounterExamples_7,Specificity_7,PRev_7,Pos_7,VarDist_7,RuleDist_7,PlanDist_7,CounterExamples_8,Specificity_8,PRev_8,Pos_8,VarDist_8,RuleDist_8,PlanDist_8,CounterExamples_9,Specificity_9,PRev_9,Pos_9,VarDist_9,RuleDist_9,PlanDist_9,CounterExamples_10,Specificity_10,PRev_10,Pos_10,VarDist_10,RuleDist_10,PlanDist_10,CounterExamples_11,Specificity_11,PRev_11,Pos_11,VarDist_11,RuleDist_11,PlanDist_11,CounterExamples_12,Specificity_12,PRev_12,Pos_12,VarDist_12,RuleDist_12,PlanDist_12,CounterExamples_13,Specificity_13,PRev_13,Pos_13,VarDist_13,RuleDist_13,PlanDist_13,CounterExamples_14,Specificity_14,PRev_14,Pos_14,VarDist_14,RuleDist_14,PlanDist_14,CounterExamples_15,Specificity_15,PRev_15,Pos_15,VarDist_15,RuleDist_15,PlanDist_15,CounterExamples_16,Specificity_16,PRev_16,Pos_16,VarDist_16,RuleDist_16,PlanDist_16,CounterExamples_17,Specificity_17,PRev_17,Pos_17,VarDist_17,RuleDist_17,PlanDist_17,CounterExamples_18,Specificity_18,PRev_18,Pos_18,VarDist_18,RuleDist_18,PlanDist_18,CounterExamples_19,Specificity_19,PRev_19,Pos_19,VarDist_19,RuleDist_19,PlanDist_19,CounterExamples_20,Specificity_20,PRev_20,Pos_20,VarDist_20,RuleDist_20,PlanDist_20,CounterExamples_21,Specificity_21,PRev_21,Pos_21,VarDist_21,RuleDist_21,PlanDist_21,CounterExamples_22,Specificity_22,PRev_22,Pos_22,VarDist_22,RuleDist_22,PlanDist_22,CounterExamples_23,Specificity_23,PRev_23,Pos_23,VarDist_23,RuleDist_23,PlanDist_23,CounterExamples_24,Specificity_24,PRev_24,Pos_24,VarDist_24,RuleDist_24,PlanDist_24,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,13,13.5,-1,0,-1,2.71429,-1,10,5.66667,-1,0,-1,30,-1,9,5.66667,-1,0,-1,30.4286,-1,13,6.6,-1,0,-1,16.4286,-1,9,6.66667,-1,0,-1,44.1429,-1,10,14.5,-1,0,-1,3.85714,-1,27,7.28571,-1,0,-1,1.42857,-1,12,8,-1,0,-1,16.8571,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,15,8.8,-1,0,-1,30,-1,9,21.4,-1,0,-1,20,-1,12,6.66667,-1,0,-1,30,-1,19,10.1667,-1,0,-1,3.42857,-1,10,8,-1,0,-1,17,-1,10,16,-1,0,-1,30,-1,14,14,-1,0,-1,4.14286,-1,14,12,-1,0,-1,1.85714,-1,18,6,-1,0,-1,2.28571,-1,14,5.66667,-1,0,-1,16,-1,18,12,-1,0,-1,17.4286,-1,20,11.125,-1,0,-1,1,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,13,13.5,-1,0,-1,2.71429,-1,10,5.66667,-1,0,-1,30,-1,9,5.66667,-1,0,-1,30.4286,-1,13,6.6,-1,0,-1,16.4286,-1,9,6.66667,-1,0,-1,44.1429,-1,10,14.5,-1,0,-1,3.85714,-1,27,7.28571,-1,0,-1,1.42857,-1,12,8,-1,0,-1,16.8571,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,15,8.8,-1,0,-1,30,-1,10,15.4,-1,0,-1,19.1429,-1,12,6.66667,-1,0,-1,30,-1,20,9.66667,-1,0,-1,2.85714,-1,10,8,-1,0,-1,17,-1,10,16,-1,0,-1,30,-1,14,14,-1,0,-1,4.14286,-1,14,12,-1,0,-1,1.85714,-1,18,6,-1,0,-1,2.28571,-1,14,5.66667,-1,0,-1,16,-1,18,12,-1,0,-1,17.4286,-1,20,11.125,-1,0,-1,1,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,13,13.5,-1,0,-1,2.71429,-1,10,5.66667,-1,0,-1,30,-1,9,5.66667,-1,0,-1,30.4286,-1,13,6.6,-1,0,-1,16.4286,-1,9,6.66667,-1,0,-1,44.1429,-1,10,14.5,-1,0,-1,3.85714,-1,27,7.28571,-1,0,-1,1.42857,-1,12,8,-1,0,-1,16.8571,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,16,13.8333,-1,0,-1,5.14286,-1,10,15.4,-1,0,-1,19.1429,-1,12,6.66667,-1,0,-1,30,-1,21,7.66667,-1,0,-1,2.42857,-1,10,8,-1,0,-1,17,-1,10,16,-1,0,-1,30,-1,14,14,-1,0,-1,4.14286,-1,14,12,-1,0,-1,1.85714,-1,18,6,-1,0,-1,2.28571,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,20,11.125,-1,0,-1,1,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,13,13.5,-1,0,-1,2.71429,-1,10,5.66667,-1,0,-1,30,-1,9,5.66667,-1,0,-1,30.4286,-1,14,6.2,-1,0,-1,16.1429,-1,10,17.25,-1,0,-1,32.2857,-1,11,14.3333,-1,0,-1,3.57143,-1,27,7.28571,-1,0,-1,1.42857,-1,12,8,-1,0,-1,16.8571,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,10,15.4,-1,0,-1,19.1429,-1,12,6.66667,-1,0,-1,30,-1,21,7.66667,-1,0,-1,2.42857,-1,10,8,-1,0,-1,17,-1,10,16,-1,0,-1,30,-1,14,14,-1,0,-1,4.14286,-1,14,12,-1,0,-1,1.85714,-1,18,6,-1,0,-1,2.28571,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,20,11.125,-1,0,-1,1,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,13,13.5,-1,0,-1,2.71429,-1,10,5.66667,-1,0,-1,30,-1,9,5.66667,-1,0,-1,30.4286,-1,14,6.2,-1,0,-1,16.1429,-1,11,12,-1,0,-1,31.8571,-1,11,14.3333,-1,0,-1,3.57143,-1,27,7.28571,-1,0,-1,1.42857,-1,13,15,-1,0,-1,4.57143,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,11,15,-1,0,-1,18.5714,-1,12,6.66667,-1,0,-1,30,-1,21,7.66667,-1,0,-1,2.42857,-1,10,8,-1,0,-1,17,-1,11,21.8,-1,0,-1,17.8571,-1,15,8.16667,-1,0,-1,2.57143,-1,14,12,-1,0,-1,1.85714,-1,18,6,-1,0,-1,2.28571,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,20,11.125,-1,0,-1,1,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,0.61,18.1429,0.789474,14,7.66667,-1,0,0.7675,1.85714,0.947368,13,13.5,-1,0,0.4625,2.71429,0.736842,10,5.66667,-1,0,0.345,30,0.473684,9,5.66667,-1,0,0.5225,30.4286,0.736842,14,6.2,-1,0,0.1675,16.1429,0.315789,11,12,-1,0,0.9025,31.8571,0.947368,11,14.3333,-1,0,0.345,3.57143,0.473684,27,7.28571,-1,0,0.3225,1.42857,0.789474,14,7.2,-1,0,0.14,2.57143,0.368421,17,6.42857,-1,0,0.63,1.57143,0.947368,18,19.125,-1,0,0.2675,4.14286,0.263158,17,8.16667,-1,0,0.3325,2,0.473684,12,8.8,-1,0,0.7475,17.1429,0.842105,12,6.66667,-1,0,0.345,30,0.736842,21,7.66667,-1,0,0.635,2.42857,0.789474,10,8,-1,0,0.7825,17,0.947368,11,21.8,-1,0,0.345,17.8571,0.473684,15,8.16667,-1,0,0.8,2.57143,0.947368,14,12,-1,0,0.1575,1.85714,0.210526,18,6,-1,0,0.7725,2.28571,0.947368,14,5.66667,-1,0,0.1525,16,0.263158,19,11.6667,-1,0,0.49,17.2857,0.736842,20,11.125,-1,0,0.0525,1,0.105263,15,7.4,-1,0,0.26,2.57143,0.421053,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,13,13.5,-1,0,-1,2.71429,-1,10,5.66667,-1,0,-1,30,-1,9,5.66667,-1,0,-1,30.4286,-1,14,6.2,-1,0,-1,16.1429,-1,11,12,-1,0,-1,31.8571,-1,11,14.3333,-1,0,-1,3.57143,-1,27,7.28571,-1,0,-1,1.42857,-1,14,7.2,-1,0,-1,2.57143,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,12,8.8,-1,0,-1,17.1429,-1,13,5.66667,-1,0,-1,30,-1,21,7.66667,-1,0,-1,2.42857,-1,10,8,-1,0,-1,17,-1,11,21.8,-1,0,-1,17.8571,-1,15,8.16667,-1,0,-1,2.57143,-1,14,12,-1,0,-1,1.85714,-1,19,13.1667,-1,0,-1,2.28571,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,20,11.125,-1,0,-1,1,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,13,13.5,-1,0,-1,2.71429,-1,10,5.66667,-1,0,-1,30,-1,9,5.66667,-1,0,-1,30.4286,-1,14,6.2,-1,0,-1,16.1429,-1,12,19.4,-1,0,-1,31.8571,-1,11,14.3333,-1,0,-1,3.57143,-1,27,7.28571,-1,0,-1,1.42857,-1,14,7.2,-1,0,-1,2.57143,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,12,8.8,-1,0,-1,17.1429,-1,14,16,-1,0,-1,30,-1,21,7.66667,-1,0,-1,2.42857,-1,10,8,-1,0,-1,17,-1,11,21.8,-1,0,-1,17.8571,-1,16,7.83333,-1,0,-1,2.42857,-1,14,12,-1,0,-1,1.85714,-1,19,13.1667,-1,0,-1,2.28571,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,20,11.125,-1,0,-1,1,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,13,13.5,-1,0,-1,2.71429,-1,10,5.66667,-1,0,-1,30,-1,9,5.66667,-1,0,-1,30.4286,-1,14,6.2,-1,0,-1,16.1429,-1,12,19.4,-1,0,-1,31.8571,-1,11,14.3333,-1,0,-1,3.57143,-1,27,7.28571,-1,0,-1,1.42857,-1,14,7.2,-1,0,-1,2.57143,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,12,8.8,-1,0,-1,17.1429,-1,14,16,-1,0,-1,30,-1,21,7.66667,-1,0,-1,2.42857,-1,10,8,-1,0,-1,17,-1,11,21.8,-1,0,-1,17.8571,-1,17,12.5714,-1,0,-1,2.42857,-1,15,10.4286,-1,0,-1,1.57143,-1,20,7.16667,-1,0,-1,1.85714,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,20,11.125,-1,0,-1,1,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,13,13.5,-1,0,-1,2.71429,-1,10,5.66667,-1,0,-1,30,-1,10,16.5,-1,0,-1,18.5714,-1,14,6.2,-1,0,-1,16.1429,-1,13,12,-1,0,-1,31.5714,-1,11,14.3333,-1,0,-1,3.57143,-1,27,7.28571,-1,0,-1,1.42857,-1,14,7.2,-1,0,-1,2.57143,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,12,8.8,-1,0,-1,17.1429,-1,14,16,-1,0,-1,30,-1,21,7.66667,-1,0,-1,2.42857,-1,10,8,-1,0,-1,17,-1,11,21.8,-1,0,-1,17.8571,-1,17,12.5714,-1,0,-1,2.42857,-1,15,10.4286,-1,0,-1,1.57143,-1,20,7.16667,-1,0,-1,1.85714,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,20,11.125,-1,0,-1,1,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,14,13.3333,-1,0,-1,2.42857,-1,10,5.66667,-1,0,-1,30,-1,11,11.75,-1,0,-1,18.4286,-1,14,6.2,-1,0,-1,16.1429,-1,14,11.6,-1,0,-1,31.4286,-1,11,14.3333,-1,0,-1,3.57143,-1,27,7.28571,-1,0,-1,1.42857,-1,15,13.1667,-1,0,-1,2.57143,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,12,8.8,-1,0,-1,17.1429,-1,14,16,-1,0,-1,30,-1,21,7.66667,-1,0,-1,2.42857,-1,10,8,-1,0,-1,17,-1,11,21.8,-1,0,-1,17.8571,-1,17,12.5714,-1,0,-1,2.42857,-1,15,10.4286,-1,0,-1,1.57143,-1,20,7.16667,-1,0,-1,1.85714,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,20,11.125,-1,0,-1,1,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,14,13.3333,-1,0,-1,2.42857,-1,10,5.66667,-1,0,-1,30,-1,12,19.2,-1,0,-1,18.4286,-1,14,6.2,-1,0,-1,16.1429,-1,14,11.6,-1,0,-1,31.4286,-1,11,14.3333,-1,0,-1,3.57143,-1,27,7.28571,-1,0,-1,1.42857,-1,16,17.1429,-1,0,-1,2.57143,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,12,8.8,-1,0,-1,17.1429,-1,14,16,-1,0,-1,30,-1,21,7.66667,-1,0,-1,2.42857,-1,10,8,-1,0,-1,17,-1,12,18.4,-1,0,-1,17.1429,-1,17,12.5714,-1,0,-1,2.42857,-1,16,5.14286,-1,0,-1,1.28571,-1,20,7.16667,-1,0,-1,1.85714,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,20,11.125,-1,0,-1,1,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,14,13.3333,-1,0,-1,2.42857,-1,10,5.66667,-1,0,-1,30,-1,13,19,-1,0,-1,18.2857,-1,14,6.2,-1,0,-1,16.1429,-1,14,11.6,-1,0,-1,31.4286,-1,11,14.3333,-1,0,-1,3.57143,-1,27,7.28571,-1,0,-1,1.42857,-1,16,17.1429,-1,0,-1,2.57143,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,12,8.8,-1,0,-1,17.1429,-1,14,16,-1,0,-1,30,-1,21,7.66667,-1,0,-1,2.42857,-1,10,8,-1,0,-1,17,-1,12,18.4,-1,0,-1,17.1429,-1,17,12.5714,-1,0,-1,2.42857,-1,16,5.14286,-1,0,-1,1.28571,-1,21,6.66667,-1,0,-1,1.57143,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,20,11.125,-1,0,-1,1,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,14,13.3333,-1,0,-1,2.42857,-1,10,5.66667,-1,0,-1,30,-1,14,15.8,-1,0,-1,16.8571,-1,14,6.2,-1,0,-1,16.1429,-1,14,11.6,-1,0,-1,31.4286,-1,11,14.3333,-1,0,-1,3.57143,-1,27,7.28571,-1,0,-1,1.42857,-1,16,17.1429,-1,0,-1,2.57143,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,12,8.8,-1,0,-1,17.1429,-1,14,16,-1,0,-1,30,-1,21,7.66667,-1,0,-1,2.42857,-1,10,8,-1,0,-1,17,-1,13,11.6,-1,0,-1,16.8571,-1,17,12.5714,-1,0,-1,2.42857,-1,17,10.8571,-1,0,-1,1.57143,-1,21,6.66667,-1,0,-1,1.57143,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,20,11.125,-1,0,-1,1,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,14,13.3333,-1,0,-1,2.42857,-1,10,5.66667,-1,0,-1,30,-1,15,10.4,-1,0,-1,16.8571,-1,14,6.2,-1,0,-1,16.1429,-1,14,11.6,-1,0,-1,31.4286,-1,11,14.3333,-1,0,-1,3.57143,-1,27,7.28571,-1,0,-1,1.42857,-1,17,16,-1,0,-1,2,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,12,8.8,-1,0,-1,17.1429,-1,14,16,-1,0,-1,30,-1,21,7.66667,-1,0,-1,2.42857,-1,10,8,-1,0,-1,17,-1,14,6.8,-1,0,-1,15.4286,-1,17,12.5714,-1,0,-1,2.42857,-1,17,10.8571,-1,0,-1,1.57143,-1,21,6.66667,-1,0,-1,1.57143,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,20,11.125,-1,0,-1,1,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,0.61,18.1429,0.789474,14,7.66667,-1,0,0.7675,1.85714,0.947368,15,17.5714,-1,0,0.3025,2.42857,0.473684,10,5.66667,-1,0,0.345,30,0.473684,15,10.4,-1,0,0.445,16.8571,0.736842,14,6.2,-1,0,0.1675,16.1429,0.315789,14,11.6,-1,0,0.7025,31.4286,0.842105,11,14.3333,-1,0,0.345,3.57143,0.473684,27,7.28571,-1,0,0.3225,1.42857,0.789474,17,16,-1,0,0.0875,2,0.315789,17,6.42857,-1,0,0.63,1.57143,0.947368,18,19.125,-1,0,0.2675,4.14286,0.263158,17,8.16667,-1,0,0.3325,2,0.473684,12,8.8,-1,0,0.7475,17.1429,0.842105,14,16,-1,0,0.345,30,0.473684,21,7.66667,-1,0,0.635,2.42857,0.789474,11,6.8,-1,0,0.765,16.1429,0.947368,14,6.8,-1,0,0.2525,15.4286,0.473684,17,12.5714,-1,0,0.655,2.42857,0.894737,17,10.8571,-1,0,0.075,1.57143,0.157895,21,6.66667,-1,0,0.735,1.57143,0.894737,14,5.66667,-1,0,0.1525,16,0.263158,19,11.6667,-1,0,0.49,17.2857,0.736842,20,11.125,-1,0,0.0525,1,0.105263,15,7.4,-1,0,0.26,2.57143,0.421053,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,15,17.5714,-1,0,-1,2.42857,-1,10,5.66667,-1,0,-1,30,-1,16,8.6,-1,0,-1,16.7143,-1,14,6.2,-1,0,-1,16.1429,-1,14,11.6,-1,0,-1,31.4286,-1,11,14.3333,-1,0,-1,3.57143,-1,27,7.28571,-1,0,-1,1.42857,-1,17,16,-1,0,-1,2,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,13,8,-1,0,-1,16.7143,-1,14,16,-1,0,-1,30,-1,21,7.66667,-1,0,-1,2.42857,-1,11,6.8,-1,0,-1,16.1429,-1,14,6.8,-1,0,-1,15.4286,-1,17,12.5714,-1,0,-1,2.42857,-1,18,10.7143,-1,0,-1,1.42857,-1,21,6.66667,-1,0,-1,1.57143,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,20,11.125,-1,0,-1,1,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,16,17.1429,-1,0,-1,2.14286,-1,10,5.66667,-1,0,-1,30,-1,16,8.6,-1,0,-1,16.7143,-1,14,6.2,-1,0,-1,16.1429,-1,15,11.4,-1,0,-1,31.2857,-1,11,14.3333,-1,0,-1,3.57143,-1,27,7.28571,-1,0,-1,1.42857,-1,17,16,-1,0,-1,2,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,14,7.2,-1,0,-1,16.4286,-1,15,21.4,-1,0,-1,17.7143,-1,21,7.66667,-1,0,-1,2.42857,-1,11,6.8,-1,0,-1,16.1429,-1,14,6.8,-1,0,-1,15.4286,-1,17,12.5714,-1,0,-1,2.42857,-1,18,10.7143,-1,0,-1,1.42857,-1,21,6.66667,-1,0,-1,1.57143,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,21,11,-1,0,-1,0.857143,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,17,16.5714,-1,0,-1,1.85714,-1,10,5.66667,-1,0,-1,30,-1,16,8.6,-1,0,-1,16.7143,-1,14,6.2,-1,0,-1,16.1429,-1,15,11.4,-1,0,-1,31.2857,-1,11,14.3333,-1,0,-1,3.57143,-1,28,7,-1,0,-1,1.28571,-1,17,16,-1,0,-1,2,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,14,7.2,-1,0,-1,16.4286,-1,15,21.4,-1,0,-1,17.7143,-1,21,7.66667,-1,0,-1,2.42857,-1,11,6.8,-1,0,-1,16.1429,-1,14,6.8,-1,0,-1,15.4286,-1,17,12.5714,-1,0,-1,2.42857,-1,18,10.7143,-1,0,-1,1.42857,-1,21,6.66667,-1,0,-1,1.57143,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,21,11,-1,0,-1,0.857143,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,17,16.5714,-1,0,-1,1.85714,-1,10,5.66667,-1,0,-1,30,-1,17,7.8,-1,0,-1,16.2857,-1,14,6.2,-1,0,-1,16.1429,-1,16,16.3333,-1,0,-1,6.71429,-1,11,14.3333,-1,0,-1,3.57143,-1,28,7,-1,0,-1,1.28571,-1,17,16,-1,0,-1,2,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,14,7.2,-1,0,-1,16.4286,-1,15,21.4,-1,0,-1,17.7143,-1,21,7.66667,-1,0,-1,2.42857,-1,11,6.8,-1,0,-1,16.1429,-1,14,6.8,-1,0,-1,15.4286,-1,17,12.5714,-1,0,-1,2.42857,-1,19,14.75,-1,0,-1,1.42857,-1,21,6.66667,-1,0,-1,1.57143,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,22,7.25,-1,0,-1,0.857143,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,17,16.5714,-1,0,-1,1.85714,-1,10,5.66667,-1,0,-1,30,-1,18,6.4,-1,0,-1,15.8571,-1,14,6.2,-1,0,-1,16.1429,-1,16,16.3333,-1,0,-1,6.71429,-1,11,14.3333,-1,0,-1,3.57143,-1,28,7,-1,0,-1,1.28571,-1,17,16,-1,0,-1,2,-1,17,6.42857,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,14,7.2,-1,0,-1,16.4286,-1,15,21.4,-1,0,-1,17.7143,-1,21,7.66667,-1,0,-1,2.42857,-1,11,6.8,-1,0,-1,16.1429,-1,14,6.8,-1,0,-1,15.4286,-1,18,7.42857,-1,0,-1,1.71429,-1,19,14.75,-1,0,-1,1.42857,-1,21,6.66667,-1,0,-1,1.57143,-1,14,5.66667,-1,0,-1,16,-1,19,11.6667,-1,0,-1,17.2857,-1,22,7.25,-1,0,-1,0.857143,-1,15,7.4,-1,0,-1,2.57143,-1,
11,14.8,-1,0,-1,18.1429,-1,14,7.66667,-1,0,-1,1.85714,-1,18,11.2857,-1,0,-1,1.42857,-1,10,5.66667,-1,0,-1,30,-1,18,6.4,-1,0,-1,15.8571,-1,14,6.2,-1,0,-1,16.1429,-1,17,10.3333,-1,0,-1,3.28571,-1,11,14.3333,-1,0,-1,3.57143,-1,28,7,-1,0,-1,1.28571,-1,17,16,-1,0,-1,2,-1,18,11.75,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,15,6.4,-1,0,-1,15.5714,-1,16,24.6667,-1,0,-1,5.57143,-1,21,7.66667,-1,0,-1,2.42857,-1,11,6.8,-1,0,-1,16.1429,-1,14,6.8,-1,0,-1,15.4286,-1,19,6,-1,0,-1,0.857143,-1,19,14.75,-1,0,-1,1.42857,-1,21,6.66667,-1,0,-1,1.57143,-1,14,5.66667,-1,0,-1,16,-1,20,15.5714,-1,0,-1,5,-1,22,7.25,-1,0,-1,0.857143,-1,15,7.4,-1,0,-1,2.57143,-1,
12,16.5,-1,0,-1,19.5714,-1,14,7.66667,-1,0,-1,1.85714,-1,18,11.2857,-1,0,-1,1.42857,-1,10,5.66667,-1,0,-1,30,-1,19,5.2,-1,0,-1,15.4286,-1,14,6.2,-1,0,-1,16.1429,-1,17,10.3333,-1,0,-1,3.28571,-1,11,14.3333,-1,0,-1,3.57143,-1,28,7,-1,0,-1,1.28571,-1,18,11,-1,0,-1,1.57143,-1,19,7.75,-1,0,-1,1.57143,-1,18,19.125,-1,0,-1,4.14286,-1,17,8.16667,-1,0,-1,2,-1,15,6.4,-1,0,-1,15.5714,-1,16,24.6667,-1,0,-1,5.57143,-1,22,6.16667,-1,0,-1,1.71429,-1,11,6.8,-1,0,-1,16.1429,-1,15,12.8333,-1,0,-1,15.4286,-1,19,6,-1,0,-1,0.857143,-1,19,14.75,-1,0,-1,1.42857,-1,22,6.16667,-1,0,-1,1.42857,-1,14,5.66667,-1,0,-1,16,-1,20,15.5714,-1,0,-1,5,-1,22,7.25,-1,0,-1,0.857143,-1,15,7.4,-1,0,-1,2.57143,-1,
