CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,PlanDist_0,CounterExamples_1,Specificity_1,PRev_1,Pos_1,VarDist_1,RuleDist_1,PlanDist_1,CounterExamples_2,Specificity_2,PRev_2,Pos_2,VarDist_2,RuleDist_2,PlanDist_2,CounterExamples_3,Specificity_3,PRev_3,Pos_3,VarDist_3,RuleDist_3,PlanDist_3,CounterExamples_4,Specificity_4,PRev_4,Pos_4,VarDist_4,RuleDist_4,PlanDist_4,CounterExamples_5,Specificity_5,PRev_5,Pos_5,VarDist_5,RuleDist_5,PlanDist_5,CounterExamples_6,Specificity_6,PRev_6,Pos_6,VarDist_6,RuleDist_6,PlanDist_6,CounterExamples_7,Specificity_7,PRev_7,Pos_7,VarDist_7,RuleDist_7,PlanDist_7,CounterExamples_8,Specificity_8,PRev_8,Pos_8,VarDist_8,RuleDist_8,PlanDist_8,CounterExamples_9,Specificity_9,PRev_9,Pos_9,VarDist_9,RuleDist_9,PlanDist_9,CounterExamples_10,Specificity_10,PRev_10,Pos_10,VarDist_10,RuleDist_10,PlanDist_10,CounterExamples_11,Specificity_11,PRev_11,Pos_11,VarDist_11,RuleDist_11,PlanDist_11,CounterExamples_12,Specificity_12,PRev_12,Pos_12,VarDist_12,RuleDist_12,PlanDist_12,CounterExamples_13,Specificity_13,PRev_13,Pos_13,VarDist_13,RuleDist_13,PlanDist_13,CounterExamples_14,Specificity_14,PRev_14,Pos_14,VarDist_14,RuleDist_14,PlanDist_14,CounterExamples_15,Specificity_15,PRev_15,Pos_15,VarDist_15,RuleDist_15,PlanDist_15,CounterExamples_16,Specificity_16,PRev_16,Pos_16,VarDist_16,RuleDist_16,PlanDist_16,CounterExamples_17,Specificity_17,PRev_17,Pos_17,VarDist_17,RuleDist_17,PlanDist_17,CounterExamples_18,Specificity_18,PRev_18,Pos_18,VarDist_18,RuleDist_18,PlanDist_18,CounterExamples_19,Specificity_19,PRev_19,Pos_19,VarDist_19,RuleDist_19,PlanDist_19,CounterExamples_20,Specificity_20,PRev_20,Pos_20,VarDist_20,RuleDist_20,PlanDist_20,CounterExamples_21,Specificity_21,PRev_21,Pos_21,VarDist_21,RuleDist_21,PlanDist_21,CounterExamples_22,Specificity_22,PRev_22,Pos_22,VarDist_22,RuleDist_22,PlanDist_22,CounterExamples_23,Specificity_23,PRev_23,Pos_23,VarDist_23,RuleDist_23,PlanDist_23,CounterExamples_24,Specificity_24,PRev_24,Pos_24,VarDist_24,RuleDist_24,PlanDist_24,
6,25.3333,-1,0,0.765,35,0.894737,6,19.25,-1,0,0.9575,33.7143,1,3,23.5,-1,0,0.815,59.8571,0.894737,4,27,-1,0,0.9675,61.8571,1,3,10,-1,0,0.95,73.1429,1,3,24.5,-1,0,0.905,61.7143,1,1,41,-1,0,1,87.5714,1,2,42,-1,0,1,63.5714,1,0,-nan(ind),-1,0,1,100,1,2,13,-1,0,0.9575,86.4286,1,5,22.3333,-1,0,0.9925,47.7143,1,5,29,-1,0,0.99,49.4286,1,0,-nan(ind),-1,0,1,100,1,0,-nan(ind),-1,0,1,100,1,1,41,-1,0,1,75.4286,1,2,44,-1,0,1,75.8571,1,0,-nan(ind),-1,0,1,100,1,2,43,-1,0,1,63.4286,1,2,4,-1,0,0.92,85.7143,1,3,23.5,-1,0,0.905,61.4286,1,2,42,-1,0,1,63.2857,1,1,45,-1,0,1,87.8571,1,2,43,-1,0,1,63.4286,1,5,35.5,-1,0,0.9775,61.4286,1,2,6,-1,0,0.905,85.7143,1,
6,25.3333,-1,0,-1,35,-1,6,19.25,-1,0,-1,33.7143,-1,3,23.5,-1,0,-1,59.8571,-1,5,10,-1,0,-1,58.7143,-1,3,10,-1,0,-1,73.1429,-1,3,24.5,-1,0,-1,61.7143,-1,2,41,-1,0,-1,75.4286,-1,2,42,-1,0,-1,63.5714,-1,0,-nan(ind),-1,0,-1,100,-1,2,13,-1,0,-1,86.4286,-1,6,27.5,-1,0,-1,23.4286,-1,5,29,-1,0,-1,49.4286,-1,0,-nan(ind),-1,0,-1,100,-1,1,43,-1,0,-1,87.7143,-1,2,41,-1,0,-1,63,-1,3,24.5,-1,0,-1,73.7143,-1,0,-nan(ind),-1,0,-1,100,-1,3,25.5,-1,0,-1,61.7143,-1,3,23.5,-1,0,-1,61.4286,-1,3,23.5,-1,0,-1,61.4286,-1,3,41.6667,-1,0,-1,50.8571,-1,2,45,-1,0,-1,63.8571,-1,2,43,-1,0,-1,63.4286,-1,6,26.75,-1,0,-1,58.2857,-1,2,6,-1,0,-1,85.7143,-1,
7,18.6667,-1,0,-1,32.7143,-1,6,19.25,-1,0,-1,33.7143,-1,3,23.5,-1,0,-1,59.8571,-1,5,10,-1,0,-1,58.7143,-1,3,10,-1,0,-1,73.1429,-1,4,8.5,-1,0,-1,58.5714,-1,2,41,-1,0,-1,75.4286,-1,2,42,-1,0,-1,63.5714,-1,0,-nan(ind),-1,0,-1,100,-1,3,29,-1,0,-1,74.5714,-1,7,30.6,-1,0,-1,23.4286,-1,6,16.6667,-1,0,-1,47.4286,-1,0,-nan(ind),-1,0,-1,100,-1,1,43,-1,0,-1,87.7143,-1,3,24.5,-1,0,-1,59.5714,-1,4,9.5,-1,0,-1,72.5714,-1,1,39,-1,0,-1,87.4286,-1,3,25.5,-1,0,-1,61.7143,-1,3,23.5,-1,0,-1,61.4286,-1,3,23.5,-1,0,-1,61.4286,-1,3,41.6667,-1,0,-1,50.8571,-1,3,26.5,-1,0,-1,62,-1,2,43,-1,0,-1,63.4286,-1,7,18,-1,0,-1,58.2857,-1,2,6,-1,0,-1,85.7143,-1,
7,18.6667,-1,0,-1,32.7143,-1,6,19.25,-1,0,-1,33.7143,-1,3,23.5,-1,0,-1,59.8571,-1,5,10,-1,0,-1,58.7143,-1,3,10,-1,0,-1,73.1429,-1,4,8.5,-1,0,-1,58.5714,-1,2,41,-1,0,-1,75.4286,-1,2,42,-1,0,-1,63.5714,-1,1,39,-1,0,-1,87.7143,-1,4,16,-1,0,-1,73.5714,-1,8,22.8,-1,0,-1,21.4286,-1,7,16,-1,0,-1,47.4286,-1,0,-nan(ind),-1,0,-1,100,-1,2,43,-1,0,-1,63.4286,-1,3,24.5,-1,0,-1,59.5714,-1,5,22,-1,0,-1,60.5714,-1,1,39,-1,0,-1,87.4286,-1,3,25.5,-1,0,-1,61.7143,-1,3,23.5,-1,0,-1,61.4286,-1,3,23.5,-1,0,-1,61.4286,-1,3,41.6667,-1,0,-1,50.8571,-1,4,32,-1,0,-1,37.7143,-1,2,43,-1,0,-1,63.4286,-1,8,26,-1,0,-1,58.2857,-1,2,6,-1,0,-1,85.7143,-1,
7,18.6667,-1,0,-1,32.7143,-1,6,19.25,-1,0,-1,33.7143,-1,4,29.3333,-1,0,-1,47.7143,-1,5,10,-1,0,-1,58.7143,-1,3,10,-1,0,-1,73.1429,-1,4,8.5,-1,0,-1,58.5714,-1,2,41,-1,0,-1,75.4286,-1,3,41.6667,-1,0,-1,51.1429,-1,2,6,-1,0,-1,86.1429,-1,5,27,-1,0,-1,50.1429,-1,8,22.8,-1,0,-1,21.4286,-1,8,11.3333,-1,0,-1,45.4286,-1,0,-nan(ind),-1,0,-1,100,-1,3,24.5,-1,0,-1,61.4286,-1,3,24.5,-1,0,-1,59.5714,-1,6,13.6667,-1,0,-1,59.2857,-1,1,39,-1,0,-1,87.4286,-1,3,25.5,-1,0,-1,61.7143,-1,3,23.5,-1,0,-1,61.4286,-1,3,23.5,-1,0,-1,61.4286,-1,3,41.6667,-1,0,-1,50.8571,-1,4,32,-1,0,-1,37.7143,-1,2,43,-1,0,-1,63.4286,-1,9,13.5,-1,0,-1,58.1429,-1,2,6,-1,0,-1,85.7143,-1,
7,18.6667,-1,0,-1,32.7143,-1,6,19.25,-1,0,-1,33.7143,-1,5,32.75,-1,0,-1,23.4286,-1,5,10,-1,0,-1,58.7143,-1,3,10,-1,0,-1,73.1429,-1,4,8.5,-1,0,-1,58.5714,-1,3,23.5,-1,0,-1,73.7143,-1,4,41.5,-1,0,-1,38.7143,-1,2,6,-1,0,-1,86.1429,-1,5,27,-1,0,-1,50.1429,-1,8,22.8,-1,0,-1,21.4286,-1,8,11.3333,-1,0,-1,45.4286,-1,0,-nan(ind),-1,0,-1,100,-1,3,24.5,-1,0,-1,61.4286,-1,3,24.5,-1,0,-1,59.5714,-1,6,13.6667,-1,0,-1,59.2857,-1,1,39,-1,0,-1,87.4286,-1,3,25.5,-1,0,-1,61.7143,-1,3,23.5,-1,0,-1,61.4286,-1,3,23.5,-1,0,-1,61.4286,-1,3,41.6667,-1,0,-1,50.8571,-1,4,32,-1,0,-1,37.7143,-1,3,43,-1,0,-1,62.8571,-1,10,11.5,-1,0,-1,57.7143,-1,2,6,-1,0,-1,85.7143,-1,
7,18.6667,-1,0,-1,32.7143,-1,6,19.25,-1,0,-1,33.7143,-1,6,24.75,-1,0,-1,20.2857,-1,5,10,-1,0,-1,58.7143,-1,3,10,-1,0,-1,73.1429,-1,4,8.5,-1,0,-1,58.5714,-1,3,23.5,-1,0,-1,73.7143,-1,4,41.5,-1,0,-1,38.7143,-1,2,6,-1,0,-1,86.1429,-1,6,18.3333,-1,0,-1,48.4286,-1,9,22.2,-1,0,-1,20.5714,-1,8,11.3333,-1,0,-1,45.4286,-1,0,-nan(ind),-1,0,-1,100,-1,4,10.5,-1,0,-1,59.7143,-1,3,24.5,-1,0,-1,59.5714,-1,6,13.6667,-1,0,-1,59.2857,-1,1,39,-1,0,-1,87.4286,-1,4,9.5,-1,0,-1,59.1429,-1,4,29.3333,-1,0,-1,49.2857,-1,4,29.3333,-1,0,-1,36.8571,-1,3,41.6667,-1,0,-1,50.8571,-1,4,32,-1,0,-1,37.7143,-1,4,43,-1,0,-1,50.5714,-1,11,17.8,-1,0,-1,45.7143,-1,2,6,-1,0,-1,85.7143,-1,
7,18.6667,-1,0,-1,32.7143,-1,6,19.25,-1,0,-1,33.7143,-1,7,18,-1,0,-1,18.8571,-1,5,10,-1,0,-1,58.7143,-1,3,10,-1,0,-1,73.1429,-1,4,8.5,-1,0,-1,58.5714,-1,4,9.5,-1,0,-1,72.2857,-1,4,41.5,-1,0,-1,38.7143,-1,2,6,-1,0,-1,86.1429,-1,6,18.3333,-1,0,-1,48.4286,-1,10,12.2,-1,0,-1,18.8571,-1,8,11.3333,-1,0,-1,45.4286,-1,0,-nan(ind),-1,0,-1,100,-1,4,10.5,-1,0,-1,59.7143,-1,3,24.5,-1,0,-1,59.5714,-1,6,13.6667,-1,0,-1,59.2857,-1,1,39,-1,0,-1,87.4286,-1,4,9.5,-1,0,-1,59.1429,-1,4,29.3333,-1,0,-1,49.2857,-1,4,29.3333,-1,0,-1,36.8571,-1,3,41.6667,-1,0,-1,50.8571,-1,5,30.6667,-1,0,-1,37.4286,-1,5,32,-1,0,-1,48.8571,-1,11,17.8,-1,0,-1,45.7143,-1,2,6,-1,0,-1,85.7143,-1,
7,18.6667,-1,0,-1,32.7143,-1,6,19.25,-1,0,-1,33.7143,-1,7,18,-1,0,-1,18.8571,-1,5,10,-1,0,-1,58.7143,-1,3,10,-1,0,-1,73.1429,-1,4,8.5,-1,0,-1,58.5714,-1,4,9.5,-1,0,-1,72.2857,-1,4,41.5,-1,0,-1,38.7143,-1,3,24.5,-1,0,-1,61.8571,-1,7,14,-1,0,-1,46.1429,-1,10,12.2,-1,0,-1,18.8571,-1,8,11.3333,-1,0,-1,45.4286,-1,1,37,-1,0,-1,87.5714,-1,5,21.3333,-1,0,-1,35.4286,-1,3,24.5,-1,0,-1,59.5714,-1,7,22,-1,0,-1,35.5714,-1,1,39,-1,0,-1,87.4286,-1,4,9.5,-1,0,-1,59.1429,-1,5,18.6667,-1,0,-1,47.7143,-1,4,29.3333,-1,0,-1,36.8571,-1,3,41.6667,-1,0,-1,50.8571,-1,6,19,-1,0,-1,34,-1,6,24.75,-1,0,-1,47.5714,-1,11,17.8,-1,0,-1,45.7143,-1,2,6,-1,0,-1,85.7143,-1,
7,18.6667,-1,0,-1,32.7143,-1,6,19.25,-1,0,-1,33.7143,-1,7,18,-1,0,-1,18.8571,-1,5,10,-1,0,-1,58.7143,-1,3,10,-1,0,-1,73.1429,-1,4,8.5,-1,0,-1,58.5714,-1,4,9.5,-1,0,-1,72.2857,-1,4,41.5,-1,0,-1,38.7143,-1,3,24.5,-1,0,-1,61.8571,-1,7,14,-1,0,-1,46.1429,-1,10,12.2,-1,0,-1,18.8571,-1,8,11.3333,-1,0,-1,45.4286,-1,1,37,-1,0,-1,87.5714,-1,5,21.3333,-1,0,-1,35.4286,-1,3,24.5,-1,0,-1,59.5714,-1,7,22,-1,0,-1,35.5714,-1,1,39,-1,0,-1,87.4286,-1,4,9.5,-1,0,-1,59.1429,-1,5,18.6667,-1,0,-1,47.7143,-1,4,29.3333,-1,0,-1,36.8571,-1,3,41.6667,-1,0,-1,50.8571,-1,6,19,-1,0,-1,34,-1,6,24.75,-1,0,-1,47.5714,-1,12,10.6,-1,0,-1,44,-1,2,6,-1,0,-1,85.7143,-1,
7,18.6667,-1,0,0.6275,32.7143,0.736842,6,19.25,-1,0,0.9575,33.7143,1,7,18,-1,0,0.785,18.8571,0.894737,5,10,-1,0,0.8225,58.7143,0.842105,4,24.5,-1,0,0.95,60.5714,1,4,8.5,-1,0,0.7875,58.5714,0.842105,4,9.5,-1,0,0.9425,72.2857,1,4,41.5,-1,0,1,38.7143,1,4,30.6667,-1,0,0.9925,49.5714,1,8,10,-1,0,0.68,45.1429,0.789474,10,12.2,-1,0,0.8925,18.8571,1,8,11.3333,-1,0,0.89,45.4286,1,1,37,-1,0,1,87.5714,1,5,21.3333,-1,0,0.92,35.4286,1,3,24.5,-1,0,0.655,59.5714,0.894737,7,22,-1,0,0.91,35.5714,1,1,39,-1,0,1,87.4286,1,4,9.5,-1,0,0.9225,59.1429,1,6,12.3333,-1,0,0.9125,46.2857,1,4,29.3333,-1,0,0.905,36.8571,1,3,41.6667,-1,0,1,50.8571,1,7,24.5,-1,0,0.835,33.7143,0.947368,6,24.75,-1,0,0.9675,47.5714,1,12,10.6,-1,0,0.9125,44,0.947368,3,23.5,-1,0,0.905,61.1429,1,
7,18.6667,-1,0,-1,32.7143,-1,6,19.25,-1,0,-1,33.7143,-1,7,18,-1,0,-1,18.8571,-1,5,10,-1,0,-1,58.7143,-1,4,24.5,-1,0,-1,60.5714,-1,4,8.5,-1,0,-1,58.5714,-1,4,9.5,-1,0,-1,72.2857,-1,4,41.5,-1,0,-1,38.7143,-1,4,30.6667,-1,0,-1,49.5714,-1,8,10,-1,0,-1,45.1429,-1,10,12.2,-1,0,-1,18.8571,-1,8,11.3333,-1,0,-1,45.4286,-1,2,14,-1,0,-1,86.5714,-1,5,21.3333,-1,0,-1,35.4286,-1,3,24.5,-1,0,-1,59.5714,-1,8,14.5,-1,0,-1,33,-1,1,39,-1,0,-1,87.4286,-1,4,9.5,-1,0,-1,59.1429,-1,6,12.3333,-1,0,-1,46.2857,-1,4,29.3333,-1,0,-1,36.8571,-1,3,41.6667,-1,0,-1,50.8571,-1,7,24.5,-1,0,-1,33.7143,-1,6,24.75,-1,0,-1,47.5714,-1,12,10.6,-1,0,-1,44,-1,3,23.5,-1,0,-1,61.1429,-1,
