CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,PlanDist_0,CounterExamples_1,Specificity_1,PRev_1,Pos_1,VarDist_1,RuleDist_1,PlanDist_1,CounterExamples_2,Specificity_2,PRev_2,Pos_2,VarDist_2,RuleDist_2,PlanDist_2,CounterExamples_3,Specificity_3,PRev_3,Pos_3,VarDist_3,RuleDist_3,PlanDist_3,CounterExamples_4,Specificity_4,PRev_4,Pos_4,VarDist_4,RuleDist_4,PlanDist_4,CounterExamples_5,Specificity_5,PRev_5,Pos_5,VarDist_5,RuleDist_5,PlanDist_5,CounterExamples_6,Specificity_6,PRev_6,Pos_6,VarDist_6,RuleDist_6,PlanDist_6,CounterExamples_7,Specificity_7,PRev_7,Pos_7,VarDist_7,RuleDist_7,PlanDist_7,CounterExamples_8,Specificity_8,PRev_8,Pos_8,VarDist_8,RuleDist_8,PlanDist_8,CounterExamples_9,Specificity_9,PRev_9,Pos_9,VarDist_9,RuleDist_9,PlanDist_9,
5,35.75,-1,1,0.92,49.2857,1,2,44,-1,0,1,64,1,2,41,-1,0,1,63.2857,1,3,27,-1,0,0.9425,61.8571,1,5,45.4,-1,1,1,16.1429,1,3,30.5,-1,0,0.96,61,1,2,41,-1,0,1,75.1429,1,3,23.5,-1,1,0.9775,73.8571,1,0,-nan(ind),-1,0,1,100,1,4,16.5,-1,0,0.99,60.2857,1,
5,35.75,-1,0,-1,49.2857,-1,2,44,-1,0,-1,64,-1,2,41,-1,0,-1,63.2857,-1,3,27,-1,0,-1,61.8571,-1,5,45.4,-1,0,-1,16.1429,-1,3,30.5,-1,0,-1,61,-1,3,41,-1,1,-1,50.5714,-1,3,23.5,-1,0,-1,73.8571,-1,0,-nan(ind),-1,0,-1,100,-1,4,16.5,-1,0,-1,60.2857,-1,
5,35.75,0.807703,0,-1,49.2857,-1,2,44,-1,0,-1,64,-1,2,41,-1,0,-1,63.2857,-1,4,25,0.304549,1,-1,61.5714,-1,5,45.4,-1,0,-1,16.1429,-1,4,34,-1,1,-1,48.5714,-1,3,41,-1,0,-1,50.5714,-1,3,23.5,-1,0,-1,73.8571,-1,0,-nan(ind),-1,0,-1,100,-1,4,16.5,-1,0,-1,60.2857,-1,
5,35.75,-1,0,-1,49.2857,-1,3,29,-1,1,-1,62.5714,-1,3,41.6667,-1,1,-1,39,-1,4,25,0.190345,0,-1,61.5714,-1,6,41.8,0.601527,1,-1,15.4286,-1,4,34,0.545784,0,-1,48.5714,-1,3,41,-1,0,-1,50.5714,-1,3,23.5,-1,0,-1,73.8571,-1,1,39,-1,1,-1,87.4286,-1,4,16.5,-1,0,-1,60.2857,-1,
6,37.2,-1,1,-1,25,-1,4,14.5,0.489806,1,-1,60,-1,3,41.6667,-1,0,-1,39,-1,4,25,-1,0,-1,61.5714,-1,7,39,0.652634,1,-1,14.5714,-1,4,34,-1,0,-1,48.5714,-1,4,29.3333,-1,1,-1,48.7143,-1,3,23.5,-1,0,-1,73.8571,-1,1,39,-1,0,-1,87.4286,-1,4,16.5,-1,0,-1,60.2857,-1,
6,37.2,-1,0,0.92,25,1,4,14.5,-1,0,0.9875,60,1,4,36,0.46943,1,0.9975,37.8571,1,4,25,-1,0,0.9425,61.5714,1,8,33.2,-1,1,0.9925,12.5714,1,4,34,0.345184,0,0.96,48.5714,1,4,29.3333,-1,0,0.92,48.7143,1,4,8.5,-1,1,0.9725,72.4286,1,1,39,-1,0,1,87.4286,1,4,16.5,0.215117,0,0.99,60.2857,1,
7,30.4,0.858595,1,-1,22.2857,-1,5,24,-1,1,-1,47.7143,-1,4,36,-1,0,-1,37.8571,-1,5,30.3333,-1,1,-1,37,-1,9,31.4,-1,1,-1,12,-1,5,31.6667,-1,1,-1,48,-1,4,29.3333,-1,0,-1,48.7143,-1,5,20.6667,-1,1,-1,48.4286,-1,1,39,-1,0,-1,87.4286,-1,4,16.5,0.173652,0,-1,60.2857,-1,
7,30.4,-1,0,-1,22.2857,-1,5,24,-1,0,-1,47.7143,-1,4,36,-1,0,-1,37.8571,-1,6,18.6667,-1,1,-1,33.8571,-1,9,31.4,0.745301,0,-1,12,-1,5,31.6667,-1,0,-1,48,-1,4,29.3333,-1,0,-1,48.7143,-1,5,20.6667,0.798798,0,-1,48.4286,-1,1,39,0.175784,0,-1,87.4286,-1,4,16.5,0.149324,0,-1,60.2857,-1,
7,30.4,-1,0,-1,22.2857,-1,5,24,-1,0,-1,47.7143,-1,5,32.6667,0.420577,1,-1,37.2857,-1,6,18.6667,-1,0,-1,33.8571,-1,9,31.4,0.864184,0,-1,12,-1,5,31.6667,-1,0,-1,48,-1,4,29.3333,-1,0,-1,48.7143,-1,5,20.6667,-1,0,-1,48.4286,-1,1,39,-1,0,-1,87.4286,-1,4,16.5,-1,0,-1,60.2857,-1,
7,30.4,-1,0,-1,22.2857,-1,6,28.75,-1,1,-1,35.4286,-1,5,32.6667,-1,0,-1,37.2857,-1,6,18.6667,-1,0,-1,33.8571,-1,9,31.4,0.541224,0,-1,12,-1,6,33.5,-1,1,-1,23.1429,-1,5,31.75,-1,1,-1,36.4286,-1,6,14.6667,-1,1,-1,47,-1,1,39,-1,0,-1,87.4286,-1,5,24.6667,-1,1,-1,48.1429,-1,
7,30.4,-1,0,0.9025,22.2857,1,7,28,0.381482,1,0.975,35.2857,1,5,32.6667,-1,0,0.9975,37.2857,1,6,18.6667,-1,0,0.615,33.8571,0.736842,10,30.8,0.814986,1,0.8375,11.4286,0.947368,7,25.25,0.321729,1,0.865,20.2857,0.894737,5,31.75,-1,0,0.92,36.4286,1,6,14.6667,-1,0,0.9725,47,1,1,39,-1,0,1,87.4286,1,5,24.6667,0.854945,0,0.99,48.1429,1,
7,30.4,-1,0,-1,22.2857,-1,7,28,-1,0,-1,35.2857,-1,5,32.6667,-1,0,-1,37.2857,-1,6,18.6667,0.765963,0,-1,33.8571,-1,11,29.2,0.719929,1,-1,10,-1,7,25.25,-1,0,-1,20.2857,-1,5,31.75,-1,0,-1,36.4286,-1,7,13.3333,-1,1,-1,46.7143,-1,1,39,-1,0,-1,87.4286,-1,5,24.6667,-1,0,-1,48.1429,-1,
7,30.4,0.906236,0,-1,22.2857,-1,8,23.75,-1,1,-1,34.7143,-1,6,34.25,0.531697,1,-1,24.7143,-1,6,18.6667,-1,0,-1,33.8571,-1,11,29.2,-1,0,-1,10,-1,7,25.25,-1,0,-1,20.2857,-1,5,31.75,-1,0,-1,36.4286,-1,8,21.25,-1,1,-1,34.5714,-1,1,39,-1,0,-1,87.4286,-1,5,24.6667,-1,0,-1,48.1429,-1,
7,30.4,0.721969,0,-1,22.2857,-1,8,23.75,-1,0,-1,34.7143,-1,6,34.25,-1,0,-1,24.7143,-1,6,18.6667,-1,0,-1,33.8571,-1,11,29.2,-1,0,-1,10,-1,7,25.25,-1,0,-1,20.2857,-1,5,31.75,-1,0,-1,36.4286,-1,8,21.25,0.886218,0,-1,34.5714,-1,1,39,-1,0,-1,87.4286,-1,6,28.75,-1,1,-1,23.5714,-1,
7,30.4,-1,0,-1,22.2857,-1,9,28,-1,1,-1,10.7143,-1,6,34.25,0.642841,0,-1,24.7143,-1,6,18.6667,-1,0,-1,33.8571,-1,11,29.2,-1,0,-1,10,-1,8,17.25,0.387455,1,-1,18.7143,-1,5,31.75,-1,0,-1,36.4286,-1,8,21.25,0.650998,0,-1,34.5714,-1,1,39,-1,0,-1,87.4286,-1,7,19.75,-1,1,-1,20.1429,-1,
7,30.4,-1,0,0.9025,22.2857,1,9,28,-1,0,0.975,10.7143,1,6,34.25,-1,0,0.9975,24.7143,1,6,18.6667,0.795631,0,0.615,33.8571,0.736842,11,29.2,-1,0,0.56,10,0.736842,8,17.25,-1,0,0.8475,18.7143,0.894737,5,31.75,-1,0,0.92,36.4286,1,8,21.25,0.744286,0,0.89,34.5714,0.947368,1,39,-1,0,1,87.4286,1,7,19.75,0.63495,0,0.9675,20.1429,1,
7,30.4,-1,0,-1,22.2857,-1,9,28,-1,0,-1,10.7143,-1,6,34.25,-1,0,-1,24.7143,-1,7,8,0.703767,1,-1,30.7143,-1,12,24.4,0.990747,1,-1,7.42857,-1,8,17.25,-1,0,-1,18.7143,-1,6,28.75,-1,1,-1,36,-1,9,21,0.740559,1,-1,34.4286,-1,1,39,-1,0,-1,87.4286,-1,7,19.75,0.92731,0,-1,20.1429,-1,
7,30.4,-1,0,-1,22.2857,-1,9,28,-1,0,-1,10.7143,-1,7,28.25,0.260579,1,-1,22.1429,-1,7,8,-1,0,-1,30.7143,-1,12,24.4,0.963081,0,-1,7.42857,-1,8,17.25,0.431366,0,-1,18.7143,-1,6,28.75,-1,0,-1,36,-1,10,17.75,-1,1,-1,33.2857,-1,1,39,-1,0,-1,87.4286,-1,7,19.75,-1,0,-1,20.1429,-1,
7,30.4,-1,0,-1,22.2857,-1,9,28,0.865107,0,-1,10.7143,-1,8,19.75,-1,1,-1,20.5714,-1,7,8,0.633234,0,-1,30.7143,-1,12,24.4,-1,0,-1,7.42857,-1,8,17.25,-1,0,-1,18.7143,-1,6,28.75,-1,0,-1,36,-1,10,17.75,0.477462,0,-1,33.2857,-1,2,39,-1,1,-1,62.5714,-1,7,19.75,-1,0,-1,20.1429,-1,
7,30.4,-1,0,-1,22.2857,-1,9,28,0.894966,0,-1,10.7143,-1,8,19.75,-1,0,-1,20.5714,-1,7,8,0.646128,0,-1,30.7143,-1,12,24.4,0.594228,0,-1,7.42857,-1,9,17.25,0.25514,1,-1,18.7143,-1,6,28.75,0.981622,0,-1,36,-1,10,17.75,0.492294,0,-1,33.2857,-1,2,39,-1,0,-1,62.5714,-1,7,19.75,0.670023,0,-1,20.1429,-1,
7,30.4,-1,0,0.9025,22.2857,1,9,28,0.456457,0,0.975,10.7143,1,8,19.75,-1,0,0.85,20.5714,0.894737,7,8,0.704722,0,0.515,30.7143,0.526316,12,24.4,-1,0,0.56,7.42857,0.736842,9,17.25,-1,0,0.8475,18.7143,0.894737,7,22,0.415583,1,0.9,33.1429,1,10,17.75,0.76993,0,0.8725,33.2857,0.947368,3,24.5,-1,1,1,60.8571,1,8,15.5,0.339229,1,0.8875,18.7143,1,
8,29.8,-1,1,-1,21.7143,-1,9,28,0.686943,0,-1,10.7143,-1,8,19.75,-1,0,-1,20.5714,-1,7,8,-1,0,-1,30.7143,-1,12,24.4,-1,0,-1,7.42857,-1,9,17.25,-1,0,-1,18.7143,-1,7,22,-1,0,-1,33.1429,-1,10,17.75,-1,0,-1,33.2857,-1,4,29.3333,-1,1,-1,48.5714,-1,8,15.5,-1,0,-1,18.7143,-1,
8,29.8,-1,0,-1,21.7143,-1,9,28,0.867119,0,-1,10.7143,-1,8,19.75,-1,0,-1,20.5714,-1,7,8,-1,0,-1,30.7143,-1,12,24.4,-1,0,-1,7.42857,-1,9,17.25,-1,0,-1,18.7143,-1,7,22,-1,0,-1,33.1429,-1,10,17.75,0.804215,0,-1,33.2857,-1,5,32.25,0.527183,1,-1,24,-1,8,15.5,0.977429,0,-1,18.7143,-1,
8,29.8,-1,0,-1,21.7143,-1,9,28,-1,0,-1,10.7143,-1,8,19.75,0.784424,0,-1,20.5714,-1,7,8,0.228802,0,-1,30.7143,-1,12,24.4,0.154898,0,-1,7.42857,-1,9,17.25,-1,0,-1,18.7143,-1,7,22,-1,0,-1,33.1429,-1,10,17.75,0.823351,0,-1,33.2857,-1,5,32.25,-1,0,-1,24,-1,8,15.5,0.61658,0,-1,18.7143,-1,
8,29.8,0.329453,0,-1,21.7143,-1,10,23.6,-1,1,-1,9.57143,-1,8,19.75,0.854797,0,-1,20.5714,-1,7,8,-1,0,-1,30.7143,-1,12,24.4,0.643455,0,-1,7.42857,-1,9,17.25,-1,0,-1,18.7143,-1,7,22,-1,0,-1,33.1429,-1,11,23.2,-1,1,-1,9.28571,-1,6,33.6,-1,1,-1,11.4286,-1,8,15.5,0.587974,0,-1,18.7143,-1,
8,29.8,-1,0,0.9,21.7143,1,10,23.6,-1,0,0.975,9.57143,1,8,19.75,0.913966,0,0.85,20.5714,0.894737,7,8,-1,0,0.515,30.7143,0.526316,12,24.4,0.0680855,0,0.56,7.42857,0.736842,9,17.25,-1,0,0.8475,18.7143,0.894737,8,26.2,-1,1,0.9,8.85714,1,11,23.2,-1,0,0.8725,9.28571,0.947368,6,33.6,0.591983,0,1,11.4286,1,8,15.5,-1,0,0.8875,18.7143,1,
8,29.8,-1,0,-1,21.7143,-1,11,19.6,0.913273,1,-1,8.14286,-1,8,19.75,0.521826,0,-1,20.5714,-1,7,8,-1,0,-1,30.7143,-1,13,22.8,0.266248,1,-1,6.57143,-1,9,17.25,-1,0,-1,18.7143,-1,9,22.6,0.585754,1,-1,7.71429,-1,11,23.2,-1,0,-1,9.28571,-1,6,33.6,-1,0,-1,11.4286,-1,8,15.5,-1,0,-1,18.7143,-1,
8,29.8,0.293815,0,-1,21.7143,-1,11,19.6,-1,0,-1,8.14286,-1,8,19.75,0.0697405,0,-1,20.5714,-1,7,8,-1,0,-1,30.7143,-1,13,22.8,-1,0,-1,6.57143,-1,9,17.25,-1,0,-1,18.7143,-1,10,19.4,0.681278,1,-1,5.42857,-1,11,23.2,-1,0,-1,9.28571,-1,6,33.6,-1,0,-1,11.4286,-1,8,15.5,-1,0,-1,18.7143,-1,
8,29.8,-1,0,-1,21.7143,-1,11,19.6,-1,0,-1,8.14286,-1,9,15.5,0.747579,1,-1,18.8571,-1,7,8,0.0757432,0,-1,30.7143,-1,13,22.8,-1,0,-1,6.57143,-1,9,17.25,-1,0,-1,18.7143,-1,10,19.4,-1,0,-1,5.42857,-1,11,23.2,-1,0,-1,9.28571,-1,7,27.6,0.58856,1,-1,9.71429,-1,8,15.5,-1,0,-1,18.7143,-1,
8,29.8,0.181103,0,-1,21.7143,-1,11,19.6,-1,0,-1,8.14286,-1,9,15.5,-1,0,-1,18.8571,-1,7,8,0.0502329,0,-1,30.7143,-1,13,22.8,0.0353176,0,-1,6.57143,-1,9,17.25,-1,0,-1,18.7143,-1,10,19.4,-1,0,-1,5.42857,-1,11,23.2,-1,0,-1,9.28571,-1,7,27.6,-1,0,-1,9.71429,-1,8,15.5,0.0313715,0,-1,18.7143,-1,
8,29.8,-1,0,0.9,21.7143,1,11,19.6,0.756807,0,0.895,8.14286,1,9,15.5,-1,0,0.7625,18.8571,0.789474,8,6.33333,0.516879,1,0.4,30.1429,0.526316,13,22.8,0.238432,0,0.4975,6.57143,0.631579,9,17.25,-1,0,0.8475,18.7143,0.894737,10,19.4,-1,0,0.8925,5.42857,1,11,23.2,0.633487,0,0.8725,9.28571,0.947368,7,27.6,-1,0,0.9925,9.71429,1,9,14.75,0.793001,1,0.8775,18.1429,1,
8,29.8,-1,0,-1,21.7143,-1,11,19.6,0.667089,0,-1,8.14286,-1,9,15.5,-1,0,-1,18.8571,-1,8,6.33333,-1,0,-1,30.1429,-1,13,22.8,-1,0,-1,6.57143,-1,9,17.25,0.790188,0,-1,18.7143,-1,11,17,-1,1,-1,4.71429,-1,11,23.2,0.63044,0,-1,9.28571,-1,8,21.2,0.681595,1,-1,8.14286,-1,9,14.75,0.180339,0,-1,18.1429,-1,
8,29.8,0.122805,0,-1,21.7143,-1,11,19.6,-1,0,-1,8.14286,-1,9,15.5,-1,0,-1,18.8571,-1,8,6.33333,-1,0,-1,30.1429,-1,13,22.8,-1,0,-1,6.57143,-1,9,17.25,0.89701,0,-1,18.7143,-1,12,16.6,0.221088,1,-1,4.71429,-1,11,23.2,-1,0,-1,9.28571,-1,8,21.2,-1,0,-1,8.14286,-1,9,14.75,-1,0,-1,18.1429,-1,
8,29.8,-1,0,-1,21.7143,-1,11,19.6,-1,0,-1,8.14286,-1,9,15.5,0.953336,0,-1,18.8571,-1,8,6.33333,-1,0,-1,30.1429,-1,13,22.8,0.0629222,0,-1,6.57143,-1,9,17.25,-1,0,-1,18.7143,-1,12,16.6,-1,0,-1,4.71429,-1,11,23.2,-1,0,-1,9.28571,-1,8,21.2,-1,0,-1,8.14286,-1,9,14.75,-1,0,-1,18.1429,-1,
8,29.8,-1,0,-1,21.7143,-1,11,19.6,0.711593,0,-1,8.14286,-1,9,15.5,0.0826623,0,-1,18.8571,-1,8,6.33333,-1,0,-1,30.1429,-1,14,22.4,0.255993,1,-1,6.28571,-1,9,17.25,-1,0,-1,18.7143,-1,12,16.6,-1,0,-1,4.71429,-1,11,23.2,-1,0,-1,9.28571,-1,8,21.2,0.704757,0,-1,8.14286,-1,9,14.75,-1,0,-1,18.1429,-1,
8,29.8,-1,0,0.9,21.7143,1,11,19.6,-1,0,0.895,8.14286,1,9,15.5,0.410782,0,0.7625,18.8571,0.789474,8,6.33333,-1,0,0.4,30.1429,0.526316,14,22.4,0.342047,0,0.49,6.28571,0.631579,10,16.5,0.1562,1,0.8475,18.7143,0.894737,13,16,0.126467,1,0.8925,4.71429,1,11,23.2,-1,0,0.8725,9.28571,0.947368,8,21.2,-1,0,0.945,8.14286,1,9,14.75,-1,0,0.8775,18.1429,1,
8,29.8,-1,0,-1,21.7143,-1,11,19.6,-1,0,-1,8.14286,-1,9,15.5,0.821776,0,-1,18.8571,-1,8,6.33333,-1,0,-1,30.1429,-1,14,22.4,0.297753,0,-1,6.28571,-1,11,21,-1,1,-1,6.42857,-1,13,16,0.700011,0,-1,4.71429,-1,11,23.2,-1,0,-1,9.28571,-1,9,15.8,0.483622,1,-1,5.28571,-1,9,14.75,0.116565,0,-1,18.1429,-1,
8,29.8,-1,0,-1,21.7143,-1,12,13.4,-1,1,-1,6.85714,-1,9,15.5,0.406281,0,-1,18.8571,-1,8,6.33333,0.145958,0,-1,30.1429,-1,14,22.4,0.342047,0,-1,6.28571,-1,11,21,0.832505,0,-1,6.42857,-1,13,16,0.908289,0,-1,4.71429,-1,11,23.2,-1,0,-1,9.28571,-1,9,15.8,0.449351,0,-1,5.28571,-1,9,14.75,-1,0,-1,18.1429,-1,
8,29.8,-1,0,-1,21.7143,-1,12,13.4,-1,0,-1,6.85714,-1,9,15.5,0.72187,0,-1,18.8571,-1,8,6.33333,-1,0,-1,30.1429,-1,14,22.4,-1,0,-1,6.28571,-1,11,21,0.738847,0,-1,6.42857,-1,14,14.8,0.306545,1,-1,4.14286,-1,11,23.2,-1,0,-1,9.28571,-1,9,15.8,-1,0,-1,5.28571,-1,9,14.75,0.0943412,0,-1,18.1429,-1,
8,29.8,-1,0,-1,21.7143,-1,13,12.6,-1,1,-1,6.57143,-1,9,15.5,-1,0,-1,18.8571,-1,8,6.33333,0.105009,0,-1,30.1429,-1,14,22.4,0.0653439,0,-1,6.28571,-1,11,21,0.856733,0,-1,6.42857,-1,14,14.8,-1,0,-1,4.14286,-1,11,23.2,-1,0,-1,9.28571,-1,9,15.8,-1,0,-1,5.28571,-1,9,14.75,0.0744391,0,-1,18.1429,-1,
9,31,-1,1,0.9,9.28571,1,14,18,-1,1,0.865,6.57143,1,9,15.5,-1,0,0.7625,18.8571,0.789474,8,6.33333,-1,0,0.4,30.1429,0.526316,14,22.4,0.0940567,0,0.49,6.28571,0.631579,11,21,-1,0,0.8475,6.42857,0.894737,14,14.8,0.462235,0,0.8925,4.14286,1,11,23.2,-1,0,0.8725,9.28571,0.947368,9,15.8,-1,0,0.94,5.28571,1,9,14.75,0.0974709,0,0.8775,18.1429,1,
9,31,-1,0,-1,9.28571,-1,14,18,-1,0,-1,6.57143,-1,9,15.5,-1,0,-1,18.8571,-1,8,6.33333,0.0988978,0,-1,30.1429,-1,14,22.4,0.171252,0,-1,6.28571,-1,12,21,0.679702,1,-1,6.42857,-1,14,14.8,0.830006,0,-1,4.14286,-1,11,23.2,-1,0,-1,9.28571,-1,9,15.8,-1,0,-1,5.28571,-1,9,14.75,-1,0,-1,18.1429,-1,
9,31,-1,0,-1,9.28571,-1,14,18,0.706188,0,-1,6.57143,-1,9,15.5,-1,0,-1,18.8571,-1,8,6.33333,0.0856887,0,-1,30.1429,-1,14,22.4,0.13672,0,-1,6.28571,-1,12,21,-1,0,-1,6.42857,-1,14,14.8,0.887982,0,-1,4.14286,-1,11,23.2,0.331515,0,-1,9.28571,-1,9,15.8,-1,0,-1,5.28571,-1,9,14.75,-1,0,-1,18.1429,-1,
10,26,0.44678,1,-1,8,-1,15,17.6667,0.1502,1,-1,6.57143,-1,9,15.5,-1,0,-1,18.8571,-1,8,6.33333,-1,0,-1,30.1429,-1,14,22.4,-1,0,-1,6.28571,-1,12,21,-1,0,-1,6.42857,-1,14,14.8,-1,0,-1,4.14286,-1,11,23.2,0.671946,0,-1,9.28571,-1,10,15.8,0.227931,1,-1,5.28571,-1,9,14.75,0.0536033,0,-1,18.1429,-1,
10,26,-1,0,-1,8,-1,15,17.6667,0.761118,0,-1,6.57143,-1,9,15.5,0.23412,0,-1,18.8571,-1,8,6.33333,-1,0,-1,30.1429,-1,14,22.4,-1,0,-1,6.28571,-1,12,21,-1,0,-1,6.42857,-1,14,14.8,-1,0,-1,4.14286,-1,11,23.2,-1,0,-1,9.28571,-1,10,15.8,0.899795,0,-1,5.28571,-1,9,14.75,0.0462746,0,-1,18.1429,-1,
10,26,0.995136,0,0.8875,8,1,15,17.6667,0.533341,0,0.865,6.57143,0.947368,10,15.5,0.934769,1,0.7625,18.8571,0.789474,8,6.33333,-1,0,0.4,30.1429,0.526316,14,22.4,-1,0,0.49,6.28571,0.631579,12,21,0.490506,0,0.8475,6.42857,0.894737,14,14.8,0.466063,0,0.8925,4.14286,1,11,23.2,-1,0,0.8725,9.28571,0.947368,10,15.8,-1,0,0.94,5.28571,1,9,14.75,-1,0,0.8775,18.1429,1,
10,26,-1,0,-1,8,-1,15,17.6667,0.356211,0,-1,6.57143,-1,10,15.5,-1,0,-1,18.8571,-1,8,6.33333,-1,0,-1,30.1429,-1,14,22.4,0.146432,0,-1,6.28571,-1,13,21,0.760539,1,-1,6.42857,-1,14,14.8,0.901689,0,-1,4.14286,-1,12,23,-1,1,-1,9,-1,11,15.8,0.498329,1,-1,5.28571,-1,9,14.75,-1,0,-1,18.1429,-1,
10,26,-1,0,-1,8,-1,15,17.6667,-1,0,-1,6.57143,-1,10,15.5,-1,0,-1,18.8571,-1,8,6.33333,-1,0,-1,30.1429,-1,14,22.4,0.116403,0,-1,6.28571,-1,14,16.4,-1,1,-1,5.42857,-1,14,14.8,0.387846,0,-1,4.14286,-1,12,23,0.918264,0,-1,9,-1,12,15.4,0.246126,1,-1,5.28571,-1,9,14.75,-1,0,-1,18.1429,-1,
10,26,-1,0,-1,8,-1,15,17.6667,-1,0,-1,6.57143,-1,10,15.5,-1,0,-1,18.8571,-1,8,6.33333,-1,0,-1,30.1429,-1,15,21.4,0.110122,1,-1,6,-1,14,16.4,-1,0,-1,5.42857,-1,14,14.8,0.178317,0,-1,4.14286,-1,13,17.8,-1,1,-1,7.57143,-1,12,15.4,0.935716,0,-1,5.28571,-1,9,14.75,-1,0,-1,18.1429,-1,
