,CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,PlanDist_0,CounterExamples_1,Specificity_1,PRev_1,Pos_1,VarDist_1,RuleDist_1,PlanDist_1,CounterExamples_2,Specificity_2,PRev_2,Pos_2,VarDist_2,RuleDist_2,PlanDist_2,CounterExamples_3,Specificity_3,PRev_3,Pos_3,VarDist_3,RuleDist_3,PlanDist_3,CounterExamples_4,Specificity_4,PRev_4,Pos_4,VarDist_4,RuleDist_4,PlanDist_4,CounterExamples_5,Specificity_5,PRev_5,Pos_5,VarDist_5,RuleDist_5,PlanDist_5,CounterExamples_6,Specificity_6,PRev_6,Pos_6,VarDist_6,RuleDist_6,PlanDist_6,CounterExamples_7,Specificity_7,PRev_7,Pos_7,VarDist_7,RuleDist_7,PlanDist_7,CounterExamples_8,Specificity_8,PRev_8,Pos_8,VarDist_8,RuleDist_8,PlanDist_8,CounterExamples_9,Specificity_9,PRev_9,Pos_9,VarDist_9,RuleDist_9,PlanDist_9,CounterExamples_10,Specificity_10,PRev_10,Pos_10,VarDist_10,RuleDist_10,PlanDist_10,CounterExamples_11,Specificity_11,PRev_11,Pos_11,VarDist_11,RuleDist_11,PlanDist_11,CounterExamples_12,Specificity_12,PRev_12,Pos_12,VarDist_12,RuleDist_12,PlanDist_12,CounterExamples_13,Specificity_13,PRev_13,Pos_13,VarDist_13,RuleDist_13,PlanDist_13,CounterExamples_14,Specificity_14,PRev_14,Pos_14,VarDist_14,RuleDist_14,PlanDist_14,CounterExamples_15,Specificity_15,PRev_15,Pos_15,VarDist_15,RuleDist_15,PlanDist_15,CounterExamples_16,Specificity_16,PRev_16,Pos_16,VarDist_16,RuleDist_16,PlanDist_16,CounterExamples_17,Specificity_17,PRev_17,Pos_17,VarDist_17,RuleDist_17,PlanDist_17,CounterExamples_18,Specificity_18,PRev_18,Pos_18,VarDist_18,RuleDist_18,PlanDist_18,CounterExamples_19,Specificity_19,PRev_19,Pos_19,VarDist_19,RuleDist_19,PlanDist_19,CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,PlanDist_0,CounterExamples_1,Specificity_1,PRev_1,Pos_1,VarDist_1,RuleDist_1,PlanDist_1,CounterExamples_2,Specificity_2,PRev_2,Pos_2,VarDist_2,RuleDist_2,PlanDist_2,CounterExamples_3,Specificity_3,PRev_3,Pos_3,VarDist_3,RuleDist_3,PlanDist_3,CounterExamples_4,Specificity_4,PRev_4,Pos_4,VarDist_4,RuleDist_4,PlanDist_4,CounterExamples_5,Specificity_5,PRev_5,Pos_5,VarDist_5,RuleDist_5,PlanDist_5,CounterExamples_6,Specificity_6,PRev_6,Pos_6,VarDist_6,RuleDist_6,PlanDist_6,CounterExamples_7,Specificity_7,PRev_7,Pos_7,VarDist_7,RuleDist_7,PlanDist_7,CounterExamples_8,Specificity_8,PRev_8,Pos_8,VarDist_8,RuleDist_8,PlanDist_8,CounterExamples_9,Specificity_9,PRev_9,Pos_9,VarDist_9,RuleDist_9,PlanDist_9,CounterExamples_10,Specificity_10,PRev_10,Pos_10,VarDist_10,RuleDist_10,PlanDist_10,CounterExamples_11,Specificity_11,PRev_11,Pos_11,VarDist_11,RuleDist_11,PlanDist_11,CounterExamples_12,Specificity_12,PRev_12,Pos_12,VarDist_12,RuleDist_12,PlanDist_12,CounterExamples_13,Specificity_13,PRev_13,Pos_13,VarDist_13,RuleDist_13,PlanDist_13,CounterExamples_14,Specificity_14,PRev_14,Pos_14,VarDist_14,RuleDist_14,PlanDist_14,CounterExamples_15,Specificity_15,PRev_15,Pos_15,VarDist_15,RuleDist_15,PlanDist_15,CounterExamples_16,Specificity_16,PRev_16,Pos_16,VarDist_16,RuleDist_16,PlanDist_16,CounterExamples_17,Specificity_17,PRev_17,Pos_17,VarDist_17,RuleDist_17,PlanDist_17,CounterExamples_18,Specificity_18,PRev_18,Pos_18,VarDist_18,RuleDist_18,PlanDist_18,CounterExamples_19,Specificity_19,PRev_19,Pos_19,VarDist_19,RuleDist_19,PlanDist_19
79,16,8.83333,-1,0,-1.0,2.57143,-1.0,13,14,-1,0,-1.0,4.57143,-1.0,19,16.8571,-1,0,-1.0,4.85714,-1.0,13,15.6667,-1,0,-1.0,4.42857,-1.0,14,13.8,-1,0,-1.0,4.14286,-1.0,13,15,-1,0,-1.0,5.28571,-1,10,13.6,-1,0,-1.0,16.1429,-1.0,11,9.5,-1,0,-1.0,18.1429,-1.0,14,18.3333,-1,0,-1.0,4.57143,-1.0,15,7.33333,-1,0,-1.0,2.57143,-1.0,12,6.8,-1,0,-1.0,2.57143,-1,10,14.2,-1,0,-1.0,16.5714,-1.0,11,17.5,-1,0,-1.0,8.85714,-1.0,11,6.75,-1,0,-1.0,16.7143,-1.0,9,20,-1,0,-1.0,5.71429,-1.0,15,8.16667,-1,0,-1.0,2.42857,-1.0,10,13,-1,0,-1.0,16.8571,-1.0,17,18.6667,-1,0,-1.0,5.42857,-1.0,8,23,-1,0,-1.0,9.14286,-1.0,16,15,-1,0,-1.0,4.28571,-1.0,20,15,-1,0,-1.0,4.0,-1.0,12,9.16667,-1,0,-1.0,17.2857,-1.0,8,16,-1,0,-1.0,19.0,-1.0,10,24.2,-1,0,-1.0,20.7143,-1.0,18,8.85714,-1,0,-1.0,2.42857,-1.0,20,14.4,-1,0,-1.0,16.8571,-1.0,14,13.1667,-1,0,-1.0,2.8571400000000002,-1.0,15,13.1667,-1,0,-1.0,3.1428599999999998,-1.0,5,31.25,-1,0,-1.0,22.8571,-1.0,13,7.2,-1,0,-1.0,3.1428599999999998,-1.0,13,15,-1,0,-1.0,17.4286,-1.0,20,13.7143,-1,0,-1.0,3.0,-1.0,0,-nan(ind),-1,0,-1.0,100.0,-1.0,12,9.6,-1,0,-1.0,17.8571,-1.0,13,7.33333,-1,0,-1.0,3.0,-1.0,11,26.2,-1,0,-1.0,20.8571,-1.0,7,6.33333,-1,0,-1.0,44.4286,-1.0,19,7.14286,-1,0,-1.0,2.0,-1.0,22,7.42857,-1,0,-1.0,1.5714299999999999,-1.0,17,8.33333,-1,0,-1.0,2.71429,-1.0
80,16,8.83333,-1,0,0.48,2.57143,0.631579,13,14,-1,0,0.4525,4.57143,0.8421049999999999,19,16.8571,-1,0,0.8575,4.85714,1.0,13,15.6667,-1,0,0.905,4.42857,0.947368,14,13.8,-1,0,0.1825,4.14286,0.473684,13,15,-1,0,0.87,5.28571,1,10,13.6,-1,0,0.8925,16.1429,1.0,11,9.5,-1,0,0.9275,18.1429,1.0,14,18.3333,-1,0,0.795,4.57143,0.947368,15,7.33333,-1,0,0.13,2.57143,0.473684,12,6.8,-1,0,0.8,2.57143,1,10,14.2,-1,0,0.67,16.5714,0.8947370000000001,11,17.5,-1,0,0.74,8.85714,0.947368,11,6.75,-1,0,0.855,16.7143,0.947368,9,20,-1,0,0.3525,5.71429,0.473684,15,8.16667,-1,0,0.6425,2.42857,0.947368,10,13,-1,0,0.81,16.8571,0.947368,17,18.6667,-1,0,0.62,5.42857,0.947368,8,23,-1,0,0.925,9.14286,1.0,16,15,-1,0,0.8225,4.28571,1.0,20,15,-1,0,0.545,4.0,0.8947370000000001,13,9,-1,0,0.385,17.1429,0.526316,8,16,-1,0,0.515,19.0,0.631579,10,24.2,-1,0,0.62,20.7143,0.736842,18,8.85714,-1,0,0.575,2.42857,0.8421049999999999,20,14.4,-1,0,0.6975,16.8571,0.947368,14,13.1667,-1,0,0.805,2.8571400000000002,0.947368,15,13.1667,-1,0,0.395,3.1428599999999998,0.42105299999999996,5,31.25,-1,0,0.9925,22.8571,1.0,14,6.6,-1,0,0.4475,2.71429,0.684211,13,15,-1,0,0.87,17.4286,1.0,20,13.7143,-1,0,0.7825,3.0,0.947368,0,-nan(ind),-1,0,1.0,100.0,1.0,12,9.6,-1,0,0.5225,17.8571,0.578947,13,7.33333,-1,0,0.7875,3.0,1.0,11,26.2,-1,0,0.8875,20.8571,1.0,7,6.33333,-1,0,0.5125,44.4286,0.263158,19,7.14286,-1,0,0.7625,2.0,0.947368,22,7.42857,-1,0,0.5125,1.5714299999999999,0.684211,18,13,-1,0,0.5,2.71429,0.315789
81,16,8.83333,-1,0,-1.0,2.57143,-1.0,13,14,-1,0,-1.0,4.57143,-1.0,20,12.7143,-1,0,-1.0,2.71429,-1.0,13,15.6667,-1,0,-1.0,4.42857,-1.0,14,13.8,-1,0,-1.0,4.14286,-1.0,13,15,-1,0,-1.0,5.28571,-1,10,13.6,-1,0,-1.0,16.1429,-1.0,11,9.5,-1,0,-1.0,18.1429,-1.0,14,18.3333,-1,0,-1.0,4.57143,-1.0,15,7.33333,-1,0,-1.0,2.57143,-1.0,12,6.8,-1,0,-1.0,2.57143,-1,10,14.2,-1,0,-1.0,16.5714,-1.0,11,17.5,-1,0,-1.0,8.85714,-1.0,11,6.75,-1,0,-1.0,16.7143,-1.0,9,20,-1,0,-1.0,5.71429,-1.0,15,8.16667,-1,0,-1.0,2.42857,-1.0,10,13,-1,0,-1.0,16.8571,-1.0,17,18.6667,-1,0,-1.0,5.42857,-1.0,8,23,-1,0,-1.0,9.14286,-1.0,16,15,-1,0,-1.0,4.28571,-1.0,20,15,-1,0,-1.0,4.0,-1.0,13,9,-1,0,-1.0,17.1429,-1.0,8,16,-1,0,-1.0,19.0,-1.0,10,24.2,-1,0,-1.0,20.7143,-1.0,18,8.85714,-1,0,-1.0,2.42857,-1.0,20,14.4,-1,0,-1.0,16.8571,-1.0,14,13.1667,-1,0,-1.0,2.8571400000000002,-1.0,15,13.1667,-1,0,-1.0,3.1428599999999998,-1.0,5,31.25,-1,0,-1.0,22.8571,-1.0,14,6.6,-1,0,-1.0,2.71429,-1.0,13,15,-1,0,-1.0,17.4286,-1.0,20,13.7143,-1,0,-1.0,3.0,-1.0,0,-nan(ind),-1,0,-1.0,100.0,-1.0,13,15.5,-1,0,-1.0,5.71429,-1.0,14,6.16667,-1,0,-1.0,2.42857,-1.0,11,26.2,-1,0,-1.0,20.8571,-1.0,7,6.33333,-1,0,-1.0,44.4286,-1.0,19,7.14286,-1,0,-1.0,2.0,-1.0,22,7.42857,-1,0,-1.0,1.5714299999999999,-1.0,18,13,-1,0,-1.0,2.71429,-1.0
82,16,8.83333,-1,0,-1.0,2.57143,-1.0,13,14,-1,0,-1.0,4.57143,-1.0,20,12.7143,-1,0,-1.0,2.71429,-1.0,13,15.6667,-1,0,-1.0,4.42857,-1.0,14,13.8,-1,0,-1.0,4.14286,-1.0,13,15,-1,0,-1.0,5.28571,-1,10,13.6,-1,0,-1.0,16.1429,-1.0,11,9.5,-1,0,-1.0,18.1429,-1.0,14,18.3333,-1,0,-1.0,4.57143,-1.0,15,7.33333,-1,0,-1.0,2.57143,-1.0,12,6.8,-1,0,-1.0,2.57143,-1,11,7.8,-1,0,-1.0,16.5714,-1.0,11,17.5,-1,0,-1.0,8.85714,-1.0,11,6.75,-1,0,-1.0,16.7143,-1.0,9,20,-1,0,-1.0,5.71429,-1.0,15,8.16667,-1,0,-1.0,2.42857,-1.0,10,13,-1,0,-1.0,16.8571,-1.0,17,18.6667,-1,0,-1.0,5.42857,-1.0,8,23,-1,0,-1.0,9.14286,-1.0,16,15,-1,0,-1.0,4.28571,-1.0,20,15,-1,0,-1.0,4.0,-1.0,13,9,-1,0,-1.0,17.1429,-1.0,8,16,-1,0,-1.0,19.0,-1.0,11,19.4,-1,0,-1.0,19.5714,-1.0,19,8.57143,-1,0,-1.0,2.1428599999999998,-1.0,20,14.4,-1,0,-1.0,16.8571,-1.0,14,13.1667,-1,0,-1.0,2.8571400000000002,-1.0,15,13.1667,-1,0,-1.0,3.1428599999999998,-1.0,5,31.25,-1,0,-1.0,22.8571,-1.0,15,5.6,-1,0,-1.0,2.28571,-1.0,13,15,-1,0,-1.0,17.4286,-1.0,20,13.7143,-1,0,-1.0,3.0,-1.0,0,-nan(ind),-1,0,-1.0,100.0,-1.0,14,19.7143,-1,0,-1.0,5.71429,-1.0,14,6.16667,-1,0,-1.0,2.42857,-1.0,11,26.2,-1,0,-1.0,20.8571,-1.0,8,15,-1,0,-1.0,19.8571,-1.0,19,7.14286,-1,0,-1.0,2.0,-1.0,22,7.42857,-1,0,-1.0,1.5714299999999999,-1.0,19,8.57143,-1,0,-1.0,2.42857,-1.0
83,16,8.83333,-1,0,-1.0,2.57143,-1.0,13,14,-1,0,-1.0,4.57143,-1.0,20,12.7143,-1,0,-1.0,2.71429,-1.0,13,15.6667,-1,0,-1.0,4.42857,-1.0,14,13.8,-1,0,-1.0,4.14286,-1.0,14,14.8,-1,0,-1.0,5.14286,-1,10,13.6,-1,0,-1.0,16.1429,-1.0,11,9.5,-1,0,-1.0,18.1429,-1.0,14,18.3333,-1,0,-1.0,4.57143,-1.0,15,7.33333,-1,0,-1.0,2.57143,-1.0,12,6.8,-1,0,-1.0,2.57143,-1,11,7.8,-1,0,-1.0,16.5714,-1.0,11,17.5,-1,0,-1.0,8.85714,-1.0,11,6.75,-1,0,-1.0,16.7143,-1.0,9,20,-1,0,-1.0,5.71429,-1.0,15,8.16667,-1,0,-1.0,2.42857,-1.0,10,13,-1,0,-1.0,16.8571,-1.0,17,18.6667,-1,0,-1.0,5.42857,-1.0,8,23,-1,0,-1.0,9.14286,-1.0,16,15,-1,0,-1.0,4.28571,-1.0,20,15,-1,0,-1.0,4.0,-1.0,14,8.5,-1,0,-1.0,16.8571,-1.0,8,16,-1,0,-1.0,19.0,-1.0,11,19.4,-1,0,-1.0,19.5714,-1.0,19,8.57143,-1,0,-1.0,2.1428599999999998,-1.0,20,14.4,-1,0,-1.0,16.8571,-1.0,14,13.1667,-1,0,-1.0,2.8571400000000002,-1.0,16,7.33333,-1,0,-1.0,2.42857,-1.0,5,31.25,-1,0,-1.0,22.8571,-1.0,15,5.6,-1,0,-1.0,2.28571,-1.0,14,19.3333,-1,0,-1.0,5.0,-1.0,20,13.7143,-1,0,-1.0,3.0,-1.0,0,-nan(ind),-1,0,-1.0,100.0,-1.0,14,19.7143,-1,0,-1.0,5.71429,-1.0,15,11.4286,-1,0,-1.0,2.42857,-1.0,11,26.2,-1,0,-1.0,20.8571,-1.0,9,7.5,-1,0,-1.0,17.2857,-1.0,19,7.14286,-1,0,-1.0,2.0,-1.0,22,7.42857,-1,0,-1.0,1.5714299999999999,-1.0,19,8.57143,-1,0,-1.0,2.42857,-1.0
84,16,8.83333,-1,0,-1.0,2.57143,-1.0,13,14,-1,0,-1.0,4.57143,-1.0,20,12.7143,-1,0,-1.0,2.71429,-1.0,13,15.6667,-1,0,-1.0,4.42857,-1.0,14,13.8,-1,0,-1.0,4.14286,-1.0,14,14.8,-1,0,-1.0,5.14286,-1,10,13.6,-1,0,-1.0,16.1429,-1.0,11,9.5,-1,0,-1.0,18.1429,-1.0,14,18.3333,-1,0,-1.0,4.57143,-1.0,15,7.33333,-1,0,-1.0,2.57143,-1.0,12,6.8,-1,0,-1.0,2.57143,-1,11,7.8,-1,0,-1.0,16.5714,-1.0,11,17.5,-1,0,-1.0,8.85714,-1.0,11,6.75,-1,0,-1.0,16.7143,-1.0,9,20,-1,0,-1.0,5.71429,-1.0,15,8.16667,-1,0,-1.0,2.42857,-1.0,10,13,-1,0,-1.0,16.8571,-1.0,17,18.6667,-1,0,-1.0,5.42857,-1.0,8,23,-1,0,-1.0,9.14286,-1.0,16,15,-1,0,-1.0,4.28571,-1.0,20,15,-1,0,-1.0,4.0,-1.0,14,8.5,-1,0,-1.0,16.8571,-1.0,8,16,-1,0,-1.0,19.0,-1.0,11,19.4,-1,0,-1.0,19.5714,-1.0,19,8.57143,-1,0,-1.0,2.1428599999999998,-1.0,20,14.4,-1,0,-1.0,16.8571,-1.0,14,13.1667,-1,0,-1.0,2.8571400000000002,-1.0,16,7.33333,-1,0,-1.0,2.42857,-1.0,5,31.25,-1,0,-1.0,22.8571,-1.0,15,5.6,-1,0,-1.0,2.28571,-1.0,14,19.3333,-1,0,-1.0,5.0,-1.0,20,13.7143,-1,0,-1.0,3.0,-1.0,0,-nan(ind),-1,0,-1.0,100.0,-1.0,14,19.7143,-1,0,-1.0,5.71429,-1.0,15,11.4286,-1,0,-1.0,2.42857,-1.0,11,26.2,-1,0,-1.0,20.8571,-1.0,9,7.5,-1,0,-1.0,17.2857,-1.0,19,7.14286,-1,0,-1.0,2.0,-1.0,22,7.42857,-1,0,-1.0,1.5714299999999999,-1.0,19,8.57143,-1,0,-1.0,2.42857,-1.0
85,16,8.83333,-1,0,0.48,2.57143,0.631579,13,14,-1,0,0.4525,4.57143,0.8421049999999999,21,12.2857,-1,0,0.5825,2.57143,0.947368,14,14.5,-1,0,0.89,4.14286,0.947368,14,13.8,-1,0,0.1825,4.14286,0.473684,14,14.8,-1,0,0.87,5.14286,1,10,13.6,-1,0,0.8925,16.1429,1.0,11,9.5,-1,0,0.9275,18.1429,1.0,14,18.3333,-1,0,0.795,4.57143,0.947368,15,7.33333,-1,0,0.13,2.57143,0.473684,12,6.8,-1,0,0.8,2.57143,1,11,7.8,-1,0,0.6675,16.5714,0.8947370000000001,11,17.5,-1,0,0.74,8.85714,0.947368,11,6.75,-1,0,0.855,16.7143,0.947368,9,20,-1,0,0.3525,5.71429,0.473684,15,8.16667,-1,0,0.6425,2.42857,0.947368,10,13,-1,0,0.81,16.8571,0.947368,17,18.6667,-1,0,0.62,5.42857,0.947368,8,23,-1,0,0.925,9.14286,1.0,17,13.375,-1,0,0.6175,3.1428599999999998,1.0,20,15,-1,0,0.545,4.0,0.8947370000000001,14,8.5,-1,0,0.195,16.8571,0.368421,8,16,-1,0,0.515,19.0,0.631579,11,19.4,-1,0,0.6125,19.5714,0.736842,19,8.57143,-1,0,0.5675,2.1428599999999998,0.8421049999999999,20,14.4,-1,0,0.6975,16.8571,0.947368,14,13.1667,-1,0,0.805,2.8571400000000002,0.947368,17,6.66667,-1,0,0.38,2.28571,0.368421,5,31.25,-1,0,0.9925,22.8571,1.0,15,5.6,-1,0,0.38,2.28571,0.684211,14,19.3333,-1,0,0.87,5.0,1.0,20,13.7143,-1,0,0.7825,3.0,0.947368,0,-nan(ind),-1,0,1.0,100.0,1.0,15,22.625,-1,0,0.5225,5.71429,0.578947,15,11.4286,-1,0,0.77,2.42857,1.0,11,26.2,-1,0,0.8875,20.8571,1.0,9,7.5,-1,0,0.4225,17.2857,0.263158,19,7.14286,-1,0,0.7625,2.0,0.947368,22,7.42857,-1,0,0.5125,1.5714299999999999,0.684211,19,8.57143,-1,0,0.3475,2.42857,0.263158
86,16,8.83333,-1,0,-1.0,2.57143,-1.0,13,14,-1,0,-1.0,4.57143,-1.0,21,12.2857,-1,0,-1.0,2.57143,-1.0,14,14.5,-1,0,-1.0,4.14286,-1.0,14,13.8,-1,0,-1.0,4.14286,-1.0,14,14.8,-1,0,-1.0,5.14286,-1,11,13,-1,0,-1.0,16.1429,-1.0,11,9.5,-1,0,-1.0,18.1429,-1.0,14,18.3333,-1,0,-1.0,4.57143,-1.0,15,7.33333,-1,0,-1.0,2.57143,-1.0,12,6.8,-1,0,-1.0,2.57143,-1,11,7.8,-1,0,-1.0,16.5714,-1.0,11,17.5,-1,0,-1.0,8.85714,-1.0,11,6.75,-1,0,-1.0,16.7143,-1.0,9,20,-1,0,-1.0,5.71429,-1.0,15,8.16667,-1,0,-1.0,2.42857,-1.0,10,13,-1,0,-1.0,16.8571,-1.0,17,18.6667,-1,0,-1.0,5.42857,-1.0,8,23,-1,0,-1.0,9.14286,-1.0,17,13.375,-1,0,-1.0,3.1428599999999998,-1.0,20,15,-1,0,-1.0,4.0,-1.0,14,8.5,-1,0,-1.0,16.8571,-1.0,8,16,-1,0,-1.0,19.0,-1.0,11,19.4,-1,0,-1.0,19.5714,-1.0,19,8.57143,-1,0,-1.0,2.1428599999999998,-1.0,20,14.4,-1,0,-1.0,16.8571,-1.0,14,13.1667,-1,0,-1.0,2.8571400000000002,-1.0,17,6.66667,-1,0,-1.0,2.28571,-1.0,5,31.25,-1,0,-1.0,22.8571,-1.0,15,5.6,-1,0,-1.0,2.28571,-1.0,14,19.3333,-1,0,-1.0,5.0,-1.0,20,13.7143,-1,0,-1.0,3.0,-1.0,0,-nan(ind),-1,0,-1.0,100.0,-1.0,15,22.625,-1,0,-1.0,5.71429,-1.0,15,11.4286,-1,0,-1.0,2.42857,-1.0,11,26.2,-1,0,-1.0,20.8571,-1.0,9,7.5,-1,0,-1.0,17.2857,-1.0,20,11.125,-1,0,-1.0,2.0,-1.0,22,7.42857,-1,0,-1.0,1.5714299999999999,-1.0,19,8.57143,-1,0,-1.0,2.42857,-1.0
87,16,8.83333,-1,0,-1.0,2.57143,-1.0,13,14,-1,0,-1.0,4.57143,-1.0,21,12.2857,-1,0,-1.0,2.57143,-1.0,14,14.5,-1,0,-1.0,4.14286,-1.0,14,13.8,-1,0,-1.0,4.14286,-1.0,14,14.8,-1,0,-1.0,5.14286,-1,11,13,-1,0,-1.0,16.1429,-1.0,11,9.5,-1,0,-1.0,18.1429,-1.0,14,18.3333,-1,0,-1.0,4.57143,-1.0,15,7.33333,-1,0,-1.0,2.57143,-1.0,12,6.8,-1,0,-1.0,2.57143,-1,11,7.8,-1,0,-1.0,16.5714,-1.0,12,21.1429,-1,0,-1.0,8.57143,-1.0,11,6.75,-1,0,-1.0,16.7143,-1.0,9,20,-1,0,-1.0,5.71429,-1.0,15,8.16667,-1,0,-1.0,2.42857,-1.0,10,13,-1,0,-1.0,16.8571,-1.0,17,18.6667,-1,0,-1.0,5.42857,-1.0,8,23,-1,0,-1.0,9.14286,-1.0,17,13.375,-1,0,-1.0,3.1428599999999998,-1.0,20,15,-1,0,-1.0,4.0,-1.0,14,8.5,-1,0,-1.0,16.8571,-1.0,8,16,-1,0,-1.0,19.0,-1.0,11,19.4,-1,0,-1.0,19.5714,-1.0,19,8.57143,-1,0,-1.0,2.1428599999999998,-1.0,20,14.4,-1,0,-1.0,16.8571,-1.0,14,13.1667,-1,0,-1.0,2.8571400000000002,-1.0,18,6.33333,-1,0,-1.0,2.28571,-1.0,5,31.25,-1,0,-1.0,22.8571,-1.0,15,5.6,-1,0,-1.0,2.28571,-1.0,14,19.3333,-1,0,-1.0,5.0,-1.0,20,13.7143,-1,0,-1.0,3.0,-1.0,0,-nan(ind),-1,0,-1.0,100.0,-1.0,15,22.625,-1,0,-1.0,5.71429,-1.0,15,11.4286,-1,0,-1.0,2.42857,-1.0,11,26.2,-1,0,-1.0,20.8571,-1.0,9,7.5,-1,0,-1.0,17.2857,-1.0,20,11.125,-1,0,-1.0,2.0,-1.0,22,7.42857,-1,0,-1.0,1.5714299999999999,-1.0,19,8.57143,-1,0,-1.0,2.42857,-1.0
88,16,8.83333,-1,0,-1.0,2.57143,-1.0,13,14,-1,0,-1.0,4.57143,-1.0,21,12.2857,-1,0,-1.0,2.57143,-1.0,14,14.5,-1,0,-1.0,4.14286,-1.0,14,13.8,-1,0,-1.0,4.14286,-1.0,14,14.8,-1,0,-1.0,5.14286,-1,11,13,-1,0,-1.0,16.1429,-1.0,11,9.5,-1,0,-1.0,18.1429,-1.0,14,18.3333,-1,0,-1.0,4.57143,-1.0,15,7.33333,-1,0,-1.0,2.57143,-1.0,12,6.8,-1,0,-1.0,2.57143,-1,11,7.8,-1,0,-1.0,16.5714,-1.0,12,21.1429,-1,0,-1.0,8.57143,-1.0,11,6.75,-1,0,-1.0,16.7143,-1.0,9,20,-1,0,-1.0,5.71429,-1.0,15,8.16667,-1,0,-1.0,2.42857,-1.0,10,13,-1,0,-1.0,16.8571,-1.0,17,18.6667,-1,0,-1.0,5.42857,-1.0,8,23,-1,0,-1.0,9.14286,-1.0,18,13.125,-1,0,-1.0,2.8571400000000002,-1.0,20,15,-1,0,-1.0,4.0,-1.0,14,8.5,-1,0,-1.0,16.8571,-1.0,8,16,-1,0,-1.0,19.0,-1.0,11,19.4,-1,0,-1.0,19.5714,-1.0,19,8.57143,-1,0,-1.0,2.1428599999999998,-1.0,20,14.4,-1,0,-1.0,16.8571,-1.0,14,13.1667,-1,0,-1.0,2.8571400000000002,-1.0,19,6,-1,0,-1.0,2.0,-1.0,5,31.25,-1,0,-1.0,22.8571,-1.0,15,5.6,-1,0,-1.0,2.28571,-1.0,14,19.3333,-1,0,-1.0,5.0,-1.0,20,13.7143,-1,0,-1.0,3.0,-1.0,0,-nan(ind),-1,0,-1.0,100.0,-1.0,15,22.625,-1,0,-1.0,5.71429,-1.0,15,11.4286,-1,0,-1.0,2.42857,-1.0,12,28.6667,-1,0,-1.0,8.42857,-1.0,9,7.5,-1,0,-1.0,17.2857,-1.0,21,11,-1,0,-1.0,1.71429,-1.0,22,7.42857,-1,0,-1.0,1.5714299999999999,-1.0,19,8.57143,-1,0,-1.0,2.42857,-1.0
89,16,8.83333,-1,0,-1.0,2.57143,-1.0,13,14,-1,0,-1.0,4.57143,-1.0,21,12.2857,-1,0,-1.0,2.57143,-1.0,14,14.5,-1,0,-1.0,4.14286,-1.0,14,13.8,-1,0,-1.0,4.14286,-1.0,14,14.8,-1,0,-1.0,5.14286,-1,11,13,-1,0,-1.0,16.1429,-1.0,11,9.5,-1,0,-1.0,18.1429,-1.0,14,18.3333,-1,0,-1.0,4.57143,-1.0,15,7.33333,-1,0,-1.0,2.57143,-1.0,12,6.8,-1,0,-1.0,2.57143,-1,11,7.8,-1,0,-1.0,16.5714,-1.0,12,21.1429,-1,0,-1.0,8.57143,-1.0,11,6.75,-1,0,-1.0,16.7143,-1.0,9,20,-1,0,-1.0,5.71429,-1.0,15,8.16667,-1,0,-1.0,2.42857,-1.0,10,13,-1,0,-1.0,16.8571,-1.0,17,18.6667,-1,0,-1.0,5.42857,-1.0,8,23,-1,0,-1.0,9.14286,-1.0,19,10.625,-1,0,-1.0,2.57143,-1.0,20,15,-1,0,-1.0,4.0,-1.0,14,8.5,-1,0,-1.0,16.8571,-1.0,8,16,-1,0,-1.0,19.0,-1.0,11,19.4,-1,0,-1.0,19.5714,-1.0,19,8.57143,-1,0,-1.0,2.1428599999999998,-1.0,20,14.4,-1,0,-1.0,16.8571,-1.0,14,13.1667,-1,0,-1.0,2.8571400000000002,-1.0,19,6,-1,0,-1.0,2.0,-1.0,5,31.25,-1,0,-1.0,22.8571,-1.0,16,12.6,-1,0,-1.0,5.42857,-1.0,14,19.3333,-1,0,-1.0,5.0,-1.0,21,13.2857,-1,0,-1.0,2.71429,-1.0,0,-nan(ind),-1,0,-1.0,100.0,-1.0,15,22.625,-1,0,-1.0,5.71429,-1.0,15,11.4286,-1,0,-1.0,2.42857,-1.0,12,28.6667,-1,0,-1.0,8.42857,-1.0,9,7.5,-1,0,-1.0,17.2857,-1.0,22,10.875,-1,0,-1.0,1.71429,-1.0,22,7.42857,-1,0,-1.0,1.5714299999999999,-1.0,19,8.57143,-1,0,-1.0,2.42857,-1.0
