CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,PlanDist_0,CounterExamples_1,Specificity_1,PRev_1,Pos_1,VarDist_1,RuleDist_1,PlanDist_1,CounterExamples_2,Specificity_2,PRev_2,Pos_2,VarDist_2,RuleDist_2,PlanDist_2,CounterExamples_3,Specificity_3,PRev_3,Pos_3,VarDist_3,RuleDist_3,PlanDist_3,CounterExamples_4,Specificity_4,PRev_4,Pos_4,VarDist_4,RuleDist_4,PlanDist_4,CounterExamples_5,Specificity_5,PRev_5,Pos_5,VarDist_5,RuleDist_5,PlanDist_5,CounterExamples_6,Specificity_6,PRev_6,Pos_6,VarDist_6,RuleDist_6,PlanDist_6,CounterExamples_7,Specificity_7,PRev_7,Pos_7,VarDist_7,RuleDist_7,PlanDist_7,CounterExamples_8,Specificity_8,PRev_8,Pos_8,VarDist_8,RuleDist_8,PlanDist_8,CounterExamples_9,Specificity_9,PRev_9,Pos_9,VarDist_9,RuleDist_9,PlanDist_9,
4,34,-1,0,0.8775,48.5714,0.947368,2,4,-1,0,0.905,85.7143,1,3,27.5,-1,1,0.965,62.2857,1,3,24.5,-1,0,0.98,59.7143,1,4,31.3333,-1,1,0.905,49.5714,1,6,13,0.968965,1,0.8475,46.2857,1,1,41,-1,0,1,75.4286,1,0,-nan(ind),-1,0,1,100,1,0,-nan(ind),-1,0,1,100,1,4,32.3333,-1,0,0.9425,50.2857,1,
4,34,-1,0,-1,48.5714,-1,2,4,-1,0,-1,85.7143,-1,4,32.6667,-1,1,-1,38,-1,3,24.5,-1,0,-1,59.7143,-1,4,31.3333,-1,0,-1,49.5714,-1,6,13,-1,0,-1,46.2857,-1,2,5,-1,1,-1,72,-1,1,41,-1,1,-1,87.8571,-1,0,-nan(ind),-1,0,-1,100,-1,4,32.3333,-1,0,-1,50.2857,-1,
4,34,-1,0,-1,48.5714,-1,2,4,-1,0,-1,85.7143,-1,4,32.6667,-1,0,-1,38,-1,3,24.5,-1,0,-1,59.7143,-1,4,31.3333,0.945872,0,-1,49.5714,-1,6,13,-1,0,-1,46.2857,-1,3,23,-1,1,-1,59.8571,-1,1,41,-1,0,-1,87.8571,-1,0,-nan(ind),-1,0,-1,100,-1,4,32.3333,-1,0,-1,50.2857,-1,
4,34,-1,0,-1,48.5714,-1,2,4,-1,0,-1,85.7143,-1,4,32.6667,-1,0,-1,38,-1,3,24.5,-1,0,-1,59.7143,-1,4,31.3333,-1,0,-1,49.5714,-1,6,13,-1,0,-1,46.2857,-1,3,23,-1,0,-1,59.8571,-1,1,41,-1,0,-1,87.8571,-1,0,-nan(ind),-1,0,-1,100,-1,5,35.5,-1,1,-1,26.2857,-1,
5,36.25,-1,1,-1,36.5714,-1,3,23.5,-1,1,-1,61.4286,-1,4,32.6667,-1,0,-1,38,-1,4,29.3333,-1,1,-1,47.4286,-1,4,31.3333,-1,0,-1,49.5714,-1,7,10,-1,1,-1,45.1429,-1,4,29.6667,0.839243,1,-1,47.5714,-1,1,41,-1,0,-1,87.8571,-1,1,49,-1,1,-1,76.5714,-1,6,28,-1,1,-1,23.1429,-1,
6,38,-1,1,0.8775,36.5714,0.947368,3,23.5,-1,0,0.905,61.4286,1,4,32.6667,-1,0,0.965,38,1,4,29.3333,-1,0,0.98,47.4286,1,4,31.3333,-1,0,0.905,49.5714,1,7,10,0.429974,0,0.6825,45.1429,0.947368,4,29.6667,-1,0,0.9775,47.5714,1,2,42,-1,1,1,75.5714,1,2,48,-1,1,1,64.5714,1,6,28,0.741212,0,0.8875,23.1429,1,
6,38,-1,0,-1,36.5714,-1,4,6.5,0.646054,1,-1,58,-1,4,32.6667,-1,0,-1,38,-1,4,29.3333,-1,0,-1,47.4286,-1,4,31.3333,-1,0,-1,49.5714,-1,8,9.33333,0.960153,1,-1,45.1429,-1,5,18.6667,-1,1,-1,46,-1,2,42,-1,0,-1,75.5714,-1,3,47.6667,-1,1,-1,52.5714,-1,7,19,-1,1,-1,19.4286,-1,
6,38,-1,0,-1,36.5714,-1,4,6.5,-1,0,-1,58,-1,5,35.25,-1,1,-1,25.7143,-1,4,29.3333,-1,0,-1,47.4286,-1,4,31.3333,0.398286,0,-1,49.5714,-1,8,9.33333,-1,0,-1,45.1429,-1,5,18.6667,0.924059,0,-1,46,-1,2,42,-1,0,-1,75.5714,-1,4,33.3333,-1,1,-1,50.2857,-1,7,19,-1,0,-1,19.4286,-1,
6,38,-1,0,-1,36.5714,-1,5,4.5,-1,1,-1,57.7143,-1,5,35.25,-1,0,-1,25.7143,-1,4,29.3333,-1,0,-1,47.4286,-1,5,19,0.775816,1,-1,45.5714,-1,8,9.33333,0.811505,0,-1,45.1429,-1,5,18.6667,-1,0,-1,46,-1,2,42,-1,0,-1,75.5714,-1,4,33.3333,-1,0,-1,50.2857,-1,8,18.25,0.540323,1,-1,19.4286,-1,
6,38,-1,0,-1,36.5714,-1,5,4.5,-1,0,-1,57.7143,-1,5,35.25,-1,0,-1,25.7143,-1,4,29.3333,-1,0,-1,47.4286,-1,5,19,-1,0,-1,45.5714,-1,8,9.33333,-1,0,-1,45.1429,-1,5,18.6667,-1,0,-1,46,-1,2,42,0.643329,0,-1,75.5714,-1,4,33.3333,-1,0,-1,50.2857,-1,8,18.25,-1,0,-1,19.4286,-1,
6,38,-1,0,0.8775,36.5714,0.947368,5,4.5,-1,0,0.56,57.7143,0.736842,5,35.25,-1,0,0.965,25.7143,1,4,29.3333,-1,0,0.98,47.4286,1,5,19,-1,0,0.56,45.5714,0.947368,8,9.33333,0.825616,0,0.6825,45.1429,0.947368,6,25.25,-1,1,0.905,33.8571,1,2,42,-1,0,1,75.5714,1,5,36.75,-1,1,0.92,26.5714,1,9,16.5,0.346325,1,0.545,18.8571,0.578947,
7,38.8333,-1,1,-1,12.2857,-1,5,4.5,-1,0,-1,57.7143,-1,6,36.8,-1,1,-1,13.4286,-1,4,29.3333,-1,0,-1,47.4286,-1,5,19,-1,0,-1,45.5714,-1,8,9.33333,-1,0,-1,45.1429,-1,6,25.25,-1,0,-1,33.8571,-1,3,42.3333,-1,1,-1,51.2857,-1,5,36.75,-1,0,-1,26.5714,-1,9,16.5,0.902519,0,-1,18.8571,-1,
7,38.8333,-1,0,-1,12.2857,-1,6,17.3333,-1,1,-1,33.4286,-1,6,36.8,-1,0,-1,13.4286,-1,4,29.3333,-1,0,-1,47.4286,-1,5,19,-1,0,-1,45.5714,-1,8,9.33333,-1,0,-1,45.1429,-1,7,24.75,0.796806,1,-1,33.5714,-1,3,42.3333,-1,0,-1,51.2857,-1,6,26,-1,1,-1,24.2857,-1,9,16.5,-1,0,-1,18.8571,-1,
7,38.8333,-1,0,-1,12.2857,-1,6,17.3333,-1,0,-1,33.4286,-1,6,36.8,-1,0,-1,13.4286,-1,4,29.3333,-1,0,-1,47.4286,-1,6,25.5,-1,1,-1,21.5714,-1,8,9.33333,-1,0,-1,45.1429,-1,7,24.75,-1,0,-1,33.5714,-1,4,30.6667,0.720235,1,-1,47.5714,-1,6,26,-1,0,-1,24.2857,-1,9,16.5,0.345655,0,-1,18.8571,-1,
8,32,0.857654,1,-1,10.1429,-1,6,17.3333,-1,0,-1,33.4286,-1,6,36.8,-1,0,-1,13.4286,-1,4,29.3333,-1,0,-1,47.4286,-1,7,24.75,-1,1,-1,21.5714,-1,8,9.33333,-1,0,-1,45.1429,-1,7,24.75,0.926398,0,-1,33.5714,-1,5,33.75,-1,1,-1,35.2857,-1,7,19.25,-1,1,-1,22,-1,9,16.5,0.310203,0,-1,18.8571,-1,
8,32,-1,0,0.7825,10.1429,0.947368,6,17.3333,-1,0,0.56,33.4286,0.736842,6,36.8,-1,0,0.965,13.4286,1,4,29.3333,-1,0,0.98,47.4286,1,7,24.75,-1,0,0.56,21.5714,0.736842,8,9.33333,-1,0,0.6825,45.1429,0.947368,8,29.6,-1,1,0.8825,10.1429,1,5,33.75,-1,0,0.655,35.2857,1,7,19.25,-1,0,0.8175,22,0.947368,10,16,0.815155,1,0.4,18.5714,0.526316,
9,25.1667,-1,1,-1,8,-1,6,17.3333,-1,0,-1,33.4286,-1,6,36.8,-1,0,-1,13.4286,-1,5,34.25,-1,1,-1,35.5714,-1,7,24.75,-1,0,-1,21.5714,-1,8,9.33333,-1,0,-1,45.1429,-1,9,23.8,0.868739,1,-1,8.14286,-1,5,33.75,-1,0,-1,35.2857,-1,7,19.25,0.910961,0,-1,22,-1,10,16,0.767901,0,-1,18.5714,-1,
9,25.1667,-1,0,-1,8,-1,6,17.3333,-1,0,-1,33.4286,-1,7,30.4,-1,1,-1,10.2857,-1,6,37.2,-1,1,-1,35.5714,-1,7,24.75,-1,0,-1,21.5714,-1,8,9.33333,-1,0,-1,45.1429,-1,9,23.8,0.842889,0,-1,8.14286,-1,5,33.75,-1,0,-1,35.2857,-1,8,24.4,-1,1,-1,10.1429,-1,10,16,0.39026,0,-1,18.5714,-1,
9,25.1667,0.465601,0,-1,8,-1,6,17.3333,-1,0,-1,33.4286,-1,8,29.2,-1,1,-1,9.85714,-1,7,28.2,-1,1,-1,33.1429,-1,7,24.75,0.930609,0,-1,21.5714,-1,9,19.25,-1,1,-1,45.1429,-1,9,23.8,0.91623,0,-1,8.14286,-1,6,24.5,0.751785,1,-1,33.2857,-1,8,24.4,0.913919,0,-1,10.1429,-1,10,16,0.731588,0,-1,18.5714,-1,
9,25.1667,0.840257,0,-1,8,-1,7,23.25,-1,1,-1,21,-1,8,29.2,-1,0,-1,9.85714,-1,8,22.4,-1,1,-1,33.1429,-1,7,24.75,-1,0,-1,21.5714,-1,9,19.25,0.993682,0,-1,45.1429,-1,9,23.8,-1,0,-1,8.14286,-1,6,24.5,0.894193,0,-1,33.2857,-1,8,24.4,-1,0,-1,10.1429,-1,10,16,-1,0,-1,18.5714,-1,
9,25.1667,-1,0,0.7025,8,0.947368,7,23.25,-1,0,0.56,21,0.736842,9,28.2,-1,1,0.5625,9.28571,0.526316,8,22.4,-1,0,0.88,33.1429,1,7,24.75,-1,0,0.56,21.5714,0.736842,9,19.25,-1,0,0.6825,45.1429,0.947368,10,16,-1,1,0.8025,6.14286,1,7,15.25,-1,1,0.3525,31.2857,1,8,24.4,-1,0,0.8175,10.1429,0.947368,10,16,-1,0,0.4,18.5714,0.526316,
9,25.1667,-1,0,-1,8,-1,7,23.25,-1,0,-1,21,-1,9,28.2,0.92011,0,-1,9.28571,-1,8,22.4,0.895314,0,-1,33.1429,-1,7,24.75,0.360896,0,-1,21.5714,-1,9,19.25,-1,0,-1,45.1429,-1,10,16,0.888193,0,-1,6.14286,-1,7,15.25,-1,0,-1,31.2857,-1,8,24.4,-1,0,-1,10.1429,-1,10,16,-1,0,-1,18.5714,-1,
9,25.1667,0.818271,0,-1,8,-1,7,23.25,0.721537,0,-1,21,-1,9,28.2,-1,0,-1,9.28571,-1,8,22.4,0.861542,0,-1,33.1429,-1,7,24.75,0.392263,0,-1,21.5714,-1,9,19.25,-1,0,-1,45.1429,-1,11,21.1667,-1,1,-1,6.14286,-1,7,15.25,-1,0,-1,31.2857,-1,8,24.4,-1,0,-1,10.1429,-1,10,16,0.215663,0,-1,18.5714,-1,
9,25.1667,-1,0,-1,8,-1,7,23.25,0.904972,0,-1,21,-1,9,28.2,-1,0,-1,9.28571,-1,9,20.8,-1,1,-1,33,-1,8,16,0.690362,1,-1,18.1429,-1,9,19.25,-1,0,-1,45.1429,-1,11,21.1667,-1,0,-1,6.14286,-1,8,21.2,-1,1,-1,7.28571,-1,8,24.4,-1,0,-1,10.1429,-1,10,16,-1,0,-1,18.5714,-1,
9,25.1667,-1,0,-1,8,-1,7,23.25,-1,0,-1,21,-1,9,28.2,-1,0,-1,9.28571,-1,10,13.8,-1,1,-1,31.1429,-1,8,16,0.83948,0,-1,18.1429,-1,9,19.25,-1,0,-1,45.1429,-1,11,21.1667,0.991272,0,-1,6.14286,-1,8,21.2,-1,0,-1,7.28571,-1,8,24.4,-1,0,-1,10.1429,-1,10,16,0.264581,0,-1,18.5714,-1,
9,25.1667,-1,0,0.7025,8,0.947368,7,23.25,-1,0,0.56,21,0.736842,9,28.2,-1,0,0.5625,9.28571,0.526316,11,19,-1,1,0.7325,7.14286,0.894737,8,16,-1,0,0.49,18.1429,0.578947,9,19.25,-1,0,0.6825,45.1429,0.947368,11,21.1667,-1,0,0.8025,6.14286,1,8,21.2,-1,0,0.3525,7.28571,1,8,24.4,0.668018,0,0.8175,10.1429,0.947368,10,16,-1,0,0.4,18.5714,0.526316,
10,19.3333,-1,1,-1,6.28571,-1,7,23.25,-1,0,-1,21,-1,10,20.6,-1,1,-1,5.57143,-1,11,19,-1,0,-1,7.14286,-1,8,16,-1,0,-1,18.1429,-1,9,19.25,-1,0,-1,45.1429,-1,11,21.1667,-1,0,-1,6.14286,-1,8,21.2,-1,0,-1,7.28571,-1,8,24.4,0.628754,0,-1,10.1429,-1,10,16,-1,0,-1,18.5714,-1,
11,13.5,-1,1,-1,5.57143,-1,7,23.25,0.698922,0,-1,21,-1,10,20.6,0.960986,0,-1,5.57143,-1,11,19,-1,0,-1,7.14286,-1,8,16,0.273371,0,-1,18.1429,-1,9,19.25,-1,0,-1,45.1429,-1,11,21.1667,0.983331,0,-1,6.14286,-1,9,20.8,0.890769,1,-1,7.28571,-1,8,24.4,0.996499,0,-1,10.1429,-1,11,16,-1,1,-1,18.5714,-1,
11,13.5,-1,0,-1,5.57143,-1,7,23.25,0.418683,0,-1,21,-1,11,13.2,-1,1,-1,3.57143,-1,11,19,-1,0,-1,7.14286,-1,8,16,0.408957,0,-1,18.1429,-1,9,19.25,-1,0,-1,45.1429,-1,11,21.1667,0.25882,0,-1,6.14286,-1,9,20.8,-1,0,-1,7.28571,-1,8,24.4,0.996499,0,-1,10.1429,-1,12,16,-1,1,-1,18.5714,-1,
11,13.5,-1,0,-1,5.57143,-1,7,23.25,0.915371,0,-1,21,-1,11,13.2,-1,0,-1,3.57143,-1,11,19,-1,0,-1,7.14286,-1,8,16,-1,0,-1,18.1429,-1,9,19.25,-1,0,-1,45.1429,-1,11,21.1667,0.939172,0,-1,6.14286,-1,9,20.8,-1,0,-1,7.28571,-1,9,23.8,-1,1,-1,10.1429,-1,12,16,-1,0,-1,18.5714,-1,
12,7,-1,1,0.515,2.14286,0.789474,7,23.25,0.915371,0,0.56,21,0.736842,11,13.2,0.32248,0,0.1225,3.57143,0.368421,11,19,0.57523,0,0.7325,7.14286,0.894737,8,16,-1,0,0.49,18.1429,0.578947,10,25.2,-1,1,0.6825,33.2857,0.947368,11,21.1667,-1,0,0.8025,6.14286,1,9,20.8,-1,0,0.3525,7.28571,0.947368,10,27.6667,-1,1,0.82,10.1429,1,13,16,0.898423,1,0.4,18.5714,0.526316,
12,7,-1,0,-1,2.14286,-1,7,23.25,0.507365,0,-1,21,-1,11,13.2,0.859771,0,-1,3.57143,-1,11,19,0.918306,0,-1,7.14286,-1,8,16,-1,0,-1,18.1429,-1,10,25.2,-1,0,-1,33.2857,-1,11,21.1667,-1,0,-1,6.14286,-1,9,20.8,-1,0,-1,7.28571,-1,10,27.6667,-1,0,-1,10.1429,-1,13,16,-1,0,-1,18.5714,-1,
12,7,-1,0,-1,2.14286,-1,7,23.25,0.421238,0,-1,21,-1,11,13.2,0.871062,0,-1,3.57143,-1,12,18.6667,0.928518,1,-1,7,-1,8,16,-1,0,-1,18.1429,-1,11,20.8,-1,1,-1,32.7143,-1,11,21.1667,-1,0,-1,6.14286,-1,10,24.5,-1,1,-1,7.28571,-1,10,27.6667,-1,0,-1,10.1429,-1,13,16,-1,0,-1,18.5714,-1,
12,7,0.392317,0,-1,2.14286,-1,7,23.25,0.629325,0,-1,21,-1,11,13.2,-1,0,-1,3.57143,-1,12,18.6667,-1,0,-1,7,-1,8,16,-1,0,-1,18.1429,-1,11,20.8,-1,0,-1,32.7143,-1,11,21.1667,-1,0,-1,6.14286,-1,10,24.5,-1,0,-1,7.28571,-1,10,27.6667,-1,0,-1,10.1429,-1,14,8.25,-1,1,-1,17.2857,-1,
12,7,0.856736,0,-1,2.14286,-1,8,16.5,0.849685,1,-1,18.7143,-1,11,13.2,-1,0,-1,3.57143,-1,12,18.6667,-1,0,-1,7,-1,8,16,-1,0,-1,18.1429,-1,11,20.8,-1,0,-1,32.7143,-1,11,21.1667,0.869662,0,-1,6.14286,-1,10,24.5,-1,0,-1,7.28571,-1,11,22,-1,1,-1,9,-1,14,8.25,-1,0,-1,17.2857,-1,
13,6.66667,-1,1,0.5075,2,0.789474,8,16.5,-1,0,0.455,18.7143,0.684211,11,13.2,0.987748,0,0.1225,3.57143,0.368421,12,18.6667,-1,0,0.59,7,0.894737,9,22.6,0.860364,1,0.49,18.1429,0.578947,12,17.6,0.961597,1,0.6825,32.7143,0.947368,11,21.1667,0.928989,0,0.8025,6.14286,1,10,24.5,-1,0,0.3525,7.28571,0.947368,11,22,0.913332,0,0.81,9,1,14,8.25,-1,0,0.375,17.2857,0.578947,
13,6.66667,-1,0,-1,2,-1,9,15.75,-1,1,-1,18.4286,-1,12,5.4,-1,1,-1,1.57143,-1,12,18.6667,0.406002,0,-1,7,-1,9,22.6,-1,0,-1,18.1429,-1,12,17.6,-1,0,-1,32.7143,-1,12,14.3333,-1,1,-1,4,-1,10,24.5,-1,0,-1,7.28571,-1,11,22,-1,0,-1,9,-1,14,8.25,0.871936,0,-1,17.2857,-1,
13,6.66667,-1,0,-1,2,-1,9,15.75,-1,0,-1,18.4286,-1,12,5.4,0.905819,0,-1,1.57143,-1,12,18.6667,0.917515,0,-1,7,-1,9,22.6,-1,0,-1,18.1429,-1,12,17.6,-1,0,-1,32.7143,-1,12,14.3333,0.290967,0,-1,4,-1,10,24.5,0.220071,0,-1,7.28571,-1,12,15.8333,-1,1,-1,7,-1,14,8.25,-1,0,-1,17.2857,-1,
13,6.66667,-1,0,-1,2,-1,9,15.75,-1,0,-1,18.4286,-1,12,5.4,-1,0,-1,1.57143,-1,12,18.6667,0.858065,0,-1,7,-1,9,22.6,-1,0,-1,18.1429,-1,12,17.6,-1,0,-1,32.7143,-1,13,9.16667,0.763865,1,-1,3,-1,11,20.3333,0.901963,1,-1,5,-1,12,15.8333,-1,0,-1,7,-1,14,8.25,-1,0,-1,17.2857,-1,
13,6.66667,-1,0,-1,2,-1,9,15.75,-1,0,-1,18.4286,-1,12,5.4,0.802117,0,-1,1.57143,-1,12,18.6667,-1,0,-1,7,-1,9,22.6,-1,0,-1,18.1429,-1,12,17.6,0.200618,0,-1,32.7143,-1,13,9.16667,-1,0,-1,3,-1,11,20.3333,-1,0,-1,5,-1,12,15.8333,-1,0,-1,7,-1,14,8.25,-1,0,-1,17.2857,-1,
13,6.66667,0.906019,0,0.5075,2,0.789474,9,15.75,-1,0,0.4375,18.4286,0.736842,12,5.4,0.811203,0,0.0425,1.57143,0.263158,12,18.6667,0.833591,0,0.59,7,0.894737,10,14.4,-1,1,0.41,16,0.526316,12,17.6,0.951145,0,0.6825,32.7143,0.947368,13,9.16667,-1,0,0.6975,3,0.947368,11,20.3333,-1,0,0.3375,5,0.947368,12,15.8333,-1,0,0.73,7,1,14,8.25,0.0374293,0,0.375,17.2857,0.578947,
13,6.66667,-1,0,-1,2,-1,9,15.75,-1,0,-1,18.4286,-1,12,5.4,0.75401,0,-1,1.57143,-1,13,12.1667,-1,1,-1,3.28571,-1,10,14.4,-1,0,-1,16,-1,12,17.6,0.0539277,0,-1,32.7143,-1,13,9.16667,-1,0,-1,3,-1,11,20.3333,-1,0,-1,5,-1,12,15.8333,-1,0,-1,7,-1,14,8.25,0.0383857,0,-1,17.2857,-1,
13,6.66667,-1,0,-1,2,-1,9,15.75,0.856673,0,-1,18.4286,-1,12,5.4,0.853561,0,-1,1.57143,-1,13,12.1667,0.306888,0,-1,3.28571,-1,10,14.4,-1,0,-1,16,-1,12,17.6,0.983102,0,-1,32.7143,-1,13,9.16667,0.72801,0,-1,3,-1,12,15,0.920108,1,-1,4.57143,-1,12,15.8333,-1,0,-1,7,-1,14,8.25,0.0373617,0,-1,17.2857,-1,
13,6.66667,0.125394,0,-1,2,-1,9,15.75,0.953578,0,-1,18.4286,-1,12,5.4,-1,0,-1,1.57143,-1,13,12.1667,0.92031,0,-1,3.28571,-1,10,14.4,-1,0,-1,16,-1,12,17.6,-1,0,-1,32.7143,-1,13,9.16667,0.84746,0,-1,3,-1,13,13.3333,-1,1,-1,3.42857,-1,12,15.8333,-1,0,-1,7,-1,14,8.25,0.682018,0,-1,17.2857,-1,
14,6.66667,0.92401,1,-1,2,-1,9,15.75,-1,0,-1,18.4286,-1,12,5.4,-1,0,-1,1.57143,-1,13,12.1667,0.905602,0,-1,3.28571,-1,10,14.4,-1,0,-1,16,-1,12,17.6,-1,0,-1,32.7143,-1,13,9.16667,-1,0,-1,3,-1,13,13.3333,-1,0,-1,3.42857,-1,12,15.8333,-1,0,-1,7,-1,14,8.25,0.682018,0,-1,17.2857,-1,
14,6.66667,-1,0,0.5075,2,0.789474,9,15.75,-1,0,0.4375,18.4286,0.736842,12,5.4,-1,0,0.0425,1.57143,0.263158,13,12.1667,-1,0,0.2625,3.28571,0.526316,10,14.4,-1,0,0.41,16,0.526316,12,17.6,-1,0,0.6825,32.7143,0.947368,13,9.16667,-1,0,0.6975,3,0.947368,13,13.3333,-1,0,0.3325,3.42857,0.947368,13,14.6667,-1,1,0.6125,6.28571,0.947368,14,8.25,-1,0,0.375,17.2857,0.578947,
14,6.66667,-1,0,-1,2,-1,10,15,0.849063,1,-1,17.8571,-1,13,12.3333,-1,1,-1,1.57143,-1,13,12.1667,-1,0,-1,3.28571,-1,10,14.4,0.973473,0,-1,16,-1,12,17.6,-1,0,-1,32.7143,-1,13,9.16667,-1,0,-1,3,-1,13,13.3333,-1,0,-1,3.42857,-1,13,14.6667,-1,0,-1,6.28571,-1,14,8.25,0.024041,0,-1,17.2857,-1,
14,6.66667,-1,0,-1,2,-1,10,15,-1,0,-1,17.8571,-1,13,12.3333,-1,0,-1,1.57143,-1,13,12.1667,0.775498,0,-1,3.28571,-1,10,14.4,-1,0,-1,16,-1,12,17.6,-1,0,-1,32.7143,-1,13,9.16667,-1,0,-1,3,-1,13,13.3333,-1,0,-1,3.42857,-1,13,14.6667,-1,0,-1,6.28571,-1,14,8.25,0.180507,0,-1,17.2857,-1,
14,6.66667,-1,0,-1,2,-1,10,15,-1,0,-1,17.8571,-1,14,6.5,0.94826,1,-1,1.28571,-1,13,12.1667,0.785542,0,-1,3.28571,-1,10,14.4,-1,0,-1,16,-1,13,13,-1,1,-1,30.8571,-1,13,9.16667,-1,0,-1,3,-1,13,13.3333,0.523629,0,-1,3.42857,-1,13,14.6667,-1,0,-1,6.28571,-1,14,8.25,0.01957,0,-1,17.2857,-1,
