CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,PlanDist_0,CounterExamples_1,Specificity_1,PRev_1,Pos_1,VarDist_1,RuleDist_1,PlanDist_1,CounterExamples_2,Specificity_2,PRev_2,Pos_2,VarDist_2,RuleDist_2,PlanDist_2,
14,57,-1,0,-1,73.1818,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,0.998916,1,-1,73.0909,-1,13,49,0.269274,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,0.0893322,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,0.998338,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,0.596401,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,0.517942,0,-1,70.9091,-1,
15,56.8,0.9998,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,1,0,-1,73.0909,-1,13,49,0.990567,0,-1,79.0909,-1,9,48.5,0.639553,0,-1,70.9091,-1,
15,56.8,1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,0.799275,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,0.305834,0,-1,79.0909,-1,9,48.5,0.317291,0,-1,70.9091,-1,
15,56.8,1,0,-1,73.0909,-1,13,49,0.251348,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,1,0,-1,73.0909,-1,13,49,0.282606,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,-1,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
15,56.8,0.998853,0,-1,73.0909,-1,13,49,-1,0,-1,79.0909,-1,9,48.5,-1,0,-1,70.9091,-1,
