CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,PlanDist_0,
16,55.4286,-1,0,0.778889,67.5455,0.8,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,0.956794,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,0.945049,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,0.953847,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,0.956785,0,-1,67.5455,-1,
16,55.4286,0.956785,0,-1,67.5455,-1,
16,55.4286,1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,0.891453,0,-1,67.5455,-1,
16,55.4286,0.954213,0,-1,67.5455,-1,
16,55.4286,0.954113,0,-1,67.5455,-1,
16,55.4286,0.953846,0,-1,67.5455,-1,
16,55.4286,1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,0.873647,0,-1,67.5455,-1,
16,55.4286,0.950904,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,0.95408,0,-1,67.5455,-1,
16,55.4286,0.971099,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,0.170726,0,-1,67.5455,-1,
16,55.4286,0.948133,0,-1,67.5455,-1,
16,55.4286,0.9511,0,0.778889,67.5455,0.8,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,0.951152,0,-1,67.5455,-1,
16,55.4286,0.885799,0,-1,67.5455,-1,
16,55.4286,0.8858,0,-1,67.5455,-1,
16,55.4286,0.885798,0,-1,67.5455,-1,
16,55.4286,0.967297,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,0.87365,0,-1,67.5455,-1,
16,55.4286,0.870186,0,-1,67.5455,-1,
16,55.4286,0.947982,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,1,0,0.778889,67.5455,0.8,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,0.954078,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,1,0,-1,67.5455,-1,
16,55.4286,0.95124,0,-1,67.5455,-1,
16,55.4286,1,0,-1,67.5455,-1,
16,55.4286,0.954078,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,0.956782,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,0.954111,0,-1,67.5455,-1,
16,55.4286,0.885799,0,-1,67.5455,-1,
16,55.4286,1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,0.954077,0,-1,67.5455,-1,
16,55.4286,1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,0.778889,67.5455,0.8,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
16,55.4286,0.951239,0,-1,67.5455,-1,
16,55.4286,-1,0,-1,67.5455,-1,
17,39.2857,-1,1,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.910719,0,-1,63.6364,-1,
17,39.2857,0.886931,0,-1,63.6364,-1,
17,39.2857,0.999517,0,-1,63.6364,-1,
17,39.2857,0.955933,0,-1,63.6364,-1,
17,39.2857,0.957919,0,-1,63.6364,-1,
17,39.2857,0.885331,0,-1,63.6364,-1,
17,39.2857,0.955415,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.957917,0,-1,63.6364,-1,
17,39.2857,0.955415,0,-1,63.6364,-1,
17,39.2857,0.952194,0,-1,63.6364,-1,
17,39.2857,0.957918,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,1,0,-1,63.6364,-1,
17,39.2857,0.873516,0,-1,63.6364,-1,
17,39.2857,1,0,-1,63.6364,-1,
17,39.2857,0.957791,0,-1,63.6364,-1,
17,39.2857,0.88248,0,0.778889,63.6364,0.8,
17,39.2857,0.949351,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.867189,0,-1,63.6364,-1,
17,39.2857,0.946417,0,-1,63.6364,-1,
17,39.2857,0.957916,0,-1,63.6364,-1,
17,39.2857,0.881927,0,-1,63.6364,-1,
17,39.2857,0.946416,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.957917,0,-1,63.6364,-1,
17,39.2857,0.883436,0,-1,63.6364,-1,
17,39.2857,0.955415,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.885743,0,-1,63.6364,-1,
17,39.2857,1,0,-1,63.6364,-1,
17,39.2857,0.95779,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.884797,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.880503,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.957916,0,0.778889,63.6364,0.8,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.909938,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.0514674,0,-1,63.6364,-1,
17,39.2857,0.955235,0,-1,63.6364,-1,
17,39.2857,0.998525,0,-1,63.6364,-1,
17,39.2857,0.954922,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.954921,0,-1,63.6364,-1,
17,39.2857,0.955234,0,-1,63.6364,-1,
17,39.2857,0.957915,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,1,0,-1,63.6364,-1,
17,39.2857,0.051394,0,-1,63.6364,-1,
17,39.2857,0.952192,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,1,0,-1,63.6364,-1,
17,39.2857,0.0526091,0,-1,63.6364,-1,
17,39.2857,0.00257224,0,-1,63.6364,-1,
17,39.2857,1,0,-1,63.6364,-1,
17,39.2857,-1,0,0.778889,63.6364,0.8,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.971772,0,-1,63.6364,-1,
17,39.2857,0.998541,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.955055,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.934902,0,-1,63.6364,-1,
17,39.2857,0.955344,0,-1,63.6364,-1,
17,39.2857,0.934379,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.112489,0,-1,63.6364,-1,
17,39.2857,0.971855,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,0.955055,0,-1,63.6364,-1,
17,39.2857,1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,0.778889,63.6364,0.8,
17,39.2857,-1,0,-1,63.6364,-1,
17,39.2857,-1,0,-1,63.6364,-1,
18,48.125,-1,1,-1,58.1818,-1,
18,48.125,-1,0,-1,58.1818,-1,
18,48.125,-1,0,-1,58.1818,-1,
18,48.125,-1,0,-1,58.1818,-1,
18,48.125,-1,0,-1,58.1818,-1,
18,48.125,-1,0,-1,58.1818,-1,
18,48.125,0.998534,0,-1,58.1818,-1,
18,48.125,-1,0,-1,58.1818,-1,
18,48.125,-1,0,-1,58.1818,-1,
18,48.125,-1,0,-1,58.1818,-1,
18,48.125,-1,0,-1,58.1818,-1,
18,48.125,-1,0,-1,58.1818,-1,
18,48.125,0.999997,0,-1,58.1818,-1,
18,48.125,-1,0,-1,58.1818,-1,
19,33.75,-1,1,-1,54.1818,-1,
19,33.75,-1,0,-1,54.1818,-1,
19,33.75,0.933116,0,-1,54.1818,-1,
19,33.75,0.0667943,0,-1,54.1818,-1,
19,33.75,0.999997,0,-1,54.1818,-1,
20,33.625,0.955667,1,-1,54.1818,-1,
20,33.625,-1,0,-1,54.1818,-1,
20,33.625,0.933126,0,-1,54.1818,-1,
20,33.625,0.934378,0,-1,54.1818,-1,
20,33.625,0.10574,0,-1,54.1818,-1,
20,33.625,0.955328,0,-1,54.1818,-1,
20,33.625,0.99729,0,-1,54.1818,-1,
20,33.625,-1,0,-1,54.1818,-1,
21,32,-1,1,0.673333,53.6364,0.65,
21,32,-1,0,-1,53.6364,-1,
21,32,0.0526037,0,-1,53.6364,-1,
21,32,0.997292,0,-1,53.6364,-1,
21,32,0.999997,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,0.996447,0,-1,53.6364,-1,
21,32,0.999995,0,-1,53.6364,-1,
21,32,0.999995,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,0.965813,0,-1,53.6364,-1,
21,32,0.999997,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,0.961133,0,-1,53.6364,-1,
21,32,0.965925,0,-1,53.6364,-1,
21,32,0.997332,0,-1,53.6364,-1,
21,32,0.999996,0,-1,53.6364,-1,
21,32,0.955381,0,-1,53.6364,-1,
21,32,0.995965,0,-1,53.6364,-1,
21,32,0.998529,0,-1,53.6364,-1,
21,32,0.999998,0,-1,53.6364,-1,
21,32,0.997181,0,-1,53.6364,-1,
21,32,0.00386322,0,-1,53.6364,-1,
21,32,0.999996,0,-1,53.6364,-1,
21,32,0.997188,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,0.955963,0,-1,53.6364,-1,
21,32,0.975574,0,-1,53.6364,-1,
21,32,0.934369,0,0.673333,53.6364,0.65,
21,32,-1,0,-1,53.6364,-1,
21,32,0.040788,0,-1,53.6364,-1,
21,32,0.99721,0,-1,53.6364,-1,
21,32,0.999998,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,0.917571,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,0.923301,0,-1,53.6364,-1,
21,32,0.959096,0,-1,53.6364,-1,
21,32,0.0516091,0,-1,53.6364,-1,
21,32,0.979366,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,0.960856,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
21,32,0.994646,0,-1,53.6364,-1,
21,32,-1,0,-1,53.6364,-1,
